LipidProbe,gene_name,logFC,pvalue,hit_annotation,CellLine
PE,ETFA,1.173119,0.0094913,enriched candidate,HeLa
PE,WDR1,1.1555536,0.0626577,enriched candidate,HeLa
PE,SHMT2,1.8917486,0.0042664,enriched hit,HeLa
PE,GNG5,0.3309812,0.252744,no hit,HeLa
PE,AP1B1,-0.8364574,0.0031716,no hit,HeLa
PE,RAB31,0.6653932,0.0157856,enriched candidate,HeLa
PE,RBBP4,0.2505057,0.3913247,no hit,HeLa
PE,ATP1A1,0.8566751,0.0103066,enriched candidate,HeLa
PE,SDHA,1.6885254,0.002367,enriched hit,HeLa
PE,POR,1.2822349,0.0020604,enriched hit,HeLa
PE,EIF5A,-1.6858074,0.0318463,no hit,HeLa
PE,LIFR,0.4255133,0.1016881,no hit,HeLa
PE,MME,-0.9887385,0.0012362,no hit,HeLa
PE,ITGA5,0.6910638,0.076683200000000007,enriched candidate,HeLa
PE,SFXN1,1.3278179,0.0085487,enriched hit,HeLa
PE,PPA1,-1.0180095,0.0488178,no hit,HeLa
PE,RAP2C,0.4555885,0.0479289,no hit,HeLa
PE,GLO1,-1.2287457,0.0266674,no hit,HeLa
PE,PA2G4,-1.358083,0.0257705,no hit,HeLa
PE,DSG2,0.5182017,0.0767096,no hit,HeLa
PE,LAMC1,0.2155576,0.4493452,no hit,HeLa
PE,GSTM3,-0.4917216,0.2127673,no hit,HeLa
PE,GOT2,1.514231,0.0040398,enriched hit,HeLa
PE,SLC43A3,0.0663466,0.8267207,no hit,HeLa
PE,OXCT1,1.3439306,0.0014839,enriched hit,HeLa
PE,CS,2.2800407,0.0079509,enriched hit,HeLa
PE,PRDX1,-1.0643709,0.03707329999999999,no hit,HeLa
PE,USP14,-0.7050309,0.0468237,no hit,HeLa
PE,RMDN1,1.2567316,0.0049203,enriched hit,HeLa
PE,PGK1,-0.8622865,0.0470823,no hit,HeLa
PE,BUB3,-0.3829254,0.1205178,no hit,HeLa
PE,HSP90B1,1.3699159,0.0111871,enriched candidate,HeLa
PE,UBXN4,0.6651792,0.0323534,enriched candidate,HeLa
PE,CAPZA1,-0.3641191,0.2573339,no hit,HeLa
PE,ACSL3,1.4123138,0.0329646,enriched candidate,HeLa
PE,SLC44A2,0.7306552,0.1217162,no hit,HeLa
PE,PEBP1,-1.3508123,0.0317146,no hit,HeLa
PE,TRMT10C,1.3265029,0.0072551,enriched hit,HeLa
PE,NEGR1,0.2330619,0.3084358,no hit,HeLa
PE,MLEC,0.9309872,0.0087084,enriched candidate,HeLa
PE,QARS,0.2932767,0.2099295,no hit,HeLa
PE,ENO1,-0.5858189,0.1361995,no hit,HeLa
PE,GDA,-0.6086386,0.1184982,no hit,HeLa
PE,RPS28,-0.9282649,0.0181941,no hit,HeLa
PE,ARFGAP1,-0.9075345,0.01144,no hit,HeLa
PE,ECI1,1.149963,0.0238445,enriched candidate,HeLa
PE,DAG1,0.4841418,0.2015386,no hit,HeLa
PE,F11R,0.5786599,0.1531764,no hit,HeLa
PE,TUFM,1.7057189,0.0211509,enriched candidate,HeLa
PE,HSPA1B|HSPA1A,-0.1209898,0.6391645,no hit,HeLa
PE,MAT2A,-0.728659,0.0681141,no hit,HeLa
PE,SLC1A5,0.179562,0.4594581,no hit,HeLa
PE,ALDH3A2,1.1699565,0.0132371,enriched candidate,HeLa
PE,PRDX3,1.5097689,0.0376813,enriched candidate,HeLa
PE,CLINT1,-1.6696676,0.0173164,no hit,HeLa
PE,CAPN2,-0.3366213,0.2381256,no hit,HeLa
PE,CD59,0.5149523,0.1265537,no hit,HeLa
PE,ATL2,0.7326634,0.0354658,enriched candidate,HeLa
PE,EIF3M,-0.7569095,0.0475652,no hit,HeLa
PE,MYDGF,0.4473981,0.2588817,no hit,HeLa
PE,CAPRIN1,-1.8752007,0.0118013,no hit,HeLa
PE,DLD,1.4164378,0.0247059,enriched candidate,HeLa
PE,RAN,-0.1126817,0.6355767,no hit,HeLa
PE,GIGYF2,-1.3041414,0.0217537,no hit,HeLa
PE,DSP,-0.8915726,0.0503811,no hit,HeLa
PE,LSS,0.4395606,0.0630021,no hit,HeLa
PE,CDH10,0.4905615,0.1420662,no hit,HeLa
PE,SLC38A5,0.3688671,0.3091078,no hit,HeLa
PE,USP10,-1.2279646,0.0159862,no hit,HeLa
PE,MCAM,0.8024138,0.0946603,no hit,HeLa
PE,MSN,1.3495103,0.1558913,no hit,HeLa
PE,TLN1,0.5474012,0.0887615,no hit,HeLa
PE,ALG5,1.0268735,0.0241057,enriched candidate,HeLa
PE,SUPT16H,0.2253326,0.3171152,no hit,HeLa
PE,CCT8,0.1856713,0.5633561,no hit,HeLa
PE,MMP15,0.2804082,0.2807919,no hit,HeLa
PE,ADAM9,0.5977875,0.0528125,enriched candidate,HeLa
PE,TAPBP,1.0205991,0.0063619,enriched hit,HeLa
PE,BZW2,-0.3594154,0.3150239,no hit,HeLa
PE,DDOST,0.8253849,0.0351435,enriched candidate,HeLa
PE,EPB41L2,0.9189382,0.1361664,no hit,HeLa
PE,SUCLG2,1.2854421,0.0245393,enriched candidate,HeLa
PE,LRPPRC,1.4431776,0.0162604,enriched candidate,HeLa
PE,G3BP2,-1.7375196,0.0447151,no hit,HeLa
PE,RPN1,1.2928639,0.0335417,enriched candidate,HeLa
PE,RAB8A,0.3123164,0.1861486,no hit,HeLa
PE,C17orf75,-0.4159497,0.1015336,no hit,HeLa
PE,HNRNPA2B1,-0.4120945,0.2188629,no hit,HeLa
PE,CAPZB,-0.2896496,0.3155881,no hit,HeLa
PE,HSD17B10,0.9512938,0.0297473,enriched candidate,HeLa
PE,FLOT2,0.7804755,0.0992654,no hit,HeLa
PE,VDAC2,0.7611357,0.0897448,no hit,HeLa
PE,SLIRP,1.490946,0.0085609,enriched hit,HeLa
PE,ANXA3,-0.833847,0.0447137,no hit,HeLa
PE,STT3A,1.0951797,0.0080497,enriched hit,HeLa
PE,COX5A,1.0359832,0.027985,enriched candidate,HeLa
PE,CD320,0.5271437,0.0218707,no hit,HeLa
PE,EIF4A1,-1.492122,0.0422135,no hit,HeLa
PE,HSPA5,1.0473646,0.044453,enriched candidate,HeLa
PE,ARL15,0.4453741,0.1151489,no hit,HeLa
PE,FAM234A,0.1647107,0.604106,no hit,HeLa
PE,SGTA,-1.094996,0.0233942,no hit,HeLa
PE,ACTR3,0.7582484,0.1181581,no hit,HeLa
PE,GPX8,0.8794929,0.097955,no hit,HeLa
PE,NSDHL,0.9967437,0.0211687,enriched candidate,HeLa
PE,SAE1,-0.9734499,0.0420202,no hit,HeLa
PE,TPI1,-1.3146029,0.0324097,no hit,HeLa
PE,GNB2,1.1148611,0.0798367,no hit,HeLa
PE,PHB,1.5166908,0.0315096,enriched candidate,HeLa
PE,ALDOC,-0.3477376,0.2629377,no hit,HeLa
PE,DNPH1,-0.8279897,0.0330101,no hit,HeLa
PE,BSG,0.5553078,0.2827719,no hit,HeLa
PE,NUDT21,0.4548815,0.0391836,no hit,HeLa
PE,CNOT1,-1.1739267,0.0829808,no hit,HeLa
PE,EZR,0.9549854,0.2428373,no hit,HeLa
PE,RPS12,-0.8568059,0.021143,no hit,HeLa
PE,ERP29,1.0042259,0.0859217,no hit,HeLa
PE,RHOA,0.1425033,0.5409533,no hit,HeLa
PE,FLOT1,0.7289149,0.1448243,no hit,HeLa
PE,KDELC2,0.50897,0.1262608,no hit,HeLa
PE,GCN1,-1.3456809,0.0604547,no hit,HeLa
PE,STX6,-0.5070005,0.0466926,no hit,HeLa
PE,GSS,-0.7431179,0.0705628,no hit,HeLa
PE,RPS10,-1.6051252,0.0265737,no hit,HeLa
PE,CPM,0.6217837,0.1388656,no hit,HeLa
PE,NAA15,-1.2229087,0.1184855,no hit,HeLa
PE,SBDS,-0.9443653,0.0514816,no hit,HeLa
PE,DKFZp566H1924|NPTN,0.6960397,0.2086499,no hit,HeLa
PE,CNP,0.9573946,0.2052775,no hit,HeLa
PE,PLOD3,0.7502766,0.128765,no hit,HeLa
PE,SYNGR2,-0.7269089,0.081305,no hit,HeLa
PE,TUBB,-0.768917,0.0802265,no hit,HeLa
PE,HSPD1,1.912191,0.0056146,enriched hit,HeLa
PE,TPP2,0.9129634,0.1146645,no hit,HeLa
PE,PSME2,-0.7246149,0.1284819,no hit,HeLa
PE,TMEM43,0.6961019,0.0082253,enriched candidate,HeLa
PE,FOLR1,0.5161595,0.2926925,no hit,HeLa
PE,MDH1,-0.7207143,0.0593683,no hit,HeLa
PE,PMPCB,1.0407801,0.0340044,enriched candidate,HeLa
PE,COLGALT1,0.9915497,0.0972406,no hit,HeLa
PE,ARPC3,0.3898731,0.141171,no hit,HeLa
PE,ATP5H,1.3281275,0.0266435,enriched candidate,HeLa
PE,LGALS1,0.377091,0.2036356,no hit,HeLa
PE,RTN4RL2,0.1716733,0.585125,no hit,HeLa
PE,CAPZA2,-0.2204797,0.31965,no hit,HeLa
PE,TPM3|DKFZp686J1372,0.7849955,0.090711,no hit,HeLa
PE,FAM120A,-1.000394,0.044513,no hit,HeLa
PE,ATP11C,0.3856727,0.1110997,no hit,HeLa
PE,CNPY3,0.3995845,0.2033025,no hit,HeLa
PE,PSME1,-1.0987392,0.0742297,no hit,HeLa
PE,EIF5B,-1.4702232,0.0435545,no hit,HeLa
PE,DSTN,0.4583294,0.1316024,no hit,HeLa
PE,ATP5B,0.9215067,0.0584757,enriched candidate,HeLa
PE,TXNL1,-0.843984,0.043459,no hit,HeLa
PE,PRDX2,-1.1430588,0.0552915,no hit,HeLa
PE,HSPA13,0.6785729,0.0345871,enriched candidate,HeLa
PE,SERPINH1,1.1811706,0.0972135,no hit,HeLa
PE,AHCY,-0.1397386,0.6032224,no hit,HeLa
PE,WDR61,-0.8538863,0.0390773,no hit,HeLa
PE,DYNC1H1,-1.1785718,0.1095142,no hit,HeLa
PE,PHB2,1.5160953,0.056563,enriched candidate,HeLa
PE,CAT,0.9047239,0.0367822,enriched candidate,HeLa
PE,EIF3K,-0.8200624,0.0053934,no hit,HeLa
PE,PRKAR2A,-0.4239554,0.0383458,no hit,HeLa
PE,RPL38,-1.1037475,0.2805586,no hit,HeLa
PE,ACSL4,0.7330185,0.2862276,no hit,HeLa
PE,NPR3,0.4070312,0.1530885,no hit,HeLa
PE,HLA-C,0.1795401,0.5075474,no hit,HeLa
PE,LARP4,-1.3631832,0.0413741,no hit,HeLa
PE,XPO1,-0.1528032,0.6715277,no hit,HeLa
PE,PRMT1,-0.7798299,0.0186331,no hit,HeLa
PE,ITGA3,0.3885013,0.2765854,no hit,HeLa
PE,RACGAP1,1.0570651,0.2622452,no hit,HeLa
PE,RPLP1,-0.9099714,0.0910683,no hit,HeLa
PE,MYO1B,1.1413346,0.1645073,no hit,HeLa
PE,SLC35B2,-0.2921223,0.3656743,no hit,HeLa
PE,HSPA8,-0.2270991,0.4140493,no hit,HeLa
PE,PSMA2,-0.2878853,0.2871562,no hit,HeLa
PE,AP2A1,0.2973237,0.3748292,no hit,HeLa
PE,TOR1AIP2,0.3163467,0.3207269,no hit,HeLa
PE,ACTN1,1.1353098,0.116355,no hit,HeLa
PE,PGRMC1,0.5333885,0.129705,no hit,HeLa
PE,ACTN4,1.3633746,0.1453544,no hit,HeLa
PE,PABPC4,-1.1678814,0.036456,no hit,HeLa
PE,G3BP1,-1.525069,0.043159,no hit,HeLa
PE,ADRM1,-0.7601194,0.0944389,no hit,HeLa
PE,P4HA1,0.7315302,0.0614149,enriched candidate,HeLa
PE,CMPK1,-0.7324657,0.0659533,no hit,HeLa
PE,HPRT1,-0.5934223,0.2702627,no hit,HeLa
PE,GRB2,-0.6632522,0.1304002,no hit,HeLa
PE,SLC6A9,0.0430949,0.8732198,no hit,HeLa
PE,NASP,-0.8833073,0.043124,no hit,HeLa
PE,ECHS1,1.2456994,0.0336037,enriched candidate,HeLa
PE,FDFT1,0.906592,0.0390194,enriched candidate,HeLa
PE,CRELD1,0.1745879,0.5085792,no hit,HeLa
PE,PTPRF,0.8001789,0.1920595,no hit,HeLa
PE,SLC2A1,0.2777946,0.3451433,no hit,HeLa
PE,EIF4A3,-0.9888043,0.093762,no hit,HeLa
PE,MYO1C,1.3361376,0.1725278,no hit,HeLa
PE,MGST1,0.9786733,0.0832118,no hit,HeLa
PE,TXLNG,-1.411581,0.041856,no hit,HeLa
PE,GORASP2,0.0462007,0.9153207,no hit,HeLa
PE,7-Sep,-1.51991,0.1242262,no hit,HeLa
PE,ASPH,1.2596332,0.0917313,no hit,HeLa
PE,GDPD3,0.3725936,0.2131561,no hit,HeLa
PE,SNTB2,0.7260393,0.1004546,no hit,HeLa
PE,HPCAL1,-0.6338699,0.1814264,no hit,HeLa
PE,CLPTM1,0.6133579,0.0664599,enriched candidate,HeLa
PE,2-Sep,-1.0904602,0.1292285,no hit,HeLa
PE,DNAJB11,0.9897602,0.1752513,no hit,HeLa
PE,TMEM259,0.5374831,0.1468733,no hit,HeLa
PE,CD276,0.2672407,0.2951536,no hit,HeLa
PE,ITGA1,0.7095578,0.2342999,no hit,HeLa
PE,CKAP4,1.3524718,0.1138606,no hit,HeLa
PE,ALDOA,-0.6252609,0.0996045,no hit,HeLa
PE,VASN,0.2133211,0.5015023,no hit,HeLa
PE,TXLNA,-1.3905142,0.037387,no hit,HeLa
PE,LGALS3,0.2921546,0.2572663,no hit,HeLa
PE,ECI2,1.156379,0.0693628,enriched candidate,HeLa
PE,AUP1,0.9183123,0.1487121,no hit,HeLa
PE,KIF23,1.1455282,0.3094339,no hit,HeLa
PE,DDX39B,-0.0884175,0.8083495,no hit,HeLa
PE,ARPC2,0.942093,0.1792502,no hit,HeLa
PE,PSMB4,-0.3543919,0.3153738,no hit,HeLa
PE,FKBP10,0.6133966,0.1132303,no hit,HeLa
PE,MBOAT7,0.9957172,0.0492205,enriched candidate,HeLa
PE,CLPP,0.7479977,0.0698576,enriched candidate,HeLa
PE,LIMA1,0.9203629,0.1512981,no hit,HeLa
PE,PODXL2,0.365509,0.2509176,no hit,HeLa
PE,TKT,-0.4913761,0.1163288,no hit,HeLa
PE,DDX6,-1.1429265,0.1183436,no hit,HeLa
PE,HMGB1,-1.0217888,0.1191183,no hit,HeLa
PE,ATP2A2,0.9832882,0.034379,enriched candidate,HeLa
PE,RSU1,-0.4237555,0.338593,no hit,HeLa
PE,S100A16,-0.8653984,0.0151367,no hit,HeLa
PE,CCDC47,1.2682447,0.1156282,no hit,HeLa
PE,HADHA,0.9638485,0.0214936,enriched candidate,HeLa
PE,MTHFD1,-1.2043627,0.1548941,no hit,HeLa
PE,PSMA7,-0.0195521,0.9301211,no hit,HeLa
PE,ITGB1,0.6285449,0.224289,no hit,HeLa
PE,CAP1,-0.3160625,0.4256011,no hit,HeLa
PE,ATP6AP2,0.4762395,0.2295416,no hit,HeLa
PE,NRAS,-0.6062246,0.0556734,no hit,HeLa
PE,ABCF2,-1.2729247,0.0855027,no hit,HeLa
PE,SLC22A18,0.6506782,0.1363421,no hit,HeLa
PE,MYO1E,1.0311746,0.2510173,no hit,HeLa
PE,PGRMC2,0.4461151,0.3235609,no hit,HeLa
PE,CD109,0.2843424,0.5255844,no hit,HeLa
PE,PABPC1,-1.2853266,0.0613787,no hit,HeLa
PE,COMT,0.5558602,0.0986723,no hit,HeLa
PE,SACM1L,0.8889034,0.1378444,no hit,HeLa
PE,GARS,-0.617841,0.2063277,no hit,HeLa
PE,REEP6,-0.5485894,0.1200405,no hit,HeLa
PE,CSPG4,0.2071553,0.4818129,no hit,HeLa
PE,RPL18A,-1.0647002,0.1377294,no hit,HeLa
PE,WLS,0.6001163,0.0544451,enriched candidate,HeLa
PE,HNRNPA1,-0.0891362,0.8858464,no hit,HeLa
PE,CXADR,0.180373,0.5344966,no hit,HeLa
PE,TMX3,0.4835278,0.164626,no hit,HeLa
PE,SCAMP1,-0.5459533,0.0759383,no hit,HeLa
PE,EIF1AY|EIF1AX,-1.1709613,0.1540957,no hit,HeLa
PE,TAP1,1.0862074,0.0226909,enriched candidate,HeLa
PE,RBMX,0.0391064,0.9453388,no hit,HeLa
PE,CLTC,-0.9168297,0.0980671,no hit,HeLa
PE,TM9SF4,-0.381575,0.2440042,no hit,HeLa
PE,FXR1,-1.0024651,0.1764772,no hit,HeLa
PE,ERH,-0.0124216,0.9798265,no hit,HeLa
PE,ANXA4,-1.0457973,0.0069116,no hit,HeLa
PE,VAMP3,-0.525288,0.1126949,no hit,HeLa
PE,LDLR,-0.4455738,0.1933577,no hit,HeLa
PE,10-Sep,-1.053354,0.1585877,no hit,HeLa
PE,PODXL,0.4962518,0.2180638,no hit,HeLa
PE,CFL1,0.6947909,0.0526751,enriched candidate,HeLa
PE,GEMIN5,-1.1881832,0.1665755,no hit,HeLa
PE,CNPY2|F8W031,0.6623748,0.246877,no hit,HeLa
PE,VIM,0.2748573,0.6885019,no hit,HeLa
PE,RPS25,-1.4913347,0.1311902,no hit,HeLa
PE,SLC44A1,0.319194,0.5133502,no hit,HeLa
PE,TM9SF3,-0.2820623,0.4858499,no hit,HeLa
PE,VDAC1,0.6999095,0.1308736,no hit,HeLa
PE,METAP2,-1.7239209,0.1200882,no hit,HeLa
PE,AP2M1,0.4596463,0.4580464,no hit,HeLa
PE,NCEH1,0.4323896,0.2363231,no hit,HeLa
PE,GPRC5A,0.7300156,0.1843865,no hit,HeLa
PE,SCAMP2,-0.7141227,0.0425531,no hit,HeLa
PE,APMAP,0.48466360000000003,0.2781128,no hit,HeLa
PE,GPD2,1.3088019,0.0558469,enriched candidate,HeLa
PE,RPS7,-1.1847248,0.1367301,no hit,HeLa
PE,PSMB1,-0.1190548,0.7414412,no hit,HeLa
PE,SLC16A1,0.1246826,0.5865823,no hit,HeLa
PE,P4HB,0.5141162,0.3063375,no hit,HeLa
PE,ANXA2,0.0315289,0.8838129,no hit,HeLa
PE,FARSB,-0.9754518,0.1081376,no hit,HeLa
PE,RAB27B,0.2493259,0.4934005,no hit,HeLa
PE,VAPA,0.9139444,0.0655578,enriched candidate,HeLa
PE,RAB1B,-0.4802344,0.1950401,no hit,HeLa
PE,9-Sep,-1.1495393,0.229899,no hit,HeLa
PE,DEGS1,0.5725459,0.0779586,no hit,HeLa
PE,DLG1,0.4981249,0.0638309,no hit,HeLa
PE,ZMPSTE24,0.7210685,0.1179194,no hit,HeLa
PE,RABAC1,-0.4863726,0.2378858,no hit,HeLa
PE,CSDE1,-1.3081679,0.1288399,no hit,HeLa
PE,SCD,0.8347019,0.0498486,enriched candidate,HeLa
PE,SLC5A6,-0.5117102,0.0480789,no hit,HeLa
PE,HDGF,-0.7799302,0.0447058,no hit,HeLa
PE,FAU,-1.5092772,0.2107272,no hit,HeLa
PE,S100A13,-0.9305155,0.0865794,no hit,HeLa
PE,RPL5,-1.1747547,0.0920863,no hit,HeLa
PE,PLD3,0.3640653,0.2023372,no hit,HeLa
PE,TPM4,0.5770425,0.1861186,no hit,HeLa
PE,RPS14,-1.1634865,0.1159482,no hit,HeLa
PE,STT3B,1.3664882,0.2861883,no hit,HeLa
PE,FUBP1,-0.6758808,0.0695858,no hit,HeLa
PE,SFPQ,-0.0471734,0.9244352,no hit,HeLa
PE,ESYT1,0.9129691,0.1898051,no hit,HeLa
PE,M6PR,-0.6549505,0.199845,no hit,HeLa
PE,FLVCR1,0.0821283,0.7919818,no hit,HeLa
PE,RUVBL2,-0.7702881,0.1830327,no hit,HeLa
PE,CORO1C,0.6345545,0.2864592,no hit,HeLa
PE,RPL14,-1.3067001,0.2080305,no hit,HeLa
PE,TMEM165,-0.4595446,0.2858887,no hit,HeLa
PE,NCL,0.7250099,0.0642066,enriched candidate,HeLa
PE,IKBIP,1.1417357,0.1589767,no hit,HeLa
PE,EIF2A,-1.0084641,0.1378801,no hit,HeLa
PE,SEC61B,0.2599649,0.4163027,no hit,HeLa
PE,PSMA3,-0.5553528,0.1837614,no hit,HeLa
PE,CYB5R3,0.7990912,0.0887368,no hit,HeLa
PE,AK2,0.9504375,0.0817618,no hit,HeLa
PE,RPL24,-1.3019531,0.1786114,no hit,HeLa
PE,RPL36A|RPL36A-HNRNPH2,-1.3371821,0.1517261,no hit,HeLa
PE,ARPC4-TTLL3|ARPC4,0.4158419,0.2514127,no hit,HeLa
PE,DDX3X,-1.0153922,0.1873957,no hit,HeLa
PE,HLA-A,0.0103419,0.9665554,no hit,HeLa
PE,TMX2,0.9467155,0.0120021,enriched candidate,HeLa
PE,STX10,-0.485636,0.1910114,no hit,HeLa
PE,CALR,0.5172317,0.1406136,no hit,HeLa
PE,PPP3CA,-0.399238,0.1203675,no hit,HeLa
PE,EIF3G,-1.2972172,0.1418085,no hit,HeLa
PE,RPLP0,-1.0651957,0.1407894,no hit,HeLa
PE,SLC7A2,-0.3995457,0.1903705,no hit,HeLa
PE,SLC31A1,-0.0560104,0.8542247,no hit,HeLa
PE,RPS8,-1.1752908,0.2083535,no hit,HeLa
PE,TMED5,-0.143135,0.7596693,no hit,HeLa
PE,RPL35,-1.1620853,0.2315781,no hit,HeLa
PE,SCP2,1.0237617,0.0664381,enriched candidate,HeLa
PE,E9PAM4|PI4K2A,-0.4878897,0.1555436,no hit,HeLa
PE,RPL11,-1.1890316,0.1985455,no hit,HeLa
PE,RPL15,-0.9475853,0.269608,no hit,HeLa
PE,TSPAN4,0.2973885,0.6597311,no hit,HeLa
PE,RPS20,-1.3810225,0.1502141,no hit,HeLa
PE,TECR,0.8234753,0.3136913,no hit,HeLa
PE,NAPA,-0.3380945,0.2368901,no hit,HeLa
PE,KDSR,0.4978699,0.202922,no hit,HeLa
PE,ITGA2,0.2802604,0.605316,no hit,HeLa
PE,XRCC5,-0.7128302,0.2731589,no hit,HeLa
PE,SYNCRIP,-0.8579058,0.1902191,no hit,HeLa
PE,SURF4,-0.2397919,0.4631764,no hit,HeLa
PE,SYPL1,-0.3614096,0.5440042,no hit,HeLa
PE,FKBP9,0.3653033,0.3873045,no hit,HeLa
PE,RPL7,-1.2803383,0.153799,no hit,HeLa
PE,MICA,0.3609124,0.3421447,no hit,HeLa
PE,RPL36,-1.168422,0.24222,no hit,HeLa
PE,RPS3A,-1.0960594,0.1851519,no hit,HeLa
PE,CYB5B,0.6710972,0.2832957,no hit,HeLa
PE,RHEB,0.2394298,0.2972043,no hit,HeLa
PE,SEC61A1,0.6914496,0.0454093,enriched candidate,HeLa
PE,PDIA4,0.8142042,0.2594935,no hit,HeLa
PE,P4HA2,0.5944729,0.2078787,no hit,HeLa
PE,PSMA4,-0.0015543,0.9953458,no hit,HeLa
PE,UQCRB,1.1612093000000001,0.165125,no hit,HeLa
PE,RPL23A,-1.0143976,0.2456676,no hit,HeLa
PE,RPS17,-1.4228098,0.1586376,no hit,HeLa
PE,RPS3,-1.1823833,0.1802986,no hit,HeLa
PE,PLEC,0.1088815,0.8654216,no hit,HeLa
PE,LGALS3BP,0.5519703,0.0677993,no hit,HeLa
PE,EEF2,-0.9191843,0.2021019,no hit,HeLa
PE,RAB1A,-0.3929116,0.1693721,no hit,HeLa
PE,RPS11,-1.2214507,0.1533688,no hit,HeLa
PE,RPS2,-1.2056922,0.2008708,no hit,HeLa
PE,TMEM33,0.7626371,0.0238227,enriched candidate,HeLa
PE,RPL13,-1.1379202,0.2368046,no hit,HeLa
PE,RPL22,-1.3428734,0.1455192,no hit,HeLa
PE,CLCC1,0.6428979,0.1006723,no hit,HeLa
PE,RPS9,-1.3552671,0.1552954,no hit,HeLa
PE,RPS24,-1.2758859,0.20351,no hit,HeLa
PE,RPL34,-1.198869,0.2723436,no hit,HeLa
PE,EIF3F,-0.83563,0.070114,no hit,HeLa
PE,MATR3,-0.3518068,0.4349733,no hit,HeLa
PE,NIT2,-0.1309036,0.648931,no hit,HeLa
PE,S100A10,0.2487605,0.4588628,no hit,HeLa
PE,HTATIP2,0.4114694,0.4687401,no hit,HeLa
PE,FAM3C,-0.3495352,0.2411073,no hit,HeLa
PE,LRRC59,1.7379222,0.1715984,no hit,HeLa
PE,REEP5,-0.3321109,0.4616551,no hit,HeLa
PE,RPL28,-1.0767428000000001,0.2287,no hit,HeLa
PE,RPL7A,-1.0601064,0.2420791,no hit,HeLa
PE,RPL26,-1.2629444,0.2059466,no hit,HeLa
PE,RPL29,-1.174668,0.3054071,no hit,HeLa
PE,IGF2BP3,-0.9819136,0.1928785,no hit,HeLa
PE,TXNDC12,0.5234791,0.1660708,no hit,HeLa
PE,AP2B1,0.2643168,0.4188954,no hit,HeLa
PE,RPS13,-1.2016797,0.1716846,no hit,HeLa
PE,CDC42,0.0214432,0.9404895,no hit,HeLa
PE,SLC2A3,0.2428679,0.5956313,no hit,HeLa
PE,DARS,0.3120175,0.5728485,no hit,HeLa
PE,MPZL1,0.3173118,0.4945634,no hit,HeLa
PE,GLG1,-0.1132116,0.7330449,no hit,HeLa
PE,RPL13A,-1.1281656,0.2424523,no hit,HeLa
PE,HDLBP,-0.8107209,0.1919928,no hit,HeLa
PE,RPL19,-1.1177523,0.1776871,no hit,HeLa
PE,RPL8,-1.3424516,0.2279142,no hit,HeLa
PE,HM13,0.509327,0.2679455,no hit,HeLa
PE,CPNE3,-0.3214158,0.2627167,no hit,HeLa
PE,RPS18,-1.1811845,0.1569838,no hit,HeLa
PE,VKORC1L1,0.3562727,0.4147544,no hit,HeLa
PE,RPL10A,-1.0748685,0.2419216,no hit,HeLa
PE,SCARB1,0.2606525,0.4189073,no hit,HeLa
PE,SCRIB,0.2165163,0.4533172,no hit,HeLa
PE,RPL21,-1.0599002,0.2507942,no hit,HeLa
PE,FLNB,0.6712528,0.1809192,no hit,HeLa
PE,RPLP2,-1.1430867,0.1048435,no hit,HeLa
PE,RCC2,-0.9090149,0.2648305,no hit,HeLa
PE,FLNA,0.8370706,0.3385726,no hit,HeLa
PE,RPL27,-0.9817767,0.2939087,no hit,HeLa
PE,ENG,0.2120423,0.4992127,no hit,HeLa
PE,RANGAP1,0.1640025,0.6205792,no hit,HeLa
PE,RPL17|RPL17-C18orf32,-0.9930729,0.2761759,no hit,HeLa
PE,RPS4X,-0.9780111,0.2317113,no hit,HeLa
PE,SQSTM1,0.5998086,0.3607753,no hit,HeLa
PE,RPS6,-1.1310338,0.2081219,no hit,HeLa
PE,CD151,0.1048861,0.8182084,no hit,HeLa
PE,RPL3,-0.950559,0.2608037,no hit,HeLa
PE,GAA,-0.0226581,0.9345054,no hit,HeLa
PE,STX7,-0.3327488,0.2780365,no hit,HeLa
PE,VAPB,0.4803762,0.1031251,no hit,HeLa
PE,RPS23,-1.2703006,0.1559076,no hit,HeLa
PE,TBL2,1.0830149,0.2090324,no hit,HeLa
PE,PSMB6,-0.5897653,0.2098741,no hit,HeLa
PE,RPL4,-1.0077362,0.2767951,no hit,HeLa
PE,ATP6AP1,0.481467,0.3012787,no hit,HeLa
PE,GOLPH3,-0.2444842,0.4412116,no hit,HeLa
PE,RPS5,-1.0576074,0.23155,no hit,HeLa
PE,ACLY,-0.763973,0.3103029,no hit,HeLa
PE,VAT1,-0.3899011,0.3100714,no hit,HeLa
PE,DPM3,0.5039774,0.325027,no hit,HeLa
PE,HNRNPL,-0.1985422,0.7263335,no hit,HeLa
PE,ARF3|ARF1,-0.2488867,0.3743768,no hit,HeLa
PE,RPL23,-1.2370109,0.2356275,no hit,HeLa
PE,RPS16,-1.133948,0.2082472,no hit,HeLa
PE,RPS27A,-1.1415464,0.2006963,no hit,HeLa
PE,RPL30,-1.0763097,0.2384601,no hit,HeLa
PE,RPS19,-1.3013651,0.1259548,no hit,HeLa
PE,TMED10,-0.4499838,0.2848884,no hit,HeLa
PE,CYFIP1,0.6194631,0.4501244,no hit,HeLa
PE,RHOB,0.0250409,0.927847,no hit,HeLa
PE,RPL6,-1.0933862,0.2281481,no hit,HeLa
