gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
EIF4G1,Q04637,Eukaryotic translation initiation factor 4 gamma 1,PE,membrane,-1.139045237,23.52716923,4.36e-5,no hit
YWHAZ,P63104,14-3-3 protein zeta/delta,PE,membrane,-1.126255903,23.51103207,4.93e-5,no hit
SEC31A,O94979,Protein transport protein Sec31A,PE,membrane,-1.232947161,23.25025423,5e-5,no hit
UBAP2L,Q14157,Ubiquitin-associated protein 2-like,PE,membrane,-1.696251313,21.641581,5.42e-5,no hit
SEC13,P55735,Protein SEC13 homolog,PE,membrane,-1.271832629,22.27813723,5.84e-5,no hit
NAA20,P61599,N-alpha-acetyltransferase 20,PE,membrane,-0.750322554,17.72029078,6.39e-5,no hit
BZW1,Q7L1Q6,eIF5-mimic protein 2,PE,membrane,-1.122334194,23.75805658,1.01384e-4,no hit
ATXN10,Q9UBB4,Ataxin-10,PE,membrane,-0.853979788,21.15965809,1.34437e-4,no hit
EDC4,Q6P2E9,Enhancer of mRNA-decapping protein 4,PE,membrane,-0.719451387,20.39535036,1.35276e-4,no hit
PCBP2,Q15366,Poly(rC)-binding protein 2,PE,membrane,-1.362337669,21.336559,1.35653e-4,no hit
APRT,P07741,Adenine phosphoribosyltransferase,PE,membrane,-1.087786333,20.93893507,1.42492e-4,no hit
ATXN2L,Q8WWM7,Ataxin-2-like protein,PE,membrane,-1.021947889,19.79145654,1.678e-4,no hit
SYAP1,Q96A49,Synapse-associated protein 1,PE,membrane,-1.230792412,21.0192683,2.37276e-4,no hit
PRRC1,Q96M27,Protein PRRC1,PE,membrane,-0.896430586,22.56171243,3.17242e-4,no hit
NAA50,Q9GZZ1,N-alpha-acetyltransferase 50,PE,membrane,-1.187386895,19.91226021,3.36841e-4,no hit
GOT1,P17174,"Aspartate aminotransferase, cytoplasmic",PE,membrane,-0.908895461,20.04886898,3.55728e-4,no hit
EEF1B2,P24534,Elongation factor 1-beta,PE,membrane,-1.405378254,21.11263304,3.57035e-4,no hit
TRAPPC4,Q9Y296,Trafficking protein particle complex subunit 4,PE,membrane,-0.609668349,18.08554512,4.23307e-4,no hit
TAGLN2,P37802,Transgelin-2,PE,membrane,-0.95255952,23.33101245,4.32496e-4,no hit
HARS1,P12081,"Histidine--tRNA ligase, cytoplasmic",PE,membrane,-0.750504544,20.25764362,4.33957e-4,no hit
PGP,A6NDG6,Glycerol-3-phosphate phosphatase,PE,membrane,-0.826878806,19.69364046,4.67121e-4,no hit
PPIA,P62937,Peptidyl-prolyl cis-trans isomerase A,PE,membrane,-0.937344255,23.62141094,4.75863e-4,no hit
SRI,P30626,Sorcin,PE,membrane,-1.036840318,20.38516031,4.94419e-4,no hit
EIF4B,P23588,Eukaryotic translation initiation factor 4B,PE,membrane,-1.418046098,19.45242267,5.15439e-4,no hit
PRRC2A,P48634,Protein PRRC2A,PE,membrane,-1.267811707,17.47888291,5.39848e-4,no hit
TSN,Q15631,Translin,PE,membrane,-0.797611616,20.1827488,5.8214e-4,no hit
S100A4,P26447,Protein S100-A4,PE,membrane,-1.399470596,22.27767875,7.10192e-4,no hit
PUM1,Q14671,Pumilio homolog 1,PE,membrane,-1.283956036,18.32320807,7.31829e-4,no hit
HSPB1,P04792,Heat shock protein beta-1,PE,membrane,-0.972128276,22.81187775,7.43792e-4,no hit
CD320,Q9NPF0,CD320 antigen,PE,membrane,0.534451562,19.77089438,7.5371e-4,no hit
UBAP2,Q5T6F2,Ubiquitin-associated protein 2,PE,membrane,-1.353172586,18.69385209,7.74804e-4,no hit
EIF2B1,Q14232,Translation initiation factor eIF-2B subunit alpha,PE,membrane,-0.791908491,20.28680217,8.82398e-4,no hit
SLC5A6,Q9Y289,Sodium-dependent multivitamin transporter,PE,membrane,-0.537459327,19.69814819,9.05399e-4,no hit
PGLS,O95336,6-phosphogluconolactonase,PE,membrane,-0.932794206,19.62917519,9.23033e-4,no hit
GSTO1,P78417,Glutathione S-transferase omega-1,PE,membrane,-0.919333454,20.17533047,9.29028e-4,no hit
SPG21,Q9NZD8,Maspardin,PE,membrane,-0.597078494,19.82407398,9.34592e-4,no hit
PSMA5,P28066,Proteasome subunit alpha type-5,PE,membrane,-0.794284822,19.71837902,9.45593e-4,no hit
EIF4G2,P78344,Eukaryotic translation initiation factor 4 gamma 2,PE,membrane,-0.989902797,21.95091875,0.001058862,no hit
S100A11,P31949,Protein S100-A11,PE,membrane,-1.573725596,21.48856321,0.001060458,no hit
SERPINB6,P35237,Serpin B6,PE,membrane,-0.821433405,21.26810887,0.001110958,no hit
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein,PE,membrane,-0.627062678,23.36282173,0.00111384,no hit
ANXA5,P08758,Annexin A5,PE,membrane,-1.145977643,22.66858186,0.001186467,no hit
YWHAB,P31946,14-3-3 protein beta/alpha,PE,membrane,-1.088822075,22.77272968,0.001205132,no hit
NARS1,O43776,"Asparagine--tRNA ligase, cytoplasmic",PE,membrane,-0.885447488,20.44526644,0.001226543,no hit
PLIN4,Q96Q06,Perilipin-4,PE,membrane,-0.675022945,20.17934901,0.00125789,no hit
NAPRT,Q6XQN6,Nicotinate phosphoribosyltransferase,PE,membrane,-0.678643073,18.35882471,0.001384865,no hit
YWHAG,P61981,14-3-3 protein gamma,PE,membrane,-0.908209373,22.1471741,0.001448088,no hit
PCNA,P12004,Proliferating cell nuclear antigen,PE,membrane,-1.110169897,23.53245146,0.0015908299999999999,no hit
ARHGDIA,P52565,Rho GDP-dissociation inhibitor 1,PE,membrane,-1.057416783,21.92145152,0.001611708,no hit
FAM114A1,Q8IWE2,Protein NOXP20,PE,membrane,-1.088975878,19.69671918,0.001613032,no hit
YWHAQ,P27348,14-3-3 protein theta,PE,membrane,-1.019214925,21.83803488,0.001705315,no hit
PFN1,P07737,Profilin-1,PE,membrane,-0.723628797,21.94694962,0.001816602,no hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,PE,membrane,-0.757300721,21.69450848,0.001844182,no hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,PE,membrane,-0.976643496,18.37298971,0.001848187,no hit
SEC23B,Q15437,Protein transport protein Sec23B,PE,membrane,-0.859535914,21.31748571,0.001947226,no hit
DDT,P30046,D-dopachrome decarboxylase,PE,membrane,-0.87585198,18.89813436,0.00208841,no hit
SFN,P31947,14-3-3 protein sigma,PE,membrane,-1.193996509,21.34302185,0.002162277,no hit
SCAMP3,O14828,Secretory carrier-associated membrane protein 3,PE,membrane,-0.697449201,22.18862771,0.002171947,no hit
TUBA1C,Q9BQE3,Tubulin alpha-1C chain,PE,membrane,-0.795755266,23.10128637,0.002221446,no hit
LANCL1,O43813,Glutathione S-transferase LANCL1,PE,membrane,0.521721089,20.86614856,0.002225811,no hit
MIF,P14174,Macrophage migration inhibitory factor,PE,membrane,-1.298071102,22.01089929,0.002385806,no hit
FDPS,P14324,Farnesyl pyrophosphate synthase,PE,membrane,-0.948746635,21.80870856,0.002764377,no hit
RABGGTB,P53611,Geranylgeranyl transferase type-2 subunit beta,PE,membrane,-0.904928128,19.31059097,0.002854443,no hit
ABCC1,P33527,Multidrug resistance-associated protein 1,PE,membrane,0.526006627,19.48298313,0.002895363,no hit
NMT1,P30419,Glycylpeptide N-tetradecanoyltransferase 1,PE,membrane,-1.501853909,20.92303535,0.003014611,no hit
PLIN3,O60664,Perilipin-3,PE,membrane,-1.132273777,21.97667336,0.003045085,no hit
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,PE,membrane,-2.028159286,22.69307242,0.003056465,no hit
CMBL,Q96DG6,Carboxymethylenebutenolidase homolog,PE,membrane,-0.812722344,19.06068301,0.003070978,no hit
RAD23B,P54727,UV excision repair protein RAD23 homolog B,PE,membrane,-0.845681319,20.59993797,0.003085827,no hit
ESD,P10768,S-formylglutathione hydrolase,PE,membrane,-0.964996831,19.54061418,0.003157086,no hit
SCAMP2,O15127,Secretory carrier-associated membrane protein 2,PE,membrane,-0.475522378,20.8031318,0.003199136,no hit
CLINT1,Q14677,Clathrin interactor 1,PE,membrane,-1.19602661,21.19387236,0.003226939,no hit
GDI2,P50395,Rab GDP dissociation inhibitor beta,PE,membrane,-0.623203878,22.29925556,0.003280402,no hit
SUMO2,P61956,Small ubiquitin-related modifier 2,PE,membrane,-1.194054788,19.9201128,0.0033931,no hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",PE,membrane,-0.760115616,21.34142772,0.003421019,no hit
RAC1,P63000,Ras-related C3 botulinum toxin substrate 1,PE,membrane,0.567017237,22.6547974,0.003455564,no hit
GNB4,Q9HAV0,Guanine nucleotide-binding protein subunit beta-4,PE,membrane,0.584440173,22.53675064,0.003463522,no hit
TALDO1,P37837,Transaldolase,PE,membrane,-1.312639188,22.64474083,0.003467908,no hit
ANXA7,P20073,Annexin A7,PE,membrane,-1.030974822,21.72079349,0.003530113,no hit
BLVRA,P53004,Biliverdin reductase A,PE,membrane,-0.466398232,19.22073555,0.003620926,no hit
YWHAH,Q04917,14-3-3 protein eta,PE,membrane,-0.836355769,21.80188024,0.003889073,no hit
UGGT1,Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,PE,membrane,0.51805861,19.44349558,0.00391618,no hit
INF2,Q27J81,Inverted formin-2,PE,membrane,0.547480627,17.48118303,0.003986688,no hit
IPO5,O00410,Importin-5,PE,membrane,-0.858644006,23.01788652,0.004018991,no hit
TARS1,P26639,"Threonine--tRNA ligase 1, cytoplasmic",PE,membrane,-0.937018516,22.36958537,0.004152036,no hit
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic",PE,membrane,-0.791565867,18.20492025,0.004330658,no hit
VARS1,P26640,Valine--tRNA ligase,PE,membrane,-0.686136294,19.54827054,0.004380936,no hit
ARF4,P18085,ADP-ribosylation factor 4,PE,membrane,-0.619293633,20.11201889,0.004471801,no hit
UFL1,O94874,E3 UFM1-protein ligase 1,PE,membrane,0.494132246,18.51915177,0.004526766,no hit
RTN4,Q9NQC3,Reticulon-4,PE,membrane,-0.713015461,21.92716584,0.004562392,no hit
AP1B1,Q10567,AP-1 complex subunit beta-1,PE,membrane,-0.626218304,21.59317433,0.004808504,no hit
TNPO1,Q92973,Transportin-1,PE,membrane,-0.805726504,22.89896798,0.004990241,no hit
ANXA4,P09525,Annexin A4,PE,membrane,-0.771082613,20.44480682,0.004998631,no hit
SORT1,Q99523,Sortilin,PE,membrane,-0.519258381,19.23461681,0.005034974,no hit
PGM1,P36871,Phosphoglucomutase-1,PE,membrane,-0.965235594,22.32745613,0.00549993,no hit
EDF1,O60869,Endothelial differentiation-related factor 1,PE,membrane,-1.433994126,19.95785636,0.00555966,no hit
SERPINB5,P36952,Serpin B5,PE,membrane,-1.000891115,21.51436509,0.005739446,no hit
NAA10,P41227,N-alpha-acetyltransferase 10,PE,membrane,-0.934653384,19.48824595,0.005872142,no hit
PRDX6,P30041,Peroxiredoxin-6,PE,membrane,-0.858144575,23.18319082,0.006277673,no hit
PTGR1,Q14914,Prostaglandin reductase 1,PE,membrane,-0.812391895,19.58055068,0.006336457,no hit
PARVA,Q9NVD7,Alpha-parvin,PE,membrane,-0.714844018,20.5903544,0.006405918,no hit
RAB18,Q9NP72,Ras-related protein Rab-18,PE,membrane,-0.449794686,22.11015584,0.00643175,no hit
C17orf75,Q9HAS0,Protein Njmu-R1,PE,membrane,-0.764814923,19.81252809,0.006654327,no hit
RAB23,Q9ULC3,Ras-related protein Rab-23,PE,membrane,0.416709627,20.45124489,0.006741654,no hit
NUTF2,P61970,Nuclear transport factor 2,PE,membrane,-0.734384637,18.28156045,0.006782961,no hit
RNPEP,Q9H4A4,Aminopeptidase B,PE,membrane,-0.731802197,19.62781538,0.007022271,no hit
RPS12,P25398,40S ribosomal protein S12,PE,membrane,-0.863709535,23.04291794,0.007030752,no hit
ANO6,Q4KMQ2,Anoctamin-6,PE,membrane,0.465779257,19.52363217,0.007130782,no hit
PRMT1,Q99873,Protein arginine N-methyltransferase 1,PE,membrane,-0.479829648,19.40461039,0.007270884,no hit
BTF3,P20290,Transcription factor BTF3,PE,membrane,-1.367299726,20.58420146,0.007353926,no hit
AKR1B1,P15121,Aldo-keto reductase family 1 member B1,PE,membrane,-0.754114857,21.47172009,0.007356947,no hit
TXN,P10599,Thioredoxin,PE,membrane,-0.974336415,20.91026001,0.007634283,no hit
NOTCH2,Q04721,Neurogenic locus notch homolog protein 2,PE,membrane,0.584440129,17.86202797,0.007719614,no hit
TYMP,P19971,Thymidine phosphorylase,PE,membrane,-0.466346559,17.66247359,0.007971439,no hit
RNH1,P13489,Ribonuclease inhibitor,PE,membrane,-0.676625067,20.08380736,0.008019907,no hit
IPO7,O95373,Importin-7,PE,membrane,-0.835380915,22.06061616,0.008087311,no hit
ZNF598,Q86UK7,E3 ubiquitin-protein ligase ZNF598,PE,membrane,-0.866908954,19.00173196,0.008124123,no hit
UBE2N,P61088,Ubiquitin-conjugating enzyme E2 N,PE,membrane,-0.642598668,20.0040813,0.008172327,no hit
PPA1,Q15181,Inorganic pyrophosphatase,PE,membrane,-0.971755374,21.94119133,0.008210027,no hit
TNFAIP8,O95379,Tumor necrosis factor alpha-induced protein 8,PE,membrane,0.474030991,19.79887282,0.008232672,no hit
CLTA,P09496,Clathrin light chain A,PE,membrane,-0.772489679,21.23164177,0.008254779,no hit
SH3GLB1,Q9Y371,Endophilin-B1,PE,membrane,-0.651238775,20.73293834,0.008335353,no hit
USP5,P45974,Ubiquitin carboxyl-terminal hydrolase 5,PE,membrane,-0.62486518,19.91192223,0.008652032,no hit
BST2,Q10589,Bone marrow stromal antigen 2,PE,membrane,-0.616230946,21.479096470000002,0.008693078,no hit
MYG1,Q9HB07,MYG1 exonuclease,PE,membrane,-0.630161717,18.30122017,0.008702965,no hit
ADK,P55263,Adenosine kinase,PE,membrane,-0.705216049,18.96157813,0.008824866,no hit
RHOG,P84095,Rho-related GTP-binding protein RhoG,PE,membrane,0.427032434,21.99638949,0.008955222,no hit
S100A16,Q96FQ6,Protein S100-A16,PE,membrane,-0.66354885,20.07290908,0.009193632,no hit
UBE2I,P63279,SUMO-conjugating enzyme UBC9,PE,membrane,-0.39062825,18.8246435,0.009743806,no hit
CNN2,Q99439,Calponin-2,PE,membrane,-0.469835809,19.98097239,0.009901121,no hit
MYL6,P60660,Myosin light polypeptide 6,PE,membrane,0.542607407,20.84307997,0.00994185,no hit
TXLNA,P40222,Alpha-taxilin,PE,membrane,-1.13595784,21.4409782,0.010033362,no hit
PLS3,P13797,Plastin-3,PE,membrane,0.572080117,24.3551843,0.010302821,no hit
RPS28,P62857,40S ribosomal protein S28,PE,membrane,-0.641975056,21.38726571,0.010405014,no hit
DCTN2,Q13561,Dynactin subunit 2,PE,membrane,-0.371489098,19.19673506,0.010449547,no hit
RAB5A,P20339,Ras-related protein Rab-5A,PE,membrane,0.444335756,19.50933805,0.010578634,no hit
HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,PE,membrane,-0.718492064,21.75832163,0.010636012,no hit
NUDT21,O43809,Cleavage and polyadenylation specificity factor subunit 5,PE,membrane,0.405133197,20.27188962,0.01086647,no hit
EIF4A1,P60842,Eukaryotic initiation factor 4A-I,PE,membrane,-1.380851694,23.17611231,0.01107732,no hit
SORD,Q00796,Sorbitol dehydrogenase,PE,membrane,-0.495045187,19.33906031,0.011184219,no hit
APOL2,Q9BQE5,Apolipoprotein L2,PE,membrane,0.440428837,20.61599482,0.011645074,no hit
GIGYF2,Q6Y7W6,GRB10-interacting GYF protein 2,PE,membrane,-1.293630578,18.41127301,0.011690663,no hit
MME,P08473,Neprilysin,PE,membrane,-1.098907479,20.74711492,0.011919466,no hit
KRAS,P01116,GTPase KRas,PE,membrane,0.449513715,20.04929436,0.012019866,no hit
TRIM28,Q13263,Transcription intermediary factor 1-beta,PE,membrane,0.567098497,19.65272123,0.012059892,no hit
IST1,P53990,IST1 homolog,PE,membrane,-0.555626845,20.37967487,0.012150067,no hit
PLXNB2,O15031,Plexin-B2,PE,membrane,0.476340887,24.07284467,0.01340614,no hit
LDHA,P00338,L-lactate dehydrogenase A chain,PE,membrane,-0.899308332,23.20088927,0.013407537,no hit
UBE2K,P61086,Ubiquitin-conjugating enzyme E2 K,PE,membrane,-0.79304030700000006,18.91818303,0.013476763,no hit
LDHB,P07195,L-lactate dehydrogenase B chain,PE,membrane,-0.999202637,23.09270015,0.013523677,no hit
RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,PE,membrane,-0.532683562,20.03560781,0.013536211,no hit
MCTS1,Q9ULC4,Malignant T-cell-amplified sequence 1,PE,membrane,-0.741064695,18.24585903,0.013695167,no hit
PYGB,P11216,"Glycogen phosphorylase, brain form",PE,membrane,-0.748447522,19.98736162,0.013830718,no hit
DPP3,Q9NY33,Dipeptidyl peptidase 3,PE,membrane,-0.624150826,20.72969148,0.013930166,no hit
VPS29,Q9UBQ0,Vacuolar protein sorting-associated protein 29,PE,membrane,-0.512489469,21.15294301,0.014237686,no hit
PSME3,P61289,Proteasome activator complex subunit 3,PE,membrane,-0.535384184,21.13914282,0.014451173,no hit
SELENBP1,Q13228,Methanethiol oxidase,PE,membrane,-0.71378986,19.55702247,0.014697342,no hit
LARP4,Q71RC2,La-related protein 4,PE,membrane,-1.048536125,20.03750905,0.014708312,no hit
CAPG,P40121,Macrophage-capping protein,PE,membrane,-0.671670534,19.62454061,0.014824719,no hit
ARFGAP1,Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1,PE,membrane,-0.441434664,20.22658659,0.01489212,no hit
ACO1,P21399,Cytoplasmic aconitate hydratase,PE,membrane,-0.459611022,20.20769667,0.015012126,no hit
NUDT5,Q9UKK9,ADP-sugar pyrophosphatase,PE,membrane,-0.845211427,20.02956522,0.015019012,no hit
SRM,P19623,Spermidine synthase,PE,membrane,-0.590046378,19.61369812,0.015099919,no hit
BANF1,O75531,Barrier-to-autointegration factor,PE,membrane,-0.369192531,21.34488115,0.015172478,no hit
AP3B1,O00203,AP-3 complex subunit beta-1,PE,membrane,-0.510647653,19.74193684,0.015187782,no hit
PGAM1,P18669,Phosphoglycerate mutase 1,PE,membrane,-0.937835329,22.81494882,0.015233761,no hit
ATP11A,P98196,Phospholipid-transporting ATPase IH,PE,membrane,0.436870011,18.15226865,0.015299921,no hit
USP10,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,PE,membrane,-0.826296967,21.26950171,0.015312668,no hit
YTHDF3,Q7Z739,YTH domain-containing family protein 3,PE,membrane,-0.71777214,19.86481414,0.015493189,no hit
OAT,P04181,"Ornithine aminotransferase, mitochondrial",PE,membrane,0.51266662,17.51521831,0.01568477,no hit
SAR1A,Q9NR31,GTP-binding protein SAR1a,PE,membrane,-0.556603024,21.76423772,0.015798461,no hit
PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PE,membrane,-0.496695532,20.89308121,0.015956039,no hit
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,PE,membrane,-0.868501009,18.71860043,0.015958301,no hit
APEX1,P27695,DNA-(apurinic or apyrimidinic site) endonuclease,PE,membrane,-0.948778568,19.58808486,0.015988308,no hit
EIF3K,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K,PE,membrane,-0.548764688,21.95925266,0.016402537,no hit
BPNT2,Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",PE,membrane,-0.441124177,20.2512306,0.016713897,no hit
USO1,O60763,General vesicular transport factor p115,PE,membrane,-0.357547167,20.08642233,0.017018352,no hit
MMP15,P51511,Matrix metalloproteinase-15,PE,membrane,0.331870106,22.48889099,0.017042517,no hit
DLG1,Q12959,Disks large homolog 1,PE,membrane,0.441044658,19.22909833,0.017060857,no hit
TM9SF2,Q99805,Transmembrane 9 superfamily member 2,PE,membrane,-0.722818345,22.20822205,0.017588955,no hit
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,PE,membrane,-1.068765709,23.44492625,0.017817415,no hit
DHCR24,Q15392,Delta(24)-sterol reductase,PE,membrane,0.583540981,20.09361992,0.017935709,no hit
TPI1,P60174,Triosephosphate isomerase,PE,membrane,-0.966993912,22.83692774,0.017952711,no hit
LARP1,Q6PKG0,La-related protein 1,PE,membrane,-0.910501721,20.15023106,0.018319995,no hit
S100A6,P06703,Protein S100-A6,PE,membrane,-1.4269625,23.4559728,0.018616521,no hit
TMEM43,Q9BTV4,Transmembrane protein 43,PE,membrane,0.440710237,20.32943404,0.019268658,no hit
TPD52,P55327,Tumor protein D52,PE,membrane,-0.76680979,19.03345466,0.019549001,no hit
STX6,O43752,Syntaxin-6,PE,membrane,-0.484730788,19.71565637,0.019749915,no hit
TPD52L2,O43399,Tumor protein D54,PE,membrane,-0.789956538,20.74437037,0.020729898,no hit
SLC12A2,P55011,Solute carrier family 12 member 2,PE,membrane,0.571544434,17.47464022,0.020883323,no hit
FAM114A2,Q9NRY5,Protein FAM114A2,PE,membrane,-0.685482127,19.1867619,0.020959777,no hit
PRKAR2A,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,PE,membrane,-0.321626908,20.45745616,0.021008825,no hit
DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,PE,membrane,-0.628995246,19.09458135,0.021114123,no hit
PRDX1,Q06830,Peroxiredoxin-1,PE,membrane,-0.96521369,25.17696,0.021195438,no hit
AAAS,Q9NRG9,Aladin,PE,membrane,0.528421488,18.08424633,0.021359332,no hit
DNPH1,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,PE,membrane,-0.83214579,19.93988718,0.021638038,no hit
PARK7,Q99497,Parkinson disease protein 7,PE,membrane,-0.762776782,20.95250995,0.021704457,no hit
GLO1,Q04760,Lactoylglutathione lyase,PE,membrane,-0.954616316,20.93949864,0.021863168,no hit
AGL,P35573,Glycogen debranching enzyme,PE,membrane,-0.676338149,22.76184066,0.021920807,no hit
GTF2I,P78347,General transcription factor II-I,PE,membrane,0.552762886,21.01040123,0.022099044,no hit
PTGES3,Q15185,Prostaglandin E synthase 3,PE,membrane,-0.652216337,20.21386776,0.022362404,no hit
EIF5B,O60841,Eukaryotic translation initiation factor 5B,PE,membrane,-1.246761557,21.62652951,0.02316363,no hit
RPS21,P63220,40S ribosomal protein S21,PE,membrane,-0.596201424,21.920261,0.0233809,no hit
SAE1,Q9UBE0,SUMO-activating enzyme subunit 1,PE,membrane,-0.734171344,20.66713569,0.024047288,no hit
G3BP1,Q13283,Ras GTPase-activating protein-binding protein 1,PE,membrane,-1.17791508,22.97181014,0.024272212,no hit
LGALS3BP,Q08380,Galectin-3-binding protein,PE,membrane,0.432690531,20.28507232,0.024482095,no hit
CLU,P10909,Clusterin,PE,membrane,0.447247042,19.03123831,0.024516124,no hit
DSP,P15924,Desmoplakin,PE,membrane,-0.634894101,22.54851272,0.024565867,no hit
TXLNG,Q9NUQ3,Gamma-taxilin,PE,membrane,-0.992672332,20.8834541,0.02467934,no hit
GDA,Q9Y2T3,Guanine deaminase,PE,membrane,-0.552048526,20.50797128,0.025170336,no hit
LYPLA2,O95372,Acyl-protein thioesterase 2,PE,membrane,-0.31935724,19.09721706,0.025444534,no hit
TENM3,Q9P273,Teneurin-3,PE,membrane,0.464970383,17.3745411,0.025490047,no hit
DSTN,P60981,Destrin,PE,membrane,0.473339344,19.68402033,0.025704466,no hit
ADAM10,O14672,Disintegrin and metalloproteinase domain-containing protein 10,PE,membrane,0.427356331,19.5456824,0.026017455,no hit
NAA15,Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",PE,membrane,-1.175780426,22.31434445,0.026229203,no hit
RAN,P62826,GTP-binding nuclear protein Ran,PE,membrane,-0.416079205,21.0146424,0.026499629,no hit
CELF1,Q92879,CUGBP Elav-like family member 1,PE,membrane,-0.391699107,19.80733005,0.027065442,no hit
TFG,Q92734,Protein TFG,PE,membrane,-0.817379536,19.44342118,0.028586338,no hit
RPS10,P46783,40S ribosomal protein S10,PE,membrane,-1.210294913,23.21066573,0.028613708,no hit
NACA,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",PE,membrane,-1.00627918,18.17955363,0.029388401,no hit
TUBB4B,P68371,Tubulin beta-4B chain,PE,membrane,-0.580687231,20.40353784,0.029444783,no hit
CACYBP,Q9HB71,Calcyclin-binding protein,PE,membrane,-0.704950887,20.70782463,0.029912838,no hit
RPS27A,P62979,Ubiquitin-40S ribosomal protein S27a,PE,membrane,-0.496500512,23.26614622,0.030044388000000002,no hit
PEBP1,P30086,Phosphatidylethanolamine-binding protein 1,PE,membrane,-1.168162456,20.05736514,0.030164042,no hit
ARCN1,P48444,Coatomer subunit delta,PE,membrane,-0.628257885,18.36017788,0.030336778,no hit
EIF5A,P63241,Eukaryotic translation initiation factor 5A-1,PE,membrane,-1.093188047,21.756801,0.03046651,no hit
RNF185,Q96GF1,E3 ubiquitin-protein ligase RNF185,PE,membrane,0.556871258,18.40711372,0.030491710000000002,no hit
DDX20,Q9UHI6,Probable ATP-dependent RNA helicase DDX20,PE,membrane,-0.961761161,19.28159217,0.031865587,no hit
GLOD4,Q9HC38,Glyoxalase domain-containing protein 4,PE,membrane,-0.750766626,19.59714794,0.032822243,no hit
ARPC5L,Q9BPX5,Actin-related protein 2/3 complex subunit 5-like protein,PE,membrane,0.477410141,17.77043972,0.033247804,no hit
EIF4A2,Q14240,Eukaryotic initiation factor 4A-II,PE,membrane,-0.605535248,18.68742585,0.033248884,no hit
GCN1,Q92616,eIF-2-alpha kinase activator GCN1,PE,membrane,-0.917058088,22.79070213,0.033302106,no hit
FARSB,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,PE,membrane,-0.890412544,21.11934935,0.033602193,no hit
CDK5RAP3,Q96JB5,CDK5 regulatory subunit-associated protein 3,PE,membrane,0.451299714,19.07877071,0.033916017,no hit
XPO7,Q9UIA9,Exportin-7,PE,membrane,-0.443140561,18.30475657,0.03413045,no hit
G3BP2,Q9UN86,Ras GTPase-activating protein-binding protein 2,PE,membrane,-1.106429453,20.69043659,0.034224902,no hit
HSPA13,P48723,Heat shock 70 kDa protein 13,PE,membrane,0.494709033,20.3096273,0.034741809,no hit
SBDS,Q9Y3A5,Ribosome maturation protein SBDS,PE,membrane,-0.810192409,20.34418956,0.034844311,no hit
CSE1L,P55060,Exportin-2,PE,membrane,-0.642338545,22.87853031,0.035103706,no hit
UBA1,P22314,Ubiquitin-like modifier-activating enzyme 1,PE,membrane,-0.647413103,22.73847742,0.035402926,no hit
ADAM15,Q13444,Disintegrin and metalloproteinase domain-containing protein 15,PE,membrane,0.478313844,19.15025816,0.035745826,no hit
KIRREL1,Q96J84,Kin of IRRE-like protein 1,PE,membrane,0.374881005,17.68296228,0.03591499,no hit
RRAS,P10301,Ras-related protein R-Ras,PE,membrane,0.367911074,21.17849514,0.036195657,no hit
ATL2,Q8NHH9,Atlastin-2,PE,membrane,0.570259466,19.54170123,0.036227018,no hit
BPNT1,O95861,"3'(2'),5'-bisphosphate nucleotidase 1",PE,membrane,-0.405527108,19.15030578,0.036248274,no hit
DNAJC2,Q99543,DnaJ homolog subfamily C member 2,PE,membrane,-0.706346968,19.79152165,0.036575684,no hit
PRDX2,P32119,Peroxiredoxin-2,PE,membrane,-0.968319237,23.12138375,0.03662595,no hit
PFDN5,Q99471,Prefoldin subunit 5,PE,membrane,-0.809608848,18.87687182,0.036639444,no hit
TUBB,P07437,Tubulin beta chain,PE,membrane,-0.522366163,23.48913112,0.036793726,no hit
OTUB1,Q96FW1,Ubiquitin thioesterase OTUB1,PE,membrane,-0.442929406,16.50849374,0.036823458,no hit
