"","...1","gene_name","AveExpr","logFC","pvalue","fdr","hit_annotation","LipidProbe"
"564",564,"9-Sep",22.99157372,-0.165222759,0.282112699,0.563441103,"no hit","8-3 FA"
"565",565,"PRPF8",26.7385816,0.147924864,0.28259244,0.563441103,"no hit","8-3 FA"
"566",566,"CAT",23.70508551,0.274720755,0.282890616,0.563441103,"no hit","8-3 FA"
"567",567,"ABR",25.3666155,0.141894035,0.283606066,0.563441103,"no hit","8-3 FA"
"568",568,"BASP1",23.40128453,-0.204626747,0.283806412,0.563441103,"no hit","8-3 FA"
"569",569,"PSMD1",25.75317892,-0.127135559,0.283966331,0.563441103,"no hit","8-3 FA"
"570",570,"ARMT1",25.17632472,-0.235843136,0.284892021,0.563762741,"no hit","8-3 FA"
"571",571,"MTA1",22.79092848,0.344502239,0.285127126,0.563762741,"no hit","8-3 FA"
"572",572,"SPATA20",23.62632285,0.15045118,0.287106189,0.566448642,"no hit","8-3 FA"
"573",573,"HCFC1",23.97900963,0.173131386,0.288168307,0.566448642,"no hit","8-3 FA"
"574",574,"PSMD5",22.77042924,-0.160520695,0.288604757,0.566448642,"no hit","8-3 FA"
"575",575,"RABGGTB",23.81776904,-0.224830021,0.289475061,0.566448642,"no hit","8-3 FA"
"576",576,"STAT1",22.62535162,-0.235957053,0.28954907,0.566448642,"no hit","8-3 FA"
"577",577,"UBE2N",23.35396739,-0.195693435,0.289678042,0.566448642,"no hit","8-3 FA"
"578",578,"BCAT2",23.08333855,0.19023348,0.289997622,0.566448642,"no hit","8-3 FA"
"579",579,"KPNA1",23.97954735,-0.105843817,0.291376282,0.567490592,"no hit","8-3 FA"
"580",580,"EFL1",22.94856593,-0.221360677,0.291536354,0.567490592,"no hit","8-3 FA"
"581",581,"WDR1",26.4694716,-0.173354854,0.292785031,0.568940274,"no hit","8-3 FA"
"582",582,"RIF1",23.7765935,0.277406868,0.293925882,0.569505773,"no hit","8-3 FA"
"583",583,"DPYSL2",23.12846694,-0.223057366,0.294084912,0.569505773,"no hit","8-3 FA"
"584",584,"GPS1",24.61272857,-0.138812114,0.295454769,0.571178826,"no hit","8-3 FA"
"585",585,"CLPX",22.8553466,0.204026117,0.298650713,0.574695563,"no hit","8-3 FA"
"586",586,"ZFR",24.92568818,0.114805319,0.298774323,0.574695563,"no hit","8-3 FA"
"587",587,"NUP155",25.38385367,0.156490753,0.299012432,0.574695563,"no hit","8-3 FA"
"588",588,"EEF2",27.06923048,-0.317899617,0.299739991,0.574695563,"no hit","8-3 FA"
"589",589,"PFN2",23.33224068,-0.215437546,0.299819032,0.574695563,"no hit","8-3 FA"
"590",590,"VBP1",23.09899978,-0.232250404,0.304055178,0.58182762,"no hit","8-3 FA"
"591",591,"DNAJA2",23.53562904,-0.152314713,0.305274592,0.582452478,"no hit","8-3 FA"
"592",592,"ILF3",25.82822834,0.164811378,0.306087411,0.582452478,"no hit","8-3 FA"
"593",593,"CTSA",24.61293272,0.135623906,0.306235014,0.582452478,"no hit","8-3 FA"
"594",594,"PRMT1",25.65285906,-0.104549354,0.306445325,0.582452478,"no hit","8-3 FA"
"595",595,"NUP93",25.98645597,0.165943967,0.308599162,0.583593298,"no hit","8-3 FA"
"596",596,"THOP1",25.13636765,-0.264357373,0.308850996,0.583593298,"no hit","8-3 FA"
"597",597,"DST",26.71785517,0.175108877,0.308969166,0.583593298,"no hit","8-3 FA"
"598",598,"DBN1",25.37867417,-0.155519697,0.30911319,0.583593298,"no hit","8-3 FA"
"599",599,"CUL4A",23.85422226,0.134062828,0.310756522,0.584286927,"no hit","8-3 FA"
"600",600,"MAT2A",24.48100245,-0.282138644,0.310850991,0.584286927,"no hit","8-3 FA"
"601",601,"DIABLO",23.30022906,0.235284679,0.311033165,0.584286927,"no hit","8-3 FA"
"602",602,"PLOD3",25.0753648,0.127712569,0.311631867,0.584439165,"no hit","8-3 FA"
"603",603,"XRCC6",26.09797586,-0.122460427,0.312632066,0.585015323,"no hit","8-3 FA"
"604",604,"PREP",23.64181648,-0.172453361,0.313274322,0.585015323,"no hit","8-3 FA"
"605",605,"SMARCA5",24.99994986,0.231460729,0.313493596,0.585015323,"no hit","8-3 FA"
"606",606,"ACBD3",24.01219206,-0.140820739,0.315953087,0.587606672,"no hit","8-3 FA"
"607",607,"SEC24C",22.96899715,0.115653349,0.31633971,0.587606672,"no hit","8-3 FA"
"608",608,"HSPE1",24.12183501,0.182215857,0.316443628,0.587606672,"no hit","8-3 FA"
"609",609,"ATP1A1",24.07159383,0.273927159,0.318742037,0.589187618,"no hit","8-3 FA"
"610",610,"CUL5",22.82193016,-0.163747194,0.318748628,0.589187618,"no hit","8-3 FA"
"611",611,"CDK5RAP3",23.92559566,0.185088375,0.318860615,0.589187618,"no hit","8-3 FA"
"612",612,"GDI1",24.07484405,-0.297169709,0.320550654,0.591342627,"no hit","8-3 FA"
"613",613,"AKR1B1",26.83222909,-0.406745929,0.321095086,0.591380673,"no hit","8-3 FA"
"614",614,"RPS3A",24.88124908,-0.145224213,0.321722513,0.5915712,"no hit","8-3 FA"
"615",615,"BZW1",24.37007834,-0.146942932,0.324273005,0.595291419,"no hit","8-3 FA"
"616",616,"DCTN2",23.54712173,-0.142733011,0.324822192,0.595331583,"no hit","8-3 FA"
"617",617,"ANXA4",24.23960885,-0.575671876,0.326642677,0.597038004,"no hit","8-3 FA"
"618",618,"NUCB1",24.65853579,0.16435538,0.326810882,0.597038004,"no hit","8-3 FA"
"619",619,"PGM2",24.46165096,-0.230493569,0.327345955,0.597049407,"no hit","8-3 FA"
"620",620,"CLTC",27.88192871,0.178432467,0.328631976,0.598428227,"no hit","8-3 FA"
"621",621,"PPL",23.41096923,0.155614533,0.3315657,0.601393123,"no hit","8-3 FA"
"622",622,"S100A6",23.50242954,-0.384031069,0.331806307,0.601393123,"no hit","8-3 FA"
"623",623,"INTS1",21.94200578,0.353580927,0.331858207,0.601393123,"no hit","8-3 FA"
"624",624,"PGAM5",23.17085302,0.25777298,0.333003444,0.602501424,"no hit","8-3 FA"
"625",625,"UBR4",23.81804504,-0.132486594,0.333650978,0.602651746,"no hit","8-3 FA"
"626",626,"EIF3I",25.21744746,-0.134481129,0.334414052,0.602651746,"no hit","8-3 FA"
"627",627,"IPO9",25.43866451,-0.113357801,0.334834535,0.602651746,"no hit","8-3 FA"
"628",628,"LARP1",23.11490862,-0.152173564,0.335527081,0.602651746,"no hit","8-3 FA"
"629",629,"UBA6",24.86656139,-0.172030581,0.336130908,0.602651746,"no hit","8-3 FA"
"630",630,"RPL3",24.48897856,-0.147362762,0.336483842,0.602651746,"no hit","8-3 FA"
"631",631,"APLP2",24.5463378,-0.153501385,0.337605647,0.602651746,"no hit","8-3 FA"
"632",632,"LSM8",22.3666213,0.136924743,0.337774294,0.602651746,"no hit","8-3 FA"
"633",633,"ANXA2",27.2126076,0.170722759,0.338377503,0.602651746,"no hit","8-3 FA"
"634",634,"U2SURP",24.14545676,0.178951557,0.338424453,0.602651746,"no hit","8-3 FA"
"635",635,"IGF2BP3",22.22268326,-0.154470271,0.340389204,0.604927124,"no hit","8-3 FA"
"636",636,"MYH10",25.69708666,-0.203895173,0.340870224,0.604927124,"no hit","8-3 FA"
"637",637,"CAPZB",25.88773576,-0.108065793,0.341309635,0.604927124,"no hit","8-3 FA"
"638",638,"COPS6",23.55826282,-0.134229737,0.342298605,0.605506331,"no hit","8-3 FA"
"639",639,"MYO1B",26.20728598,0.197219348,0.342709075,0.605506331,"no hit","8-3 FA"
"640",640,"MCM7",24.49330336,-0.237019102,0.343368171,0.605722915,"no hit","8-3 FA"
"641",641,"AAMP",22.89473562,-0.304690534,0.3450062,0.607663026,"no hit","8-3 FA"
"642",642,"EIF6",23.88413592,-0.14861547,0.347201359,0.608747441,"no hit","8-3 FA"
"643",643,"PRDX2",24.66221049,-0.30601394,0.347202232,0.608747441,"no hit","8-3 FA"
"644",644,"PTER",23.31268176,-0.19577308,0.347575676,0.608747441,"no hit","8-3 FA"
"645",645,"GRB2",24.383088,-0.199741295,0.347778653,0.608747441,"no hit","8-3 FA"
"646",646,"PSPC1",23.79266122,0.09364009,0.35090681,0.613272118,"no hit","8-3 FA"
"647",647,"SCIN",23.54470207,-0.167415023,0.351693053,0.613696224,"no hit","8-3 FA"
"648",648,"DLD",23.26446221,0.144660962,0.353162264,0.614966545,"no hit","8-3 FA"
"649",649,"QARS",23.47110537,-0.134206665,0.353510441,0.614966545,"no hit","8-3 FA"
"650",650,"NUP85",23.62608968,0.164450051,0.355198518,0.616952503,"no hit","8-3 FA"
"651",651,"RPL17|RPL17-C18orf32",24.45026289,-0.146179346,0.357498599,0.619993731,"no hit","8-3 FA"
"652",652,"FTO",23.75604365,-0.242502426,0.359141798,0.621783815,"no hit","8-3 FA"
"653",653,"HMGN1",24.37669304,0.168865793,0.35984885,0.621783815,"no hit","8-3 FA"
"654",654,"SRSF11",22.27050756,-0.269037808,0.360441557,0.621783815,"no hit","8-3 FA"
"655",655,"SYNE2",28.87680856,0.318895253,0.360733746,0.621783815,"no hit","8-3 FA"
"656",656,"TRIP11",26.06077269,0.117691718,0.364948011,0.627807394,"no hit","8-3 FA"
"657",657,"MATR3",26.13665025,0.119604368,0.365340529,0.627807394,"no hit","8-3 FA"
"658",658,"PRPF4",22.89062949,0.239712136,0.366805753,0.629001456,"no hit","8-3 FA"
"659",659,"TXNRD1",25.99941019,-0.1758066,0.367149654,0.629001456,"no hit","8-3 FA"
"660",660,"POLR2B",24.20129997,0.193054644,0.371647602,0.63574264,"no hit","8-3 FA"
"661",661,"SRM",23.22299772,-0.354831174,0.372386259,0.636042491,"no hit","8-3 FA"
"662",662,"CENPV",22.02784686,0.222291764,0.373317474,0.636317841,"no hit","8-3 FA"
"663",663,"SF3B2",24.87207869,0.164380357,0.374024124,0.636317841,"no hit","8-3 FA"
"664",664,"RBM39",24.070702,0.128300789,0.374238305,0.636317841,"no hit","8-3 FA"
"665",665,"PCM1",21.37621622,0.17223433,0.375135602,0.636884354,"no hit","8-3 FA"
"666",666,"PARVA",23.25248524,-0.113497548,0.378694169,0.641681809,"no hit","8-3 FA"
"667",667,"HSPA1B|HSPA1A",25.09014184,-0.156690273,0.37962604,0.641681809,"no hit","8-3 FA"
"668",668,"CENPF",27.02040585,0.142078189,0.380171186,0.641681809,"no hit","8-3 FA"
"669",669,"STAT3",23.97756318,-0.100582534,0.380234836,0.641681809,"no hit","8-3 FA"
"670",670,"NUP98",23.91708327,0.211000029,0.382732965,0.644078554,"no hit","8-3 FA"
"671",671,"SEC23A",23.25959636,-0.128257652,0.382976102,0.644078554,"no hit","8-3 FA"
"672",672,"CTNNA1",25.94990326,0.251936579,0.383366509,0.644078554,"no hit","8-3 FA"
"673",673,"TIMM44",23.4675435,0.229922607,0.387406411,0.648176383,"no hit","8-3 FA"
"674",674,"AP2B1",25.44975295,0.127488762,0.387850687,0.648176383,"no hit","8-3 FA"
"675",675,"GNAS",24.15486316,0.333699816,0.387879827,0.648176383,"no hit","8-3 FA"
"676",676,"PCYT2",22.5328602,-0.189124594,0.388102068,0.648176383,"no hit","8-3 FA"
"677",677,"GALK2",23.51052341,-0.259641556,0.39107763,0.649768472,"no hit","8-3 FA"
"678",678,"CBX1",23.56357431,0.1483953,0.391266426,0.649768472,"no hit","8-3 FA"
"679",679,"KHSRP",24.36414873,0.094224011,0.391351627,0.649768472,"no hit","8-3 FA"
"680",680,"CRLF3",23.53903041,-0.121284611,0.39135745,0.649768472,"no hit","8-3 FA"
"681",681,"TXN",23.30491444,-0.20592298,0.395205391,0.655193666,"no hit","8-3 FA"
"682",682,"ARPC1B",23.55852219,-0.135115087,0.396403553,0.656061933,"no hit","8-3 FA"
"683",683,"TTF2",23.5456566,-0.115883357,0.39689132,0.656061933,"no hit","8-3 FA"
"684",684,"NUP214",24.3170445,0.109713102,0.400052683,0.660261919,"no hit","8-3 FA"
"685",685,"CSTF3",22.88077726,0.109874921,0.400995849,0.660261919,"no hit","8-3 FA"
"686",686,"RNH1",25.01564654,-0.2567313,0.401659045,0.660261919,"no hit","8-3 FA"
"687",687,"CHD3",23.297127,-0.107377152,0.402708355,0.660261919,"no hit","8-3 FA"
"688",688,"PDIA3",26.67927406,0.120873877,0.403041084,0.660261919,"no hit","8-3 FA"
"689",689,"TOP2B",24.34286506,0.124046016,0.403166463,0.660261919,"no hit","8-3 FA"
"690",690,"SPTAN1",28.67460651,0.106748312,0.403708544,0.660261919,"no hit","8-3 FA"
"691",691,"HNRNPL",25.09577519,0.12808771,0.404110705,0.660261919,"no hit","8-3 FA"
"692",692,"7-Sep",23.63973265,-0.123607186,0.40492475,0.660441435,"no hit","8-3 FA"
"693",693,"NME1-NME2|NME2",26.00199755,-0.150047358,0.405390536,0.660441435,"no hit","8-3 FA"
"694",694,"MRPL12",23.99761796,0.105817637,0.406692729,0.661214242,"no hit","8-3 FA"
"695",695,"PPP3CA",23.8414358,-0.143724817,0.407036225,0.661214242,"no hit","8-3 FA"
"696",696,"PFKP",24.7745134,-0.246893697,0.407681413,0.661310797,"no hit","8-3 FA"
"697",697,"DLG1",24.24797197,0.098203456,0.409024209,0.662116229,"no hit","8-3 FA"
"698",698,"PSMD8",22.78571518,0.10847444,0.409350866,0.662116229,"no hit","8-3 FA"
"699",699,"HNRNPU",26.11251954,0.170738473,0.4105896,0.663169755,"no hit","8-3 FA"
"700",700,"TTLL12",24.10185113,-0.151781588,0.411380764,0.663384317,"no hit","8-3 FA"
"701",701,"DNAJA1",24.60173045,-0.138588574,0.412734486,0.663384317,"no hit","8-3 FA"
"702",702,"GPT2",21.99677821,0.123963474,0.412851481,0.663384317,"no hit","8-3 FA"
"703",703,"PRKDC",27.66737293,0.187417661,0.413072785,0.663384317,"no hit","8-3 FA"
"704",704,"HIP1",24.34243979,-0.099864061,0.413932455,0.663621843,"no hit","8-3 FA"
"705",705,"IQGAP1",28.04181822,-0.116873219,0.41521519,0.663621843,"no hit","8-3 FA"
"706",706,"NUP205",25.86706344,0.136976795,0.415442481,0.663621843,"no hit","8-3 FA"
"707",707,"GUSB",24.42705336,0.109975737,0.416628331,0.663621843,"no hit","8-3 FA"
"708",708,"TKT",26.35852892,-0.28362859,0.416899514,0.663621843,"no hit","8-3 FA"
"709",709,"CNOT1",23.46980893,0.131871939,0.417381347,0.663621843,"no hit","8-3 FA"
"710",710,"CSPG4",25.47370419,0.108307904,0.417924177,0.663621843,"no hit","8-3 FA"
"711",711,"KDELC1",25.43426086,0.349464657,0.418141289,0.663621843,"no hit","8-3 FA"
"712",712,"CTSD",24.39192519,0.324242322,0.418510852,0.663621843,"no hit","8-3 FA"
"713",713,"NUTF2",24.98268104,-0.15659272,0.420269201,0.664579461,"no hit","8-3 FA"
"714",714,"PHGDH",24.51729545,-0.410172505,0.420292059,0.664579461,"no hit","8-3 FA"
"715",715,"DHX15",25.21333209,0.108555249,0.421029291,0.664665321,"no hit","8-3 FA"
"716",716,"ALDH2",26.39905578,0.108278348,0.421633346,0.664665321,"no hit","8-3 FA"
"717",717,"KHDRBS1",24.31318098,0.190176279,0.42211252,0.664665321,"no hit","8-3 FA"
"718",718,"STRN3",23.21393716,-0.131574157,0.422764844,0.664765333,"no hit","8-3 FA"
"719",719,"BAZ1B",23.81283826,0.160550784,0.423857784,0.665297605,"no hit","8-3 FA"
"720",720,"BLVRA",22.73175005,-0.193760454,0.424281909,0.665297605,"no hit","8-3 FA"
"721",721,"PRDX4",25.83795758,0.165315709,0.425246623,0.665885489,"no hit","8-3 FA"
"722",722,"NENF",24.9399616,0.247237877,0.426489924,0.666907375,"no hit","8-3 FA"
"723",723,"GOLIM4",23.6025322,-0.155627559,0.427827003,0.668072872,"no hit","8-3 FA"
"724",724,"SCFD1",23.78101914,0.101255707,0.431039106,0.669649871,"no hit","8-3 FA"
"725",725,"GTF2I",24.45560991,0.160387916,0.431838806,0.669649871,"no hit","8-3 FA"
"726",726,"SIAE",24.20898771,0.167876705,0.432012301,0.669649871,"no hit","8-3 FA"
"727",727,"HSPE1-MOB4",23.01426491,-0.113598517,0.432538693,0.669649871,"no hit","8-3 FA"
"728",728,"USP9X",26.05101961,-0.078466703,0.433012629,0.669649871,"no hit","8-3 FA"
"729",729,"USP7",25.94660417,0.114552062,0.433216975,0.669649871,"no hit","8-3 FA"
"730",730,"C7orf55-LUC7L2|LUC7L2|C7orf55",23.4499848,0.173191833,0.433640933,0.669649871,"no hit","8-3 FA"
"731",731,"SUPT6H",25.43768439,0.1281055,0.433728646,0.669649871,"no hit","8-3 FA"
"732",732,"LACTB2",22.41984736,0.111681287,0.434175116,0.669649871,"no hit","8-3 FA"
"733",733,"RPS4X",24.87940562,-0.133410486,0.435276133,0.669758766,"no hit","8-3 FA"
"734",734,"MDH1",24.29711868,-0.178440239,0.435432183,0.669758766,"no hit","8-3 FA"
"735",735,"NPC2",23.3648045,0.194451211,0.436694586,0.670748874,"no hit","8-3 FA"
"736",736,"RSL1D1",24.13297784,0.099342398,0.438223211,0.670748874,"no hit","8-3 FA"
"737",737,"RAP1GDS1",25.15720054,-0.171481524,0.438435497,0.670748874,"no hit","8-3 FA"
"738",738,"ITGB1",24.91969303,0.14525952,0.439515867,0.670748874,"no hit","8-3 FA"
"739",739,"LAS1L",21.6679797,0.152923721,0.43985266,0.670748874,"no hit","8-3 FA"
"740",740,"NUP88",25.51563733,0.116915223,0.439890526,0.670748874,"no hit","8-3 FA"
"741",741,"CARS",24.49095266,-0.195504143,0.440234647,0.670748874,"no hit","8-3 FA"
"742",742,"TXNDC5",26.12324208,0.086319819,0.442303681,0.672263494,"no hit","8-3 FA"
"743",743,"BOP1",23.8217829,0.120630325,0.442419642,0.672263494,"no hit","8-3 FA"
"744",744,"MCM3",25.52451036,-0.195044645,0.446188157,0.677078534,"no hit","8-3 FA"
"745",745,"EFHD2",23.44369528,-0.147194836,0.449968752,0.681375649,"no hit","8-3 FA"
"746",746,"RFC3",24.35117326,0.103210525,0.451327275,0.681375649,"no hit","8-3 FA"
"747",747,"ACTR2",24.37908346,0.078734513,0.451694642,0.681375649,"no hit","8-3 FA"
"748",748,"RPS6KA3",23.60686246,-0.111863565,0.45236692,0.681375649,"no hit","8-3 FA"
"749",749,"GSR",24.46845971,0.116203737,0.452383902,0.681375649,"no hit","8-3 FA"
"750",750,"OPA1",23.61376233,0.121572379,0.453379088,0.681375649,"no hit","8-3 FA"
"751",751,"SEC16A",22.99702749,0.158496428,0.453511005,0.681375649,"no hit","8-3 FA"
"752",752,"H1F0",24.51511018,0.155458709,0.453848085,0.681375649,"no hit","8-3 FA"
"753",753,"SHMT1",24.00369457,-0.109700208,0.456668953,0.684700197,"no hit","8-3 FA"
"754",754,"MCM6",26.31089985,-0.172647368,0.458134483,0.685986513,"no hit","8-3 FA"
"755",755,"GBAS",23.92024696,0.181515875,0.459188399,0.68664982,"no hit","8-3 FA"
"756",756,"PPIB",26.46675429,0.176846718,0.460112204,0.68664982,"no hit","8-3 FA"
"757",757,"COPB2",25.63256314,-0.104788927,0.460402049,0.68664982,"no hit","8-3 FA"
"758",758,"FSCN1",24.22793136,-0.291712049,0.462295239,0.688563753,"no hit","8-3 FA"
"759",759,"RPS3",25.92267569,-0.097550884,0.46450873,0.689734459,"no hit","8-3 FA"
"760",760,"SYNCRIP",24.95615537,-0.102635316,0.464580826,0.689734459,"no hit","8-3 FA"
"761",761,"ERP44",26.29033858,0.160693029,0.465149416,0.689734459,"no hit","8-3 FA"
"762",762,"CTNNB1",25.25795245,0.221945767,0.46552494,0.689734459,"no hit","8-3 FA"
"763",763,"SERPINE1",22.86191003,0.267177544,0.466516422,0.690297562,"no hit","8-3 FA"
"764",764,"GALE",23.60955178,-0.166998422,0.471103072,0.696016988,"no hit","8-3 FA"
"765",765,"PDE12",24.08156785,0.089018427,0.4716147,0.696016988,"no hit","8-3 FA"
"766",766,"EDC4",23.1112793,-0.096141692,0.473252596,0.69711583,"no hit","8-3 FA"
"767",767,"CKB",22.44873187,-0.230610456,0.473594191,0.69711583,"no hit","8-3 FA"
"768",768,"MTHFD2",23.19016196,0.148416576,0.474675492,0.697797696,"no hit","8-3 FA"
"769",769,"HNRNPM",25.21701182,0.104931294,0.475778249,0.697890695,"no hit","8-3 FA"
"770",770,"COA7",23.37680502,-0.132548325,0.475975053,0.697890695,"no hit","8-3 FA"
"771",771,"ACTR1A",23.45690699,-0.108323043,0.478169218,0.700198505,"no hit","8-3 FA"
"772",772,"RANGAP1",24.70924068,-0.134748871,0.481804802,0.704608319,"no hit","8-3 FA"
"773",773,"APP",24.34377031,0.098955536,0.483206675,0.705744289,"no hit","8-3 FA"
"774",774,"DIEXF",23.13762925,0.090766347,0.48468163,0.706983928,"no hit","8-3 FA"
"775",775,"RPL18",23.49715056,0.130765402,0.486377873,0.707969008,"no hit","8-3 FA"
"776",776,"HEXIM1",22.80953326,0.093138308,0.487085274,0.707969008,"no hit","8-3 FA"
"777",777,"RPL13A",23.75604816,0.10329664,0.487238192,0.707969008,"no hit","8-3 FA"
"778",778,"FLII",24.35112645,-0.104537513,0.490791495,0.712215421,"no hit","8-3 FA"
"779",779,"G6PD",25.38401514,-0.299269016,0.49411605,0.715325344,"no hit","8-3 FA"
"780",780,"ACTN1",26.86286219,0.085896979,0.494201744,0.715325344,"no hit","8-3 FA"
"781",781,"MAP2K2",23.22602442,-0.176257359,0.496122299,0.716443142,"no hit","8-3 FA"
"782",782,"SRRT",25.11926356,0.091595021,0.496482053,0.716443142,"no hit","8-3 FA"
"783",783,"SSRP1",22.39766152,-0.096637303,0.49687775,0.716443142,"no hit","8-3 FA"
"784",784,"APEH",23.3903407,-0.223699933,0.498650759,0.717966346,"no hit","8-3 FA"
"785",785,"HNRNPUL2-BSCL2|HNRNPUL2",26.35110155,0.078419528,0.49928055,0.717966346,"no hit","8-3 FA"
"786",786,"AKR1B10",25.32690115,-0.32911865,0.499959323,0.717966346,"no hit","8-3 FA"
"787",787,"PSAT1",25.28540328,-0.261612337,0.500477869,0.717966346,"no hit","8-3 FA"
"788",788,"RAD50",22.6917376,0.081901842,0.501950207,0.7191647,"no hit","8-3 FA"
"789",789,"AP1B1",24.66257043,-0.095505319,0.502851374,0.719542714,"no hit","8-3 FA"
"790",790,"HNRNPAB",24.7037425,0.112967052,0.50826839,0.725993713,"no hit","8-3 FA"
"791",791,"ADSS",23.04623587,-0.163631325,0.509017464,0.725993713,"no hit","8-3 FA"
"792",792,"HEXA",26.12365682,0.131064151,0.509788789,0.725993713,"no hit","8-3 FA"
"793",793,"GARS",26.46871354,-0.187502629,0.51072897,0.725993713,"no hit","8-3 FA"
"794",794,"GFAP",25.341514,0.100591529,0.511089546,0.725993713,"no hit","8-3 FA"
"795",795,"CHD1",23.42544651,0.117454064,0.511217893,0.725993713,"no hit","8-3 FA"
"796",796,"SDAD1",22.83948861,0.103481762,0.512434352,0.726408486,"no hit","8-3 FA"
"797",797,"PDS5A",23.79542579,0.182439067,0.513151781,0.726408486,"no hit","8-3 FA"
"798",798,"ASNS",24.74727858,-0.174733547,0.513440187,0.726408486,"no hit","8-3 FA"
"799",799,"UPF1",25.52470014,-0.063909665,0.514183784,0.726550053,"no hit","8-3 FA"
"800",800,"SSBP1",23.73694077,0.132290578,0.51564278,0.727303367,"no hit","8-3 FA"
"801",801,"DNAJC13",21.84321165,0.123488556,0.516080465,0.727303367,"no hit","8-3 FA"
"802",802,"CALML5",22.53731655,0.791414076,0.516649513,0.727303367,"no hit","8-3 FA"
"803",803,"CCT7",25.54938052,0.125159819,0.519064195,0.729792623,"no hit","8-3 FA"
"804",804,"CAPZA2",23.80342891,-0.089174093,0.521867697,0.730090544,"no hit","8-3 FA"
"805",805,"PPIL4",24.02844147,0.098773363,0.523014658,0.730090544,"no hit","8-3 FA"
"806",806,"PDHB",24.72181782,0.112401763,0.523154072,0.730090544,"no hit","8-3 FA"
"807",807,"SDHB",22.62923655,0.168073271,0.523277032,0.730090544,"no hit","8-3 FA"
"808",808,"EHMT1",23.08116743,0.126199411,0.523529008,0.730090544,"no hit","8-3 FA"
"809",809,"MCM5",24.13862623,-0.132402971,0.523699242,0.730090544,"no hit","8-3 FA"
"810",810,"VPS35",25.39363187,0.090166638,0.523802782,0.730090544,"no hit","8-3 FA"
"811",811,"DDX6",25.03695521,-0.076022088,0.524604063,0.730305779,"no hit","8-3 FA"
"812",812,"TGM2",26.19292246,-0.335770965,0.527900038,0.73398359,"no hit","8-3 FA"
"813",813,"KPNA3",22.42915117,-0.110064392,0.529540119,0.73398359,"no hit","8-3 FA"
"814",814,"UFD1L",23.65342848,-0.088995092,0.530334999,0.73398359,"no hit","8-3 FA"
"815",815,"BAT3|BAG6",23.26483696,-0.089412395,0.531710058,0.73398359,"no hit","8-3 FA"
"816",816,"FAHD2A",25.19749784,0.089614023,0.531837673,0.73398359,"no hit","8-3 FA"
"817",817,"RPL7",23.55888758,-0.140289237,0.532251346,0.73398359,"no hit","8-3 FA"
"818",818,"RANBP2",24.97243731,0.104757669,0.532288868,0.73398359,"no hit","8-3 FA"
"819",819,"COL4A3BP",23.71716999,-0.081918918,0.532446909,0.73398359,"no hit","8-3 FA"
"820",820,"POGZ",24.10806102,0.138643413,0.533254069,0.734199809,"no hit","8-3 FA"
"821",821,"LAP3",23.94431067,-0.076172631,0.535396222,0.736251321,"no hit","8-3 FA"
"822",822,"GGH",22.99111013,0.158325384,0.538940672,0.740223868,"no hit","8-3 FA"
"823",823,"GNPDA1",23.17070623,-0.157877955,0.540310846,0.740971105,"no hit","8-3 FA"
"824",824,"GLB1",24.99454951,0.064416125,0.540797334,0.740971105,"no hit","8-3 FA"
"825",825,"CBX5",24.55199056,0.156660366,0.542391196,0.742254134,"no hit","8-3 FA"
"826",826,"PNPT1",24.19370762,0.098824996,0.543259897,0.742542886,"no hit","8-3 FA"
"827",827,"VCL",27.41213145,-0.096514098,0.544844742,0.743808601,"no hit","8-3 FA"
"828",828,"BLVRB",22.39941358,-0.091618392,0.545711922,0.744092706,"no hit","8-3 FA"
"829",829,"SNRNP70",24.96724712,0.111019397,0.547604288,0.744825281,"no hit","8-3 FA"
"830",830,"2-Sep",23.74692804,-0.063815864,0.547806605,0.744825281,"no hit","8-3 FA"
"831",831,"MCM2",26.14015934,-0.141587096,0.548228351,0.744825281,"no hit","8-3 FA"
"832",832,"MCM4",25.77458993,-0.131767651,0.548927996,0.744879456,"no hit","8-3 FA"
"833",833,"WDR61",23.31756537,-0.08691736,0.554218488,0.750499334,"no hit","8-3 FA"
"834",834,"RELN",22.31242134,0.222063592,0.554398976,0.750499334,"no hit","8-3 FA"
"835",835,"NAGA",23.33394966,0.057218687,0.557869952,0.753930115,"no hit","8-3 FA"
"836",836,"TJP1",23.21905228,0.087133909,0.558555215,0.753930115,"no hit","8-3 FA"
"837",837,"SNRPA",24.301943,0.142199901,0.558936675,0.753930115,"no hit","8-3 FA"
"838",838,"ANK2",23.05870272,-0.177345257,0.560227188,0.754769088,"no hit","8-3 FA"
"839",839,"NCBP1",25.3318594,0.111215327,0.566228313,0.761944893,"no hit","8-3 FA"
"840",840,"UQCRC2",24.22298813,0.090292654,0.567465997,0.762701322,"no hit","8-3 FA"
"841",841,"CAPRIN1",25.58395628,-0.093740476,0.569653472,0.764631992,"no hit","8-3 FA"
"842",842,"TRIP12",23.65309976,0.124208637,0.570256986,0.764631992,"no hit","8-3 FA"
"843",843,"HKDC1",26.27013313,0.163168674,0.571690676,0.764852337,"no hit","8-3 FA"
"844",844,"GFPT1",21.84716162,-0.104918483,0.571776238,0.764852337,"no hit","8-3 FA"
"845",845,"POLR2G",23.60865804,0.087138775,0.574313786,0.765569921,"no hit","8-3 FA"
