gene_name,protein_id,LipidProbe,hit_annotation,logFC,pvalue,AveExpr,fdr
SQRDL,Q9Y6N5,1-10 FA,enriched hit,0.756705406,4.14e-5,23.94843896,0.018583882
IPO7,O95373,1-10 FA,no hit,-0.749733786,4.23e-5,26.7927866,0.018583882
CLUH,K7EIG1,1-10 FA,no hit,-0.696138706,5.8e-5,23.2906275,0.018583882
AKR1C3,A0A0A0MSS8|P42330|P42330-2|S4R3Z2,1-10 FA,no hit,-1.037770801,8.1e-5,24.85935729,0.018583882
HNRNPA3,P51991|P51991-2,1-10 FA,enriched hit,0.68463785,8.23e-5,24.15681121,0.018583882
PGAM1,P18669,1-10 FA,no hit,-1.059659624,1.33436e-4,24.25970211,0.018718272
UQCRC1,P31930,1-10 FA,enriched hit,0.658569674,1.39142e-4,25.60646087,0.018718272
CUL1,A0A0C4DGX4|Q13616,1-10 FA,no hit,-0.584548196,1.44214e-4,24.14708646,0.018718272
DNMT1,P26358|P26358-2|P26358-3,1-10 FA,no hit,-0.542862355,1.56169e-4,24.1483543,0.018718272
COPG1,Q9Y678,1-10 FA,no hit,-0.554719861,1.94975e-4,25.62996911,0.018718272
VARS,A0A140T936|P26640,1-10 FA,no hit,-0.585624527,2.41328e-4,26.48736472,0.018718272
AHCY,P23526,1-10 FA,no hit,-0.818888592,2.44047e-4,26.02569742,0.018718272
GFPT1,Q06210|Q06210-2,1-10 FA,no hit,-0.968250388,2.52628e-4,21.84716162,0.018718272
NRDC,A0A087WYK8|B1AKJ5|O43847|O43847-2,1-10 FA,no hit,-0.817305355,2.68132e-4,25.27720102,0.018718272
ARF4,P18085,1-10 FA,no hit,-0.522588029,3.01452e-4,24.81118901,0.018718272
CAD,F8VPD4|P27708,1-10 FA,no hit,-0.62422496,3.07386e-4,26.29453456,0.018718272
IPO9,Q96P70,1-10 FA,no hit,-0.588887806,3.09358e-4,25.43866451,0.018718272
PGK1,P00558|P00558-2,1-10 FA,no hit,-0.899137895,3.16394e-4,25.26150137,0.018718272
PCNA,P12004,1-10 FA,no hit,-0.708048038,3.21333e-4,25.81747949,0.018718272
RRM1,P23921,1-10 FA,no hit,-0.812868184,3.3159e-4,24.98540766,0.018718272
SMS,P52788,1-10 FA,no hit,-0.800631339,4.00735e-4,25.11270905,0.021368204
PLOD3,O60568,1-10 FA,enriched hit,0.607330402,4.16387e-4,25.0753648,0.021368204
NPLOC4,Q8TAT6|Q8TAT6-2,1-10 FA,no hit,-0.469503898,4.72572e-4,25.60024248,0.022515797
FASN,A0A0U1RQF0|P49327,1-10 FA,no hit,-0.67782553,4.78635e-4,26.77571339,0.022515797
CDC123,O75794,1-10 FA,no hit,-0.754765281,5.17044e-4,23.16679344,0.022745593
IPO5,O00410|O00410-3,1-10 FA,no hit,-0.628838231,5.23813e-4,26.50362658,0.022745593
RRBP1,A0A087WVV2|A0A0A0MRV0|Q9P2E9,1-10 FA,no hit,0.532321362,5.87818e-4,26.85760593,0.023970043
PREP,P48147,1-10 FA,no hit,-0.782819154,6.09797e-4,23.64181648,0.023970043
NPEPPS,E9PLK3|P55786,1-10 FA,no hit,-0.656012888,6.15705e-4,27.51960478,0.023970043
CDK6,Q00534,1-10 FA,no hit,-0.609003622,6.8894e-4,23.9131907,0.024832111
HSP90B1,P14625,1-10 FA,no hit,0.584748703,7.15002e-4,28.07744807,0.024832111
PSME3,B3KQ25|K7ESG5|P61289|P61289-2|P61289-3,1-10 FA,no hit,-0.534409909,7.24916e-4,23.58174067,0.024832111
PLEC,Q15149|Q15149-2|Q15149-3|Q15149-4|Q15149-5|Q15149-6|Q15149-7|Q15149-8|Q15149-9,1-10 FA,no hit,0.445480112,7.31284e-4,30.17776006,0.024832111
ACAA2,A0A0B4J2A4|P42765,1-10 FA,enriched hit,0.761626131,7.47823e-4,23.1665058,0.024832111
PPP6C,O00743|O00743-2|O00743-3,1-10 FA,no hit,-0.580407001,7.81736e-4,24.19445428,0.025216571
MPRIP,J3KSW8|Q6WCQ1|Q6WCQ1-2|Q6WCQ1-3,1-10 FA,enriched hit,0.601983402,8.07861e-4,24.64023593,0.025335422
TARS,P26639|P26639-2,1-10 FA,no hit,-0.656110725,8.74576e-4,24.68536668,0.026458967
ACACA,Q13085|Q13085-2|Q13085-3|Q13085-4,1-10 FA,no hit,-0.615634574,9.10198e-4,23.69017146,0.026458967
STAT3,G8JLH9|P40763|P40763-2|P40763-3,1-10 FA,no hit,-0.499811044,9.13994e-4,23.97756318,0.026458967
TSN,E9PGT1|Q15631,1-10 FA,no hit,-0.676340839,9.74381e-4,24.11027704,0.027185051
PDIA3,H7BZJ3|P30101,1-10 FA,enriched hit,0.624711644,9.87234e-4,26.67927406,0.027185051
ACADM,P11310|P11310-2|Q5T4U5,1-10 FA,no hit,0.476776397,0.001076923,25.21878506,0.028948703
TUFM,P49411,1-10 FA,no hit,0.41517503,0.001138537,26.16212037,0.029522938
XPNPEP1,Q9NQW7|Q9NQW7-3,1-10 FA,no hit,-0.843772008,0.001169813,24.36688288,0.029522938
LARS,Q9P2J5,1-10 FA,no hit,-0.455911637,0.001197388,26.22625582,0.029522938
SEC31A,D6REX3|D6RHZ5|O94979|O94979-2|O94979-3|O94979-8|O94979-9,1-10 FA,no hit,-0.442469628,0.001202883,25.59076225,0.029522938
CAND1,Q86VP6,1-10 FA,no hit,-0.521912983,0.001280111,25.91112852,0.030732972
NARS,O43776,1-10 FA,no hit,-0.866176947,0.001333073,24.11617905,0.030732972
ACAD9,Q9H845,1-10 FA,enriched hit,0.730991888,0.001334992,24.25200025,0.030732972
NUCB2|Nucb2|HEL-S-109,P80303|Q2L696|V9HW75,1-10 FA,enriched hit,0.620647548,0.001361071,24.19793587,0.030732972
HADH,A0A0A0MSE2|E9PF18|Q16836|Q16836-2|Q16836-3,1-10 FA,no hit,0.492160856,0.001427598,23.76620884,0.0316031
COPA,P53621|P53621-2,1-10 FA,no hit,-0.43272323,0.001540241,25.7453921,0.032527624
DPP3,G3V180|G3V1D3|Q9NY33|Q9NY33-4,1-10 FA,no hit,-0.841133027,0.001546245,25.970941,0.032527624
SDHA,A0A087X1I3|D6RFM5|P31040|P31040-2|P31040-3,1-10 FA,enriched hit,0.602660809,0.00156312,25.70603142,0.032527624
CLIC4,Q9Y696,1-10 FA,no hit,-0.6691009,0.001601425,25.87060115,0.032527624
XPO5,Q9HAV4,1-10 FA,no hit,-0.512040711,0.001613416,25.07114794,0.032527624
TMEM189-UBE2V1|UBE2V1,I3L0A0|Q13404|Q13404-1|Q13404-2|Q13404-7|Q13404-8,1-10 FA,no hit,-0.951558004,0.00164789,23.96119749,0.032639796
TRIP11,Q15643,1-10 FA,no hit,0.518187667,0.001700819,26.06077269,0.032734752
IDE,P14735,1-10 FA,no hit,-0.490034967,0.001716325,26.21609025,0.032734752
NUCB1,Q02818,1-10 FA,enriched hit,0.662396132,0.001770226,24.65853579,0.032734752
LDHA,P00338|P00338-3,1-10 FA,no hit,-0.706606119,0.00180042,26.18440212,0.032734752
ABCE1,D6R9I9|P61221,1-10 FA,no hit,-0.806251962,0.001821516,23.28874611,0.032734752
KTN1,Q86UP2,1-10 FA,enriched hit,0.698396797,0.001883743,27.37087049,0.032734752
TPT1,A0A0B4J2C3|E9PJF7|J3KPG2|P13693|Q5W0H4,1-10 FA,no hit,-0.735487961,0.001940537,22.48559227,0.032734752
RPLP0,F8VPE8|F8VQY6|F8VRK7|F8VU65|F8VW21|F8VWS0|G3V210|P05388|P05388-2,1-10 FA,no hit,-0.409153417,0.001944143,25.19653938,0.032734752
AIFM1,O95831|O95831-3,1-10 FA,enriched hit,0.595574323,0.00195716,24.40915591,0.032734752
DIS3,Q9Y2L1,1-10 FA,no hit,-0.583240851,0.001994699,23.371729,0.032734752
CRTAP,C9JP16|O75718,1-10 FA,no hit,0.452244638,0.002033128,25.22567992,0.032734752
NDUFAF7,Q7L592|Q7L592-2,1-10 FA,no hit,0.484465611,0.002089941,23.54317048,0.032734752
GOT1,P17174,1-10 FA,no hit,-0.828729956,0.002114602,25.27908275,0.032734752
GMPS,P49915,1-10 FA,no hit,-0.615788309,0.002184181,24.99544136,0.032734752
PSMA1,P25786|P25786-2,1-10 FA,no hit,-0.512054127,0.002195725,25.0827848,0.032734752
PPIA,P62937,1-10 FA,no hit,-0.727945742,0.002206073,26.0444885,0.032734752
PFAS,O15067,1-10 FA,no hit,-0.724505135,0.002237439,25.76282623,0.032734752
TRAP1,Q12931|Q12931-2,1-10 FA,no hit,0.418817632,0.002264857,26.26454583,0.032734752
VPS29,F8VXU5|Q9UBQ0|Q9UBQ0-2,1-10 FA,no hit,-0.408313652,0.002282705,24.9049838,0.032734752
EEA1,Q15075,1-10 FA,no hit,0.385935142,0.002283119,26.68827793,0.032734752
EIF4A1,P60842,1-10 FA,no hit,-0.478141746,0.002320757,25.07161476,0.032734752
HSP90AB1,P08238,1-10 FA,no hit,-0.765777007,0.00235468,27.42486383,0.032734752
PKM,P14618|P14618-2,1-10 FA,no hit,-0.873815578,0.002381686,27.47717215,0.032734752
ISYNA1,Q9NPH2|Q9NPH2-2|Q9NPH2-3,1-10 FA,no hit,-0.589261676,0.0024039,22.58170568,0.032734752
UBA1,P22314|P22314-2,1-10 FA,no hit,-0.608347768,0.002407224,26.69602389,0.032734752
GDI2,P50395,1-10 FA,no hit,-0.74578894,0.002423771,25.0290515,0.032734752
PSME2,A0A087X1Z3|H0YM70|Q9UL46,1-10 FA,no hit,-0.622260331,0.0024611,24.38085606,0.032734752
NIP7,J3QLW7|Q9Y221|Q9Y221-2,1-10 FA,enriched hit,0.796030822,0.002470338,23.04922445,0.032734752
MAPRE3,Q9UPY8|Q9UPY8-2,1-10 FA,no hit,-0.729100914,0.002548484,23.83062805,0.032734752
MAPK1,P28482,1-10 FA,no hit,-0.561775392,0.002596525,24.28675501,0.032734752
PSMC5,P62195|P62195-2,1-10 FA,no hit,-0.379849309,0.002603516,22.27046332,0.032734752
HYOU1,Q9Y4L1,1-10 FA,no hit,0.55750443,0.00262059,25.26850883,0.032734752
SRSF7,A0A0B4J1Z1|C9JAB2|Q16629|Q16629-2|Q16629-3|Q16629-4,1-10 FA,no hit,0.500995687,0.002642805,23.90731767,0.032734752
RAB3GAP2,Q9H2M9,1-10 FA,no hit,-0.407445529,0.002648843,25.04042676,0.032734752
HSPA5,P11021,1-10 FA,no hit,0.521831199,0.002667491,27.7993791,0.032734752
PDCL3,H7BZP2|Q9H2J4,1-10 FA,no hit,-0.524192213,0.002743098,23.30340468,0.033121889
CNPY3,A0A0C4DFY8|Q9BT09,1-10 FA,no hit,0.393987118,0.002757713,23.5996039,0.033121889
MALT1,Q9UDY8|Q9UDY8-2,1-10 FA,no hit,-0.686958883,0.002797783,25.83548996,0.03324944
HSP90AA1,P07900|P07900-2,1-10 FA,no hit,-0.579360166,0.002883454,27.6626972,0.033878015
HK1,P19367|P19367-2|P19367-3|P19367-4,1-10 FA,no hit,0.394271907,0.002910689,24.34886848,0.033878015
CBX1,J3KS05|P83916,1-10 FA,enriched hit,0.636777759,0.002962608,23.56357431,0.03413045
MIA3,Q5JRA6|Q5JRA6-2,1-10 FA,no hit,0.48466164900000003,0.003165585,22.96343882,0.035065879
PA2G4,Q9UQ80|Q9UQ80-2,1-10 FA,no hit,-0.43175211,0.00317112,24.67177874,0.035065879
DLST,P36957|P36957-2,1-10 FA,no hit,0.377392626,0.003295569,25.16109547,0.035065879
SHMT1,P34896|P34896-2|P34896-3,1-10 FA,no hit,-0.535171082,0.003316192,24.00369457,0.035065879
ALDOA,P04075,1-10 FA,no hit,-0.557560522,0.003321315,26.8295179,0.035065879
NUMA1,Q14980|Q14980-2|Q14980-3|Q14980-4,1-10 FA,enriched hit,0.648243479,0.003329896,27.17927053,0.035065879
UPP1,Q16831,1-10 FA,no hit,-0.685795499,0.003331058,23.68665798,0.035065879
CPSF1,Q10570,1-10 FA,no hit,0.494709846,0.003366142,25.11733966,0.035065879
NME1-NME2|NME2,J3KPD9|P22392-2|Q32Q12,1-10 FA,no hit,-0.650187181,0.003396197,26.00199755,0.035065879
TXNDC5,Q8NBS9|Q8NBS9-2,1-10 FA,no hit,0.405937467,0.003404376,26.12324208,0.035065879
CAPN2,P17655,1-10 FA,no hit,-0.862054075,0.003407053,25.4686576,0.035065879
ATP6V0D1,F5GYQ1|J3QL14|P61421|R4GN72,1-10 FA,no hit,0.572381499,0.003416516,24.76842963,0.035065879
COPB2,P35606|P35606-2,1-10 FA,no hit,-0.511783895,0.003476852,25.63256314,0.035363655
RRM2,C9JXC1|P31350|P31350-2,1-10 FA,no hit,-0.89186801,0.003646683,24.1339693,0.036759871
UGDH,O60701,1-10 FA,no hit,-0.750228598,0.003692422,25.07795093,0.036860612
EIF5A2|EIF5A|EIF5AL1,C9J4W5|C9J7B5|F8WCJ1|I3L397|I3L504|P63241|P63241-2|Q6IS14|Q9GZV4,1-10 FA,no hit,-0.828060892,0.003721975,23.63865226,0.036860612
VDAC2,A0A0A0MR02|P45880|P45880-1|P45880-2|Q5JSD1|Q5JSD2,1-10 FA,enriched hit,0.759510426,0.003782881,22.82293116,0.037138026
HSPA4,P34932,1-10 FA,no hit,-0.779054457,0.003859697,25.79447589,0.037565495
GANAB,F5H6X6|Q14697|Q14697-2,1-10 FA,no hit,0.423699424,0.003918628,26.9567856,0.037813085
HADHA,P40939,1-10 FA,no hit,0.411648478,0.004039557,25.8667038,0.038315461
PDIA6,Q15084|Q15084-2|Q15084-3|Q15084-4|Q15084-5,1-10 FA,enriched hit,0.77502067,0.004074836,26.99903729,0.038315461
EEF1D,E9PRY8|P29692|P29692-2|P29692-3,1-10 FA,no hit,-0.613190809,0.004107296,24.17625473,0.038315461
ME2,P23368,1-10 FA,no hit,0.452745596,0.004164398,24.41599884,0.038315461
SUCLG2,Q96I99,1-10 FA,no hit,0.388791553,0.004193601,26.2128193,0.038315461
IDH3B,A0A087WZN1|A0A087X2E5|O43837|O43837-2,1-10 FA,no hit,0.372376172,0.004240383,23.13146069,0.038315461
CSPG4,Q6UVK1,1-10 FA,no hit,0.465581506,0.004251775,25.47370419,0.038315461
SFPQ,P23246,1-10 FA,no hit,0.359483918,0.00427097,24.82648949,0.038315461
SERPINH1,E9PKH2|P50454,1-10 FA,no hit,0.449241023,0.004276128,25.74321569,0.038315461
PPP4C,H3BTA2|P60510,1-10 FA,no hit,-0.52947349,0.004344149,23.25469558,0.038471809
ATP6V1H,Q9UI12,1-10 FA,no hit,0.42598569,0.004361729,23.72328091,0.038471809
RNPEP,Q9H4A4,1-10 FA,no hit,-0.507638087,0.004599091,22.56837216,0.039275926
TXNL1,K7ER96|O43396,1-10 FA,no hit,-0.619094954,0.004632056,23.70176853,0.039275926
ENOPH1,A0A087WTH0|Q9UHY7,1-10 FA,no hit,-0.644289364,0.004658252,23.14654759,0.039275926
CDK2,G3V5T9|P24941|P24941-2,1-10 FA,no hit,-0.530563523,0.004661845,22.82026486,0.039275926
PFN1,P07737,1-10 FA,no hit,-0.876529653,0.004671532,25.24771612,0.039275926
GART,P22102,1-10 FA,no hit,-0.511978287,0.004676048,25.29943026,0.039275926
NUDCD1,Q96RS6|Q96RS6-2|Q96RS6-3,1-10 FA,no hit,-0.516844951,0.004722223,23.04617339,0.039275926
MDH2,P40926,1-10 FA,no hit,0.411914955,0.00479351,26.87334092,0.039275926
ARMT1,Q9H993,1-10 FA,no hit,-0.74222825,0.004865295,25.17632472,0.039275926
DECR1,Q16698|Q16698-2,1-10 FA,no hit,0.50880777,0.004911376,23.78260032,0.039275926
ALDH1A1,P00352,1-10 FA,no hit,-0.818051867,0.004939481,26.96255838,0.039275926
PSMA3,P25788|P25788-2,1-10 FA,no hit,-0.515474394,0.004947817,25.21182799,0.039275926
CLIC1,O00299,1-10 FA,no hit,-0.723551826,0.004974812,25.67060636,0.039275926
P3H1,Q32P28|Q32P28-3|Q32P28-4,1-10 FA,no hit,0.419487466,0.004988033,25.26243882,0.039275926
HPRT1,P00492,1-10 FA,no hit,-0.934861298,0.004996326,25.2100634,0.039275926
NCL,P19338,1-10 FA,no hit,0.464068242,0.005015058,27.60506092,0.039275926
PHYHIPL,Q96FC7|Q96FC7-2,1-10 FA,no hit,-0.481733914,0.005044295,23.67436146,0.039275926
LAMB1,G3XAI2|P07942,1-10 FA,no hit,0.516377549,0.005119774,26.43260091,0.039365865
COLGALT1,Q8NBJ5,1-10 FA,no hit,0.449865967,0.005155452,25.93749386,0.039365865
SF3A1,Q15459,1-10 FA,no hit,0.357416828,0.005166357,24.17329489,0.039365865
POLDIP2,B4DEM9|Q9Y2S7,1-10 FA,no hit,0.340483689,0.005195318,24.50528508,0.039365865
LTA4H,P09960|P09960-4,1-10 FA,no hit,-0.745832159,0.005312897,24.03086676,0.039988404
CTSA,P10619|P10619-2|X6R5C5|X6R8A1,1-10 FA,no hit,0.439945546,0.005371641,24.61293272,0.040126615
PSMA7,O14818,1-10 FA,no hit,-0.412385213,0.005402343,24.51693724,0.040126615
TPI1,P60174|P60174-1,1-10 FA,no hit,-0.637078794,0.005463221,24.6695963,0.04031357
ACLY,P53396|P53396-2,1-10 FA,no hit,-0.610202537,0.005543332,27.20886368,0.040638811
MTHFD1,F5H2F4|P11586,1-10 FA,no hit,-0.433780302,0.005579288,24.94027577,0.040638811
PPP4R3A,G3V5Z3|Q6IN85|Q6IN85-2,1-10 FA,no hit,-0.414282149,0.005635936,25.18507185,0.04072539
ETHE1,M0QXB5|O95571,1-10 FA,no hit,0.38798172,0.005663318,23.34100177,0.04072539
USP5,P45974|P45974-2,1-10 FA,no hit,-0.693282531,0.005834492,25.55191316,0.041690768
GOLGB1,Q14789|Q14789-2|Q14789-3|Q14789-4,1-10 FA,no hit,0.546279919,0.006013922,26.0727124,0.042534628
KIF20B,Q96Q89|Q96Q89-2|Q96Q89-3|Q96Q89-4,1-10 FA,no hit,0.449838142,0.006027937,23.45444913,0.042534628
NASP,P49321,1-10 FA,no hit,-0.681103191,0.006082568,25.21718509,0.042535524
ERH,P84090,1-10 FA,no hit,0.414870297,0.006104173,24.34124714,0.042535524
PCBP2,F8VZX2|H3BRU6|Q15366|Q15366-2|Q15366-3|Q15366-4|Q15366-5|Q15366-6|Q15366-7|Q15366-8,1-10 FA,no hit,-0.396083156,0.006178232,23.4093285,0.042535524
MGEA5,O60502|O60502-2|O60502-4,1-10 FA,no hit,-0.569276798,0.006235202,25.36418102,0.042535524
XPO7,E7ESC6|Q9UIA9,1-10 FA,no hit,-0.444285874,0.006251157,23.86133906,0.042535524
STRAP,Q9Y3F4|Q9Y3F4-2,1-10 FA,no hit,-0.492877518,0.006254116,25.26821353,0.042535524
SDF4,Q9BRK5|Q9BRK5-2|Q9BRK5-6,1-10 FA,no hit,0.441894046,0.006343622,24.6364005,0.042650965
PPA1,Q15181,1-10 FA,no hit,-0.943761384,0.006346645,24.55353356,0.042650965
LANCL2,Q9NS86,1-10 FA,no hit,-0.445603408,0.006540664,23.56784205,0.043600808
P4HA1,P13674|P13674-2|P13674-3,1-10 FA,no hit,0.431774188,0.006565224,26.22614403,0.043600808
SRSF6,Q13247|Q13247-3,1-10 FA,no hit,0.51837415,0.006726765,23.9613079,0.044412386
CAPNS1,A0A075B7C0|A0A0C4DGQ5|K7EIV0|K7ELJ7|P04632|U3KQE2,1-10 FA,no hit,-0.829611128,0.006861023,24.80582275,0.044943185
PTER,Q96BW5|Q96BW5-2,1-10 FA,no hit,-0.665449635,0.006920865,23.31268176,0.044943185
KIF5B,P33176,1-10 FA,no hit,-0.488335924,0.006926585,25.47443787,0.044943185
ABCF2,Q9UG63|Q9UG63-2,1-10 FA,no hit,-0.480891418,0.006978414,23.91337271,0.045020741
CCAR2,Q8N163|Q8N163-2,1-10 FA,no hit,0.446710584,0.007099072,25.69804534,0.045434338
PLOD2,E7ETU9|O00469|O00469-2,1-10 FA,no hit,0.398213876,0.00712301,25.00400767,0.045434338
IARS,J3KR24|P41252,1-10 FA,no hit,-0.340175878,0.007202476,25.90136581,0.045561312
HSPA9,P38646,1-10 FA,no hit,0.438892665,0.007223627,27.48124771,0.045561312
PPP2R2A,P63151|P63151-2,1-10 FA,no hit,-0.780760002,0.007294132,23.96691811,0.045639749
SCP2,P22307|P22307-4|P22307-7|P22307-8,1-10 FA,no hit,0.405694787,0.007317286,24.60372574,0.045639749
RABGGTB,P53611,1-10 FA,no hit,-0.6658562,0.007400434,23.81776904,0.045639749
SEH1L,Q96EE3|Q96EE3-1,1-10 FA,no hit,0.338614168,0.007414605,24.29119332,0.045639749
PARN,O95453|O95453-2,1-10 FA,no hit,0.518626736,0.007441097,24.27743143,0.045639749
GSTP1,P09211,1-10 FA,no hit,-1.038847579,0.007482584,25.19206289,0.045639749
ACOT9,H7C5Q2|Q9Y305|Q9Y305-2|Q9Y305-3|Q9Y305-4,1-10 FA,no hit,0.443944002,0.007519037,22.86659664,0.045639749
USO1,O60763|O60763-2,1-10 FA,no hit,-0.448449659,0.007562793,25.49590708,0.045659855
UGGT1,Q9NYU2|Q9NYU2-2,1-10 FA,no hit,0.370587702,0.007704367,26.54072499,0.045957148
UBB|UBC|RPS27A|UBA52,B4DV12|F5GXK7|F5GYU3|F5H265|F5H2Z3|F5H388|F5H6Q2|F5H747|J3QKN0|J3QS39|J3QTR3|P0CG47|P0CG48|P62979|P62987|Q5PY61|Q96C32,1-10 FA,enriched hit,1.111247454,0.007725564,25.01337254,0.045957148
PPIB,P23284,1-10 FA,enriched hit,0.755917048,0.007743456,26.46675429,0.045957148
HSD17B10,Q99714,1-10 FA,no hit,0.383442635,0.007774858,24.62151853,0.045957148
MTPAP,Q9NVV4|Q9NVV4-2,1-10 FA,enriched hit,0.600409786,0.007817075,23.64821856,0.045966027
CNP,P09543|P09543-2,1-10 FA,no hit,0.556251417,0.007907247,24.09638928,0.046255346
P4HA2,O15460|O15460-2,1-10 FA,no hit,0.379817214,0.007991242,25.87650646,0.04650573
TRIM28,Q13263|Q13263-2,1-10 FA,no hit,-0.344712796,0.008119309,23.57720785,0.04700872
RPS12,P25398,1-10 FA,no hit,-0.356131976,0.008212964,24.45747647,0.047308351
NDUFS3,O75489,1-10 FA,no hit,0.538805382,0.008462129,23.22069625,0.048496162
H2AFY,O75367|O75367-2|O75367-3,1-10 FA,no hit,0.396678673,0.008558467,24.41200591,0.048800551
OTUB1,F5GYJ8|F5GYN4|J3KR44|Q96FW1,1-10 FA,no hit,-0.636457977,0.008760862,23.33824337,0.049302392
TBRG4,Q969Z0|Q969Z0-2,1-10 FA,enriched hit,0.65936678,0.008783024,22.7466215,0.049302392
DDX17,H3BLZ8|Q92841|Q92841-1|Q92841-2|Q92841-3,1-10 FA,no hit,0.301689756,0.008809025,25.58538315,0.049302392
ANP32E,E9PPH5|Q9BTT0|Q9BTT0-3,1-10 FA,no hit,-0.807976363,0.008821154,23.54362236,0.049302392
PPP5C,H0YDU8|P53041,1-10 FA,no hit,-0.622599335,0.008893,25.44367919,0.049369251
APP,E9PG40|H7C0V9|P05067|P05067-11|P05067-7|P05067-8|P05067-9,1-10 FA,no hit,0.434898376,0.00894992,24.34377031,0.049369251
PARVA,J3KNQ4|Q9NVD7,1-10 FA,no hit,-0.393949745,0.009021955,23.25248524,0.049369251
HAT1,O14929,1-10 FA,no hit,-0.461576872,0.0091028,23.23698111,0.049369251
DDX21,Q9NR30|Q9NR30-2,1-10 FA,no hit,0.345544285,0.009112266,25.39703054,0.049369251
SET,A0A0C4DFV9|Q01105|Q01105-2|Q01105-3|Q01105-4,1-10 FA,no hit,-0.670104024,0.009139828,25.24337454,0.049369251
ENO1,P06733,1-10 FA,no hit,-0.643580755,0.009143755,26.39436188,0.049369251
DNAJB11,Q9UBS4,1-10 FA,no hit,0.522610666,0.009196891,24.41304679,0.049369251
RPLP1,P05386,1-10 FA,no hit,-0.491353674,0.009250898,24.6355865,0.049369251
PTGES3,A0A087WYT3|Q15185|Q15185-3|Q15185-4,1-10 FA,no hit,-0.892731181,0.0092704,24.54966673,0.049369251
YWHAH,Q04917,1-10 FA,no hit,-0.58946785,0.009422484,24.98488383,0.04994359
MAP4,E7EVA0|P27816|P27816-2|P27816-6,1-10 FA,no hit,-0.633427058,0.009515012,23.92832056,0.050198357
XPOT,O43592,1-10 FA,no hit,-0.534972878,0.009562469,23.82737793,0.050214083
ETF1,B7Z7P8|P62495|P62495-2,1-10 FA,no hit,-0.468431811,0.00974933,24.41564832,0.050958305
PLD3,Q8IV08,1-10 FA,no hit,0.336167468,0.009859442,23.57070852,0.051296361
PYGL,E9PK47|P06737|P06737-2,1-10 FA,no hit,-0.354679373,0.010150828,25.08190944,0.052274114000000003
SSB,P05455,1-10 FA,no hit,-0.710119286,0.010163948,25.07706026,0.052274114000000003
ANP32A,H0YN26|P39687,1-10 FA,no hit,-0.708326245,0.010186276,25.17743497,0.052274114000000003
GRPEL1,Q9HAV7,1-10 FA,no hit,0.439288716,0.01051476,23.05940475,0.053715672
ALDH18A1,P54886|P54886-2,1-10 FA,no hit,0.455061503,0.010710653,25.08641322,0.05446994
UBA6,A0AVT1|A0AVT1-2,1-10 FA,no hit,-0.526697413,0.010824328,24.86656139,0.054801192
SARNP,F8VZQ9|P82979,1-10 FA,no hit,0.410860701,0.010956783,23.51798699,0.055224145
ALDH4A1,P30038|P30038-3,1-10 FA,no hit,0.462824461,0.011457271,24.72038767,0.056754722
HSPH1,Q92598|Q92598-2|Q92598-3|Q92598-4,1-10 FA,no hit,-0.532228054,0.011457947,24.91008358,0.056754722
DSTN,P60981|P60981-2,1-10 FA,no hit,-0.508591213,0.011494906,23.36561117,0.056754722
HEXIM1,O94992,1-10 FA,no hit,-0.394297809,0.011540135,22.80953326,0.056754722
YLPM1,F8VU51|H0YIQ2|P49750-4,1-10 FA,no hit,0.392889102,0.01156233,22.75352476,0.056754722
STK24,B4DR80|H0Y630|Q9Y6E0|Q9Y6E0-2,1-10 FA,no hit,-0.528721407,0.011644585,22.14756774,0.056754722
SERBP1,Q8NC51-2|Q8NC51-3|Q8NC51-4,1-10 FA,no hit,-0.366513568,0.011652507,24.66806115,0.056754722
SOD2,A0A0C4DFU2|F5GYZ5|F5H3C5|F5H4R2|P04179|P04179-4,1-10 FA,enriched candidate,0.867365878,0.011662618,24.94136061,0.056754722
ATP6V1E1,C9J8H1|P36543|P36543-2|P36543-3,1-10 FA,no hit,0.305840602,0.011753701,23.53762239,0.056801965
COA7,Q96BR5,1-10 FA,no hit,0.544654954,0.011779736,23.37680502,0.056801965
BLMH,Q13867,1-10 FA,no hit,-0.573523593,0.011870367,24.0392907,0.056801965
PSMC2,P35998,1-10 FA,no hit,-0.330629127,0.011873573,24.52920763,0.056801965
NUP58,H7BYF2|Q5JRG1|Q9BVL2|Q9BVL2-2|Q9BVL2-3,1-10 FA,no hit,0.536722185,0.011972502,22.73890669,0.057033564
HNRNPD,H0Y8G5|Q14103|Q14103-3,1-10 FA,no hit,0.391014145,0.012099596,24.53330307,0.057396823
YWHAQ,P27348,1-10 FA,no hit,-0.616078298,0.012185516,25.47366136,0.057559047
DDX18,Q9NVP1,1-10 FA,no hit,0.441829745,0.012334443,24.20431507,0.057559047
PLS3,A0A0A0MSQ0|P13797|P13797-2|P13797-3,1-10 FA,no hit,-0.407264288,0.012344472,25.86558393,0.057559047
TXNRD1,A0A087WSW9|A0A087WSY9|E9PIR7|F8W809|Q16881|Q16881-2|Q16881-3|Q16881-4|Q16881-5|Q16881-6,1-10 FA,no hit,-0.561525658,0.012364583,25.99941019,0.057559047
NSUN2,Q08J23,1-10 FA,no hit,-0.365882808,0.012388705,23.26195757,0.057559047
SRM,P19623,1-10 FA,no hit,-1.142245523,0.012597756,23.22299772,0.058192175
