Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
TPMT,P51580,Thiopurine S-methyltransferase,-1.473135346,19.05091327,PA_UV vs PA_NoUV,cytosole,1.71E-10,hit
ARMT1,Q9H993,Damage-control phosphatase ARMT1,-1.791340012,21.6116878,PA_UV vs PA_NoUV,cytosole,1.72E-10,hit
PAFAH1B3,Q15102,Platelet-activating factor acetylhydrolase IB subunit alpha1,-1.542511468,20.81550345,PA_UV vs PA_NoUV,cytosole,1.72E-10,hit
BABAM1,Q9NWV8,BRISC and BRCA1-A complex member 1,-1.363006386,17.89032856,PA_UV vs PA_NoUV,cytosole,1.74E-10,hit
RBX1,P62877,E3 ubiquitin-protein ligase RBX1,-1.526409105,19.11483515,PA_UV vs PA_NoUV,cytosole,1.79E-10,hit
PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,-1.50161717,22.59095341,PA_UV vs PA_NoUV,cytosole,1.82E-10,hit
BTF3,P20290,Transcription factor BTF3,-1.352679724,20.19092466,PA_UV vs PA_NoUV,cytosole,1.83E-10,hit
PDLIM5,Q96HC4,PDZ and LIM domain protein 5,-1.529894165,19.66528935,PA_UV vs PA_NoUV,cytosole,1.86E-10,hit
PPIA,P62937,Peptidyl-prolyl cis-trans isomerase A,-1.842246597,24.57771058,PA_UV vs PA_NoUV,cytosole,1.92E-10,hit
UBE2I,P63279,SUMO-conjugating enzyme UBC9,-1.222710715,20.54387434,PA_UV vs PA_NoUV,cytosole,1.92E-10,hit
CIAPIN1,Q6FI81,Anamorsin,-1.824400755,21.12329769,PA_UV vs PA_NoUV,cytosole,1.95E-10,hit
AAK1,Q2M2I8,AP2-associated protein kinase 1,-1.501850039,17.43178611,PA_UV vs PA_NoUV,cytosole,1.98E-10,hit
ANXA3,P12429,Annexin A3,-1.732743647,22.08183911,PA_UV vs PA_NoUV,cytosole,1.99E-10,hit
CYRIB,Q9NUQ9,CYFIP-related Rac1 interactor B,-1.704110783,21.18604072,PA_UV vs PA_NoUV,cytosole,1.99E-10,hit
XPO7,Q9UIA9,Exportin-7,-1.411656437,21.02685745,PA_UV vs PA_NoUV,cytosole,1.99E-10,hit
PSMB7,Q99436,Proteasome subunit beta type-7,-1.610029435,22.11890465,PA_UV vs PA_NoUV,cytosole,2.00E-10,hit
TYMS,P04818,Thymidylate synthase,-1.867028569,21.05660767,PA_UV vs PA_NoUV,cytosole,2.02E-10,hit
MAGEA6,P43360,Melanoma-associated antigen 6,-1.228614377,18.92303866,PA_UV vs PA_NoUV,cytosole,2.02E-10,hit
PAK2,Q13177,Serine/threonine-protein kinase PAK 2,-1.663490064,21.15969236,PA_UV vs PA_NoUV,cytosole,2.04E-10,hit
CBFB,Q13951,Core-binding factor subunit beta,-1.438648908,18.79565979,PA_UV vs PA_NoUV,cytosole,2.08E-10,hit
CRKL,P46109,Crk-like protein,-1.520029745,18.84939195,PA_UV vs PA_NoUV,cytosole,2.08E-10,hit
KYNU,Q16719,Kynureninase,-1.624711843,22.65764176,PA_UV vs PA_NoUV,cytosole,2.13E-10,hit
DTYMK,P23919,Thymidylate kinase,-1.61012515,21.84074735,PA_UV vs PA_NoUV,cytosole,2.16E-10,hit
FARSA,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,-1.68346599,21.24661852,PA_UV vs PA_NoUV,cytosole,2.16E-10,hit
PLA2G4A,P47712,Cytosolic phospholipase A2,-1.524232964,22.79940737,PA_UV vs PA_NoUV,cytosole,2.18E-10,hit
MYG1,Q9HB07,MYG1 exonuclease,-1.35373805,22.02636447,PA_UV vs PA_NoUV,cytosole,2.23E-10,hit
TLN1,Q9Y490,Talin-1,-1.5166099,24.14861319,PA_UV vs PA_NoUV,cytosole,2.25E-10,hit
PLS3,P13797,Plastin-3,-1.768513562,24.37122615,PA_UV vs PA_NoUV,cytosole,2.25E-10,hit
NUDT1,P36639,Oxidized purine nucleoside triphosphate hydrolase,-1.822042946,20.78208464,PA_UV vs PA_NoUV,cytosole,2.27E-10,hit
APEH,P13798,Acylamino-acid-releasing enzyme,-1.755646874,22.44022862,PA_UV vs PA_NoUV,cytosole,2.27E-10,hit
IDH1,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,-1.597201328,24.06662287,PA_UV vs PA_NoUV,cytosole,2.28E-10,hit
TBC1D15,Q8TC07,TBC1 domain family member 15,-1.825187841,21.63550246,PA_UV vs PA_NoUV,cytosole,2.31E-10,hit
RPS3,P23396,40S ribosomal protein S3,-1.562362275,24.88077255,PA_UV vs PA_NoUV,cytosole,2.33E-10,hit
EIF4G1,Q04637,Eukaryotic translation initiation factor 4 gamma 1,-1.370650381,24.33632205,PA_UV vs PA_NoUV,cytosole,2.33E-10,hit
EIF1AX,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",-2.150725612,22.19412486,PA_UV vs PA_NoUV,cytosole,2.37E-10,hit
TRIM47,Q96LD4,E3 ubiquitin-protein ligase TRIM47,-1.43696699,20.72903144,PA_UV vs PA_NoUV,cytosole,2.42E-10,hit
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,-1.322559988,23.79351726,PA_UV vs PA_NoUV,cytosole,2.47E-10,hit
CCT4,P50991,T-complex protein 1 subunit delta,-1.866721758,24.15845114,PA_UV vs PA_NoUV,cytosole,2.55E-10,hit
FXR1,P51114,RNA-binding protein FXR1,-1.322512262,19.5885831,PA_UV vs PA_NoUV,cytosole,2.55E-10,hit
XPO5,Q9HAV4,Exportin-5,-1.362762048,23.18789065,PA_UV vs PA_NoUV,cytosole,2.57E-10,hit
TRIM25,Q14258,E3 ubiquitin/ISG15 ligase TRIM25,-1.769634701,21.79727731,PA_UV vs PA_NoUV,cytosole,2.57E-10,hit
IDE,P14735,Insulin-degrading enzyme,-1.321828433,23.54133659,PA_UV vs PA_NoUV,cytosole,2.59E-10,hit
QTRT2,Q9H974,Queuine tRNA-ribosyltransferase accessory subunit 2,-1.392256365,18.41865504,PA_UV vs PA_NoUV,cytosole,2.64E-10,hit
RPL37A,P61513,60S ribosomal protein L37a,-2.049815563,21.51563642,PA_UV vs PA_NoUV,cytosole,2.69E-10,hit
TRMT1,Q9NXH9,tRNA (guanine(26)-N(2))-dimethyltransferase,-1.127991534,22.19414677,PA_UV vs PA_NoUV,cytosole,2.74E-10,hit
PRPS2,P11908,Ribose-phosphate pyrophosphokinase 2,-1.946674677,20.69230031,PA_UV vs PA_NoUV,cytosole,2.78E-10,hit
CAPG,P40121,Macrophage-capping protein,-1.737151022,21.993522,PA_UV vs PA_NoUV,cytosole,2.81E-10,hit
CERT1,Q9Y5P4,Ceramide transfer protein,-1.588172953,18.76675539,PA_UV vs PA_NoUV,cytosole,2.81E-10,hit
RUVBL1,Q9Y265,RuvB-like 1,-1.133931812,22.34180503,PA_UV vs PA_NoUV,cytosole,2.84E-10,hit
PPP2R5E,Q16537,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,-1.31282968,19.10389679,PA_UV vs PA_NoUV,cytosole,2.97E-10,hit
GDA,Q9Y2T3,Guanine deaminase,-1.716322121,23.40860958,PA_UV vs PA_NoUV,cytosole,3.02E-10,hit
LRRFIP1,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1,-2.326887331,20.25117827,PA_UV vs PA_NoUV,cytosole,3.07E-10,hit
COPG1,Q9Y678,Coatomer subunit gamma-1,-1.180788008,22.81294377,PA_UV vs PA_NoUV,cytosole,3.07E-10,hit
CHML,P26374,Rab proteins geranylgeranyltransferase component A 2,-1.363814156,20.70354164,PA_UV vs PA_NoUV,cytosole,3.11E-10,hit
HK2,P52789,Hexokinase-2,-1.193800486,22.74503825,PA_UV vs PA_NoUV,cytosole,3.12E-10,hit
USP15,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15,-1.613539867,22.22542887,PA_UV vs PA_NoUV,cytosole,3.13E-10,hit
TSNAX,Q99598,Translin-associated protein X,-1.430307758,19.57974227,PA_UV vs PA_NoUV,cytosole,3.22E-10,hit
MRTO4,Q9UKD2,mRNA turnover protein 4 homolog,-1.606693457,19.48293549,PA_UV vs PA_NoUV,cytosole,3.24E-10,hit
PAPSS1,O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,-1.667559717,19.88195201,PA_UV vs PA_NoUV,cytosole,3.37E-10,hit
NPEPPS,P55786,Puromycin-sensitive aminopeptidase,-1.674670407,25.03163024,PA_UV vs PA_NoUV,cytosole,3.38E-10,hit
VPS29,Q9UBQ0,Vacuolar protein sorting-associated protein 29,-1.507891601,22.14512831,PA_UV vs PA_NoUV,cytosole,3.40E-10,hit
TATDN1,Q6P1N9,Deoxyribonuclease TATDN1,-1.253626886,18.74029316,PA_UV vs PA_NoUV,cytosole,3.42E-10,hit
ELP3,Q9H9T3,Elongator complex protein 3,-1.561848404,19.93194061,PA_UV vs PA_NoUV,cytosole,3.43E-10,hit
RPS2,P15880,40S ribosomal protein S2,-1.826211836,24.1688498,PA_UV vs PA_NoUV,cytosole,3.49E-10,hit
CLIC1,O00299,Chloride intracellular channel protein 1,-1.859261192,23.70661319,PA_UV vs PA_NoUV,cytosole,3.57E-10,hit
DARS1,P14868,"Aspartate--tRNA ligase, cytoplasmic",-1.300489161,23.05457048,PA_UV vs PA_NoUV,cytosole,3.60E-10,hit
RPL3,P39023,60S ribosomal protein L3,-1.620759381,25.32031697,PA_UV vs PA_NoUV,cytosole,3.61E-10,hit
ANKZF1,Q9H8Y5,Ankyrin repeat and zinc finger domain-containing protein 1,-1.710579263,16.56490769,PA_UV vs PA_NoUV,cytosole,3.62E-10,hit
XPNPEP1,Q9NQW7,Xaa-Pro aminopeptidase 1,-1.357800369,21.56413989,PA_UV vs PA_NoUV,cytosole,3.75E-10,hit
MAT2B,Q9NZL9,Methionine adenosyltransferase 2 subunit beta,-1.452551592,21.31713059,PA_UV vs PA_NoUV,cytosole,3.78E-10,hit
EZR,P15311,Ezrin,-1.605516146,24.09700748,PA_UV vs PA_NoUV,cytosole,3.79E-10,hit
RPS6KA1,Q15418,Ribosomal protein S6 kinase alpha-1,-1.501291272,20.93102697,PA_UV vs PA_NoUV,cytosole,3.80E-10,hit
DDX6,P26196,Probable ATP-dependent RNA helicase DDX6,-1.15594486,22.53790785,PA_UV vs PA_NoUV,cytosole,3.82E-10,hit
SUPT5H,O00267,Transcription elongation factor SPT5,-1.233008381,21.13904178,PA_UV vs PA_NoUV,cytosole,3.85E-10,hit
APRT,P07741,Adenine phosphoribosyltransferase,-1.798939934,22.76323934,PA_UV vs PA_NoUV,cytosole,3.86E-10,hit
MALT1,Q9UDY8,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,-1.534349714,20.11891411,PA_UV vs PA_NoUV,cytosole,3.93E-10,hit
IL18,Q14116,Interleukin-18,-1.69880561,21.37987846,PA_UV vs PA_NoUV,cytosole,3.97E-10,hit
TXNDC17,Q9BRA2,Thioredoxin domain-containing protein 17,-1.453412072,19.28562524,PA_UV vs PA_NoUV,cytosole,4.01E-10,hit
PRDX6,P30041,Peroxiredoxin-6,-2.163511083,24.8778452,PA_UV vs PA_NoUV,cytosole,4.02E-10,hit
THUMPD3,Q9BV44,tRNA (guanine(6)-N2)-methyltransferase THUMP3,-1.808511308,19.20019154,PA_UV vs PA_NoUV,cytosole,4.04E-10,hit
EIF3C,Q99613,Eukaryotic translation initiation factor 3 subunit C,-1.325105266,24.20572685,PA_UV vs PA_NoUV,cytosole,4.11E-10,hit
VPS35,Q96QK1,Vacuolar protein sorting-associated protein 35,-1.619753054,21.86775007,PA_UV vs PA_NoUV,cytosole,4.20E-10,hit
IMPA1,P29218,Inositol monophosphatase 1,-1.57091392,21.30147744,PA_UV vs PA_NoUV,cytosole,4.26E-10,hit
LXN,Q9BS40,Latexin,-1.70897591,20.26061169,PA_UV vs PA_NoUV,cytosole,4.34E-10,hit
PSMA4,P25789,Proteasome subunit alpha type-4,-1.45126669,23.23773902,PA_UV vs PA_NoUV,cytosole,4.45E-10,hit
TOMM34,Q15785,Mitochondrial import receptor subunit TOM34,-2.124510633,20.02710182,PA_UV vs PA_NoUV,cytosole,4.53E-10,hit
CCT5,P48643,T-complex protein 1 subunit epsilon,-1.919494321,24.55239959,PA_UV vs PA_NoUV,cytosole,4.58E-10,hit
MAP7,Q14244,Ensconsin,-2.148193874,20.99332593,PA_UV vs PA_NoUV,cytosole,4.60E-10,hit
EIF2B4,Q9UI10,Translation initiation factor eIF-2B subunit delta,-1.192077228,18.51622064,PA_UV vs PA_NoUV,cytosole,4.61E-10,hit
HMBS,P08397,Porphobilinogen deaminase,-1.341927259,20.51192848,PA_UV vs PA_NoUV,cytosole,4.71E-10,hit
TK1,P04183,"Thymidine kinase, cytosolic",-1.846058936,21.57999288,PA_UV vs PA_NoUV,cytosole,4.82E-10,hit
USP11,P51784,Ubiquitin carboxyl-terminal hydrolase 11,-1.140389278,19.72407271,PA_UV vs PA_NoUV,cytosole,4.92E-10,hit
COPA,P53621,Coatomer subunit alpha,-1.28061529,23.11109514,PA_UV vs PA_NoUV,cytosole,4.92E-10,hit
GALE,Q14376,UDP-glucose 4-epimerase,-1.74899505,19.83036698,PA_UV vs PA_NoUV,cytosole,5.08E-10,hit
MAPK1,P28482,Mitogen-activated protein kinase 1,-1.53313938,22.54279948,PA_UV vs PA_NoUV,cytosole,5.15E-10,hit
GSTM3,P21266,Glutathione S-transferase Mu 3,-1.802338861,23.32339234,PA_UV vs PA_NoUV,cytosole,5.36E-10,hit
NUB1,Q9Y5A7,NEDD8 ultimate buster 1,-1.359859035,17.46722213,PA_UV vs PA_NoUV,cytosole,5.40E-10,hit
FSCN1,Q16658,Fascin,-1.968667756,24.15639172,PA_UV vs PA_NoUV,cytosole,5.42E-10,hit
CHEK2,O96017,Serine/threonine-protein kinase Chk2,-1.195855584,20.53513808,PA_UV vs PA_NoUV,cytosole,5.44E-10,hit
RPL37,P61927,60S ribosomal protein L37,-1.725589969,22.34385757,PA_UV vs PA_NoUV,cytosole,5.53E-10,hit
RCC2,Q9P258,Protein RCC2,-1.589881845,22.05232516,PA_UV vs PA_NoUV,cytosole,5.59E-10,hit
NARS1,O43776,"Asparagine--tRNA ligase, cytoplasmic",-1.706688238,23.69270645,PA_UV vs PA_NoUV,cytosole,5.59E-10,hit
SMC4,Q9NTJ3,Structural maintenance of chromosomes protein 4,-1.590777734,22.12247438,PA_UV vs PA_NoUV,cytosole,5.60E-10,hit
PGLS,O95336,6-phosphogluconolactonase,-1.310827493,21.61685014,PA_UV vs PA_NoUV,cytosole,5.72E-10,hit
IPO5,O00410,Importin-5,-1.782303833,24.53731861,PA_UV vs PA_NoUV,cytosole,5.73E-10,hit
MAPKAPK3,Q16644,MAP kinase-activated protein kinase 3,-1.577032651,20.87372129,PA_UV vs PA_NoUV,cytosole,5.77E-10,hit
OSBP,P22059,Oxysterol-binding protein 1,-1.554392814,21.95321359,PA_UV vs PA_NoUV,cytosole,5.81E-10,hit
IGF2BP1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1,-1.231488679,22.65173535,PA_UV vs PA_NoUV,cytosole,5.85E-10,hit
RPS20,P60866,40S ribosomal protein S20,-1.538762241,22.90349524,PA_UV vs PA_NoUV,cytosole,5.96E-10,hit
PMM2,O15305,Phosphomannomutase 2,-1.639728828,22.83778413,PA_UV vs PA_NoUV,cytosole,5.96E-10,hit
TRIP13,Q15645,Pachytene checkpoint protein 2 homolog,-1.848839927,23.13436267,PA_UV vs PA_NoUV,cytosole,6.06E-10,hit
GMDS,O60547,"GDP-mannose 4,6 dehydratase",-1.43402686,21.62556684,PA_UV vs PA_NoUV,cytosole,6.10E-10,hit
MYH9,P35579,Myosin-9,-1.778300487,26.00726728,PA_UV vs PA_NoUV,cytosole,6.10E-10,hit
COPS8,Q99627,COP9 signalosome complex subunit 8,-1.169585747,20.50171008,PA_UV vs PA_NoUV,cytosole,6.12E-10,hit
FAM120A,Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1,-1.156599782,21.69333378,PA_UV vs PA_NoUV,cytosole,6.16E-10,hit
ATXN2L,Q8WWM7,Ataxin-2-like protein,-1.602659359,19.76289151,PA_UV vs PA_NoUV,cytosole,6.22E-10,hit
NHLRC2,Q8NBF2,NHL repeat-containing protein 2,-1.50748172,20.74470119,PA_UV vs PA_NoUV,cytosole,6.30E-10,hit
AACS,Q86V21,Acetoacetyl-CoA synthetase,-1.648779473,20.37889828,PA_UV vs PA_NoUV,cytosole,6.34E-10,hit
USO1,O60763,General vesicular transport factor p115,-1.091373248,22.38359064,PA_UV vs PA_NoUV,cytosole,6.40E-10,hit
NDRG3,Q9UGV2,Protein NDRG3,-1.625821648,20.13809429,PA_UV vs PA_NoUV,cytosole,6.44E-10,hit
PEF1,Q9UBV8,Peflin,-1.387271351,22.04564028,PA_UV vs PA_NoUV,cytosole,6.53E-10,hit
PGAM1,P18669,Phosphoglycerate mutase 1,-1.72308187,24.95670418,PA_UV vs PA_NoUV,cytosole,6.56E-10,hit
NAE1,Q13564,NEDD8-activating enzyme E1 regulatory subunit,-1.443298489,21.87829645,PA_UV vs PA_NoUV,cytosole,6.63E-10,hit
GART,P22102,Trifunctional purine biosynthetic protein adenosine-3,-1.715499694,23.99116124,PA_UV vs PA_NoUV,cytosole,6.66E-10,hit
RPL7A,P62424,60S ribosomal protein L7a,-2.091873003,23.82421625,PA_UV vs PA_NoUV,cytosole,6.71E-10,hit
S100A4,P26447,Protein S100-A4,-1.92609168,24.00261492,PA_UV vs PA_NoUV,cytosole,6.71E-10,hit
FTO,Q9C0B1,Alpha-ketoglutarate-dependent dioxygenase FTO,-1.466949845,21.28514037,PA_UV vs PA_NoUV,cytosole,6.74E-10,hit
PSMD2,Q13200,26S proteasome non-ATPase regulatory subunit 2,-1.599764581,24.00789454,PA_UV vs PA_NoUV,cytosole,6.78E-10,hit
ILF3,Q12906,Interleukin enhancer-binding factor 3,-1.211611632,23.0518155,PA_UV vs PA_NoUV,cytosole,6.92E-10,hit
UFC1,Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1,-1.434916033,20.28181166,PA_UV vs PA_NoUV,cytosole,7.03E-10,hit
VCPIP1,Q96JH7,Deubiquitinating protein VCPIP1,-1.448735731,19.28665304,PA_UV vs PA_NoUV,cytosole,7.03E-10,hit
KIF2A,O00139,Kinesin-like protein KIF2A,-1.162649853,20.25039762,PA_UV vs PA_NoUV,cytosole,7.14E-10,hit
ABRAXAS2,Q15018,BRISC complex subunit Abraxas 2,-1.559182832,18.67645921,PA_UV vs PA_NoUV,cytosole,7.24E-10,hit
RIMOC1,A6NDU8,RAB7A-interacting MON1-CCZ1 complex subunit 1,-1.793674558,19.44146991,PA_UV vs PA_NoUV,cytosole,7.27E-10,hit
DCTN1,Q14203,Dynactin subunit 1,-1.689760055,19.86053616,PA_UV vs PA_NoUV,cytosole,7.36E-10,hit
RBM12,Q9NTZ6,RNA-binding protein 12,-1.224215806,20.32146983,PA_UV vs PA_NoUV,cytosole,7.45E-10,hit
EDC3,Q96F86,Enhancer of mRNA-decapping protein 3,-1.487575937,19.27230088,PA_UV vs PA_NoUV,cytosole,7.70E-10,hit
YWHAG,P61981,14-3-3 protein gamma,-1.448427632,22.97728937,PA_UV vs PA_NoUV,cytosole,7.81E-10,hit
RAB5C,P51148,Ras-related protein Rab-5C,-1.678858472,20.92661792,PA_UV vs PA_NoUV,cytosole,7.83E-10,hit
OLA1,Q9NTK5,Obg-like ATPase 1,-1.92091244,21.87609126,PA_UV vs PA_NoUV,cytosole,7.88E-10,hit
PITPNA,Q00169,Phosphatidylinositol transfer protein alpha isoform,-1.256647986,20.51145567,PA_UV vs PA_NoUV,cytosole,7.98E-10,hit
DDT,P30046,D-dopachrome decarboxylase,-1.753504152,23.37889235,PA_UV vs PA_NoUV,cytosole,8.00E-10,hit
POLD1,P28340,DNA polymerase delta catalytic subunit,-1.438233223,20.77213745,PA_UV vs PA_NoUV,cytosole,8.10E-10,hit
MAPKAPK2,P49137,MAP kinase-activated protein kinase 2,-1.201899267,17.64384212,PA_UV vs PA_NoUV,cytosole,8.35E-10,hit
YWHAB,P31946,14-3-3 protein beta/alpha,-1.616115576,24.31614892,PA_UV vs PA_NoUV,cytosole,8.65E-10,hit
RPL35A,P18077,60S ribosomal protein L35a,-1.949771609,23.58387187,PA_UV vs PA_NoUV,cytosole,8.67E-10,hit
HERC4,Q5GLZ8,Probable E3 ubiquitin-protein ligase HERC4,-1.48328248,21.52521322,PA_UV vs PA_NoUV,cytosole,8.75E-10,hit
FPGT,O14772,Fucose-1-phosphate guanylyltransferase,-1.388196793,18.50939581,PA_UV vs PA_NoUV,cytosole,8.76E-10,hit
ARIH1,Q9Y4X5,E3 ubiquitin-protein ligase ARIH1,-1.64291542,17.80822411,PA_UV vs PA_NoUV,cytosole,9.01E-10,hit
UBA1,P22314,Ubiquitin-like modifier-activating enzyme 1,-1.714628342,25.69940946,PA_UV vs PA_NoUV,cytosole,9.01E-10,hit
HMGB1,P09429,High mobility group protein B1,-2.310893072,23.81642809,PA_UV vs PA_NoUV,cytosole,9.07E-10,hit
HINT1,P49773,Adenosine 5'-monophosphoramidase HINT1,-2.014360062,20.72618101,PA_UV vs PA_NoUV,cytosole,9.18E-10,hit
MAGOH,P61326,Protein mago nashi homolog,-1.763783583,19.62659947,PA_UV vs PA_NoUV,cytosole,9.35E-10,hit
RTCA,O00442,RNA 3'-terminal phosphate cyclase,-1.615807413,19.00345052,PA_UV vs PA_NoUV,cytosole,9.69E-10,hit
UBR4,Q5T4S7,E3 ubiquitin-protein ligase UBR4,-1.628420611,22.87246448,PA_UV vs PA_NoUV,cytosole,9.83E-10,hit
BCCIP,Q9P287,BRCA2 and CDKN1A-interacting protein,-1.187210904,20.96961248,PA_UV vs PA_NoUV,cytosole,9.89E-10,hit
EIF3G,O75821,Eukaryotic translation initiation factor 3 subunit G,-1.927994374,22.50996824,PA_UV vs PA_NoUV,cytosole,9.98E-10,hit
SND1,Q7KZF4,Staphylococcal nuclease domain-containing protein 1,-1.432116273,22.6102349,PA_UV vs PA_NoUV,cytosole,1.03E-09,hit
RPL8,P62917,60S ribosomal protein L8,-2.116275659,25.05380097,PA_UV vs PA_NoUV,cytosole,1.05E-09,hit
HSPA14,Q0VDF9,Heat shock 70 kDa protein 14,-1.776350891,19.94608949,PA_UV vs PA_NoUV,cytosole,1.07E-09,hit
ACTL6A,O96019,Actin-like protein 6A,-1.54157302,20.47322283,PA_UV vs PA_NoUV,cytosole,1.08E-09,hit
ACBD6,Q9BR61,Acyl-CoA-binding domain-containing protein 6,-1.714241839,18.32810733,PA_UV vs PA_NoUV,cytosole,1.09E-09,hit
OGFOD1,Q8N543,Prolyl 3-hydroxylase OGFOD1,-1.55184987,21.5653212,PA_UV vs PA_NoUV,cytosole,1.11E-09,hit
CTH,P32929,Cystathionine gamma-lyase,-1.642151537,21.47069389,PA_UV vs PA_NoUV,cytosole,1.12E-09,hit
EEF1E1,O43324,Eukaryotic translation elongation factor 1 epsilon-1,-1.829675008,19.75605797,PA_UV vs PA_NoUV,cytosole,1.15E-09,hit
EML4,Q9HC35,Echinoderm microtubule-associated protein-like 4,-1.391530062,20.84457535,PA_UV vs PA_NoUV,cytosole,1.16E-09,hit
NME2,P22392,Nucleoside diphosphate kinase B,-2.085903296,24.03340207,PA_UV vs PA_NoUV,cytosole,1.18E-09,hit
RTCB,Q9Y3I0,RNA-splicing ligase RtcB homolog,-1.428899518,22.04531886,PA_UV vs PA_NoUV,cytosole,1.19E-09,hit
RABGGTB,P53611,Geranylgeranyl transferase type-2 subunit beta,-1.479657825,22.39550598,PA_UV vs PA_NoUV,cytosole,1.22E-09,hit
CAMK2G,Q13555,Calcium/calmodulin-dependent protein kinase type II subunit gamma,-1.172440051,20.48359114,PA_UV vs PA_NoUV,cytosole,1.23E-09,hit
RFC5,P40937,Replication factor C subunit 5,-1.2264039,19.99190981,PA_UV vs PA_NoUV,cytosole,1.23E-09,hit
TTC5,Q8N0Z6,Tetratricopeptide repeat protein 5,-1.607118385,17.51696596,PA_UV vs PA_NoUV,cytosole,1.23E-09,hit
XPOT,O43592,Exportin-T,-1.485235182,22.81468424,PA_UV vs PA_NoUV,cytosole,1.24E-09,hit
NQO2,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],-1.600297914,22.75467112,PA_UV vs PA_NoUV,cytosole,1.25E-09,hit
GPX4,P36969,Phospholipid hydroperoxide glutathione peroxidase,-1.357944774,19.16970162,PA_UV vs PA_NoUV,cytosole,1.25E-09,hit
PSMC4,P43686,26S proteasome regulatory subunit 6B,-1.328972343,21.73138576,PA_UV vs PA_NoUV,cytosole,1.26E-09,hit
NT5DC1,Q5TFE4,5'-nucleotidase domain-containing protein 1,-1.604301912,23.14497089,PA_UV vs PA_NoUV,cytosole,1.26E-09,hit
SEPTIN9,Q9UHD8,Septin-9,-1.427719279,19.67078037,PA_UV vs PA_NoUV,cytosole,1.27E-09,hit
FERMT2,Q96AC1,Fermitin family homolog 2,-1.403917912,20.31418604,PA_UV vs PA_NoUV,cytosole,1.27E-09,hit
HMGB2,P26583,High mobility group protein B2,-2.790626371,20.80028449,PA_UV vs PA_NoUV,cytosole,1.28E-09,hit
RPL10,P27635,60S ribosomal protein L10,-1.623185323,23.66205162,PA_UV vs PA_NoUV,cytosole,1.30E-09,hit
CAPZA2,P47755,F-actin-capping protein subunit alpha-2,-1.176476261,19.52502291,PA_UV vs PA_NoUV,cytosole,1.30E-09,hit
HNRNPH1,P31943,Heterogeneous nuclear ribonucleoprotein H,-1.202972767,20.73771517,PA_UV vs PA_NoUV,cytosole,1.31E-09,hit
TIGAR,Q9NQ88,"Fructose-2,6-bisphosphatase TIGAR",-1.646338347,20.11968724,PA_UV vs PA_NoUV,cytosole,1.33E-09,hit
EIF5B,O60841,Eukaryotic translation initiation factor 5B,-1.660787234,23.12724,PA_UV vs PA_NoUV,cytosole,1.33E-09,hit
MVD,P53602,Diphosphomevalonate decarboxylase,-1.472863887,19.32464563,PA_UV vs PA_NoUV,cytosole,1.35E-09,hit
COPS7A,Q9UBW8,COP9 signalosome complex subunit 7a,-1.371484248,20.8113423,PA_UV vs PA_NoUV,cytosole,1.35E-09,hit
LUC7L2,Q9Y383,Putative RNA-binding protein Luc7-like 2,-1.291625012,22.26283993,PA_UV vs PA_NoUV,cytosole,1.38E-09,hit
UBE2D3,P61077,Ubiquitin-conjugating enzyme E2 D3,-1.541436619,20.22437028,PA_UV vs PA_NoUV,cytosole,1.44E-09,hit
PSMC2,P35998,26S proteasome regulatory subunit 7,-1.450345679,23.19197248,PA_UV vs PA_NoUV,cytosole,1.44E-09,hit
DNAJC2,Q99543,DnaJ homolog subfamily C member 2,-1.44910345,19.97870638,PA_UV vs PA_NoUV,cytosole,1.45E-09,hit
GSTT2,P0CG29,Glutathione S-transferase theta-2,-1.492764287,20.93625519,PA_UV vs PA_NoUV,cytosole,1.45E-09,hit
MBNL1,Q9NR56,Muscleblind-like protein 1,-1.324935517,17.95840949,PA_UV vs PA_NoUV,cytosole,1.49E-09,hit
PRPF4,O43172,U4/U6 small nuclear ribonucleoprotein Prp4,-1.025672506,17.95309714,PA_UV vs PA_NoUV,cytosole,1.51E-09,hit
NUDCD1,Q96RS6,NudC domain-containing protein 1,-1.370297311,21.57533038,PA_UV vs PA_NoUV,cytosole,1.55E-09,hit
CKB,P12277,Creatine kinase B-type,-1.52411472,23.25758475,PA_UV vs PA_NoUV,cytosole,1.56E-09,hit
NUP93,Q8N1F7,Nuclear pore complex protein Nup93,-1.288464683,21.22210231,PA_UV vs PA_NoUV,cytosole,1.59E-09,hit
