"","LipidProbe","gene_name","hit_annotation","logFC","pvalue","fdr"
"5329","1-10 FA","RRM1","no hit",-0.812868184,0.000332,"0.018718272"
"5330","1-10 FA","SMS","no hit",-0.800631339,0.000401,"0.021368204"
"5331","1-10 FA","PLOD3","enriched hit",0.607330402,0.000416,"0.021368204"
"5332","1-10 FA","NPLOC4","no hit",-0.469503898,0.000473,"0.022515797"
"5333","1-10 FA","FASN","no hit",-0.67782553,0.000479,"0.022515797"
"5334","1-10 FA","CDC123","no hit",-0.754765281,0.000517,"0.022745593"
"5335","1-10 FA","IPO5","no hit",-0.628838231,0.000524,"0.022745593"
"5336","1-10 FA","RRBP1","no hit",0.532321362,0.000588,"0.023970043"
"5337","1-10 FA","PREP","no hit",-0.782819154,0.00061,"0.023970043"
"5338","1-10 FA","NPEPPS","no hit",-0.656012888,0.000616,"0.023970043"
"5339","1-10 FA","CDK6","no hit",-0.609003622,0.000689,"0.024832111"
"5340","1-10 FA","HSP90B1","no hit",0.584748703,0.000715,"0.024832111"
"5341","1-10 FA","PSME3","no hit",-0.534409909,0.000725,"0.024832111"
"5342","1-10 FA","PLEC","no hit",0.445480112,0.000731,"0.024832111"
"5343","1-10 FA","ACAA2","enriched hit",0.761626131,0.000748,"0.024832111"
"5344","1-10 FA","PPP6C","no hit",-0.580407001,0.000782,"0.025216571"
"5345","1-10 FA","MPRIP","enriched hit",0.601983402,0.000808,"0.025335422"
"5346","1-10 FA","TARS","no hit",-0.656110725,0.000875,"0.026458967"
"5347","1-10 FA","ACACA","no hit",-0.615634574,0.00091,"0.026458967"
"5348","1-10 FA","STAT3","no hit",-0.499811044,0.000914,"0.026458967"
"5349","1-10 FA","TSN","no hit",-0.676340839,0.000974,"0.027185051"
"5350","1-10 FA","PDIA3","enriched hit",0.624711644,0.000987,"0.027185051"
"5351","1-10 FA","ACADM","no hit",0.476776397,0.001076923,"0.028948703"
"5352","1-10 FA","TUFM","no hit",0.41517503,0.001138537,"0.029522938"
"5353","1-10 FA","XPNPEP1","no hit",-0.843772008,0.001169813,"0.029522938"
"5354","1-10 FA","LARS","no hit",-0.455911637,0.001197388,"0.029522938"
"5355","1-10 FA","SEC31A","no hit",-0.442469628,0.001202883,"0.029522938"
"5356","1-10 FA","CAND1","no hit",-0.521912983,0.001280111,"0.030732972"
"5357","1-10 FA","NARS","no hit",-0.866176947,0.001333073,"0.030732972"
"5358","1-10 FA","ACAD9","enriched hit",0.730991888,0.001334992,"0.030732972"
"5359","1-10 FA","NUCB2|Nucb2|HEL-S-109","enriched hit",0.620647548,0.001361071,"0.030732972"
"5360","1-10 FA","HADH","no hit",0.492160856,0.001427598,"0.0316031"
"5361","1-10 FA","COPA","no hit",-0.43272323,0.001540241,"0.032527624"
"5362","1-10 FA","DPP3","no hit",-0.841133027,0.001546245,"0.032527624"
"5363","1-10 FA","SDHA","enriched hit",0.602660809,0.00156312,"0.032527624"
"5364","1-10 FA","CLIC4","no hit",-0.6691009,0.001601425,"0.032527624"
"5365","1-10 FA","XPO5","no hit",-0.512040711,0.001613416,"0.032527624"
"5366","1-10 FA","TMEM189-UBE2V1|UBE2V1","no hit",-0.951558004,0.00164789,"0.032639796"
"5367","1-10 FA","TRIP11","no hit",0.518187667,0.001700819,"0.032734752"
"5368","1-10 FA","IDE","no hit",-0.490034967,0.001716325,"0.032734752"
"5369","1-10 FA","NUCB1","enriched hit",0.662396132,0.001770226,"0.032734752"
"5370","1-10 FA","LDHA","no hit",-0.706606119,0.00180042,"0.032734752"
"5371","1-10 FA","ABCE1","no hit",-0.806251962,0.001821516,"0.032734752"
"5372","1-10 FA","KTN1","enriched hit",0.698396797,0.001883743,"0.032734752"
"5373","1-10 FA","TPT1","no hit",-0.735487961,0.001940537,"0.032734752"
"5374","1-10 FA","RPLP0","no hit",-0.409153417,0.001944143,"0.032734752"
"5375","1-10 FA","AIFM1","enriched hit",0.595574323,0.00195716,"0.032734752"
"5376","1-10 FA","DIS3","no hit",-0.583240851,0.001994699,"0.032734752"
"5377","1-10 FA","CRTAP","no hit",0.452244638,0.002033128,"0.032734752"
"5378","1-10 FA","NDUFAF7","no hit",0.484465611,0.002089941,"0.032734752"
"5379","1-10 FA","GOT1","no hit",-0.828729956,0.002114602,"0.032734752"
"5380","1-10 FA","GMPS","no hit",-0.615788309,0.002184181,"0.032734752"
"5381","1-10 FA","PSMA1","no hit",-0.512054127,0.002195725,"0.032734752"
"5382","1-10 FA","PPIA","no hit",-0.727945742,0.002206073,"0.032734752"
"5383","1-10 FA","PFAS","no hit",-0.724505135,0.002237439,"0.032734752"
"5384","1-10 FA","TRAP1","no hit",0.418817632,0.002264857,"0.032734752"
"5385","1-10 FA","VPS29","no hit",-0.408313652,0.002282705,"0.032734752"
"5386","1-10 FA","EEA1","no hit",0.385935142,0.002283119,"0.032734752"
"5387","1-10 FA","EIF4A1","no hit",-0.478141746,0.002320757,"0.032734752"
"5388","1-10 FA","HSP90AB1","no hit",-0.765777007,0.00235468,"0.032734752"
"5389","1-10 FA","PKM","no hit",-0.873815578,0.002381686,"0.032734752"
"5390","1-10 FA","ISYNA1","no hit",-0.589261676,0.0024039,"0.032734752"
"5391","1-10 FA","UBA1","no hit",-0.608347768,0.002407224,"0.032734752"
"5392","1-10 FA","GDI2","no hit",-0.74578894,0.002423771,"0.032734752"
"5393","1-10 FA","PSME2","no hit",-0.622260331,0.0024611,"0.032734752"
"5394","1-10 FA","NIP7","enriched hit",0.796030822,0.002470338,"0.032734752"
"5395","1-10 FA","MAPRE3","no hit",-0.729100914,0.002548484,"0.032734752"
"5396","1-10 FA","MAPK1","no hit",-0.561775392,0.002596525,"0.032734752"
"5397","1-10 FA","PSMC5","no hit",-0.379849309,0.002603516,"0.032734752"
"5398","1-10 FA","HYOU1","no hit",0.55750443,0.00262059,"0.032734752"
"5399","1-10 FA","SRSF7","no hit",0.500995687,0.002642805,"0.032734752"
"5400","1-10 FA","RAB3GAP2","no hit",-0.407445529,0.002648843,"0.032734752"
"5401","1-10 FA","HSPA5","no hit",0.521831199,0.002667491,"0.032734752"
"5402","1-10 FA","PDCL3","no hit",-0.524192213,0.002743098,"0.033121889"
"5403","1-10 FA","CNPY3","no hit",0.393987118,0.002757713,"0.033121889"
"5404","1-10 FA","MALT1","no hit",-0.686958883,0.002797783,"0.03324944"
"5405","1-10 FA","HSP90AA1","no hit",-0.579360166,0.002883454,"0.033878015"
"5406","1-10 FA","HK1","no hit",0.394271907,0.002910689,"0.033878015"
"5407","1-10 FA","CBX1","enriched hit",0.636777759,0.002962608,"0.03413045"
"5408","1-10 FA","MIA3","no hit",0.484661649,0.003165585,"0.035065879"
"5409","1-10 FA","PA2G4","no hit",-0.43175211,0.00317112,"0.035065879"
"5410","1-10 FA","DLST","no hit",0.377392626,0.003295569,"0.035065879"
"5411","1-10 FA","SHMT1","no hit",-0.535171082,0.003316192,"0.035065879"
"5412","1-10 FA","ALDOA","no hit",-0.557560522,0.003321315,"0.035065879"
"5413","1-10 FA","NUMA1","enriched hit",0.648243479,0.003329896,"0.035065879"
"5414","1-10 FA","UPP1","no hit",-0.685795499,0.003331058,"0.035065879"
"5415","1-10 FA","CPSF1","no hit",0.494709846,0.003366142,"0.035065879"
"5416","1-10 FA","NME1-NME2|NME2","no hit",-0.650187181,0.003396197,"0.035065879"
"5417","1-10 FA","TXNDC5","no hit",0.405937467,0.003404376,"0.035065879"
"5418","1-10 FA","CAPN2","no hit",-0.862054075,0.003407053,"0.035065879"
"5419","1-10 FA","ATP6V0D1","no hit",0.572381499,0.003416516,"0.035065879"
"5420","1-10 FA","COPB2","no hit",-0.511783895,0.003476852,"0.035363655"
"5421","1-10 FA","RRM2","no hit",-0.89186801,0.003646683,"0.036759871"
"5422","1-10 FA","UGDH","no hit",-0.750228598,0.003692422,"0.036860612"
"5423","1-10 FA","EIF5A2|EIF5A|EIF5AL1","no hit",-0.828060892,0.003721975,"0.036860612"
"5424","1-10 FA","VDAC2","enriched hit",0.759510426,0.003782881,"0.037138026"
"5425","1-10 FA","HSPA4","no hit",-0.779054457,0.003859697,"0.037565495"
"5426","1-10 FA","GANAB","no hit",0.423699424,0.003918628,"0.037813085"
"5427","1-10 FA","HADHA","no hit",0.411648478,0.004039557,"0.038315461"
"5428","1-10 FA","PDIA6","enriched hit",0.77502067,0.004074836,"0.038315461"
"5429","1-10 FA","EEF1D","no hit",-0.613190809,0.004107296,"0.038315461"
"5430","1-10 FA","ME2","no hit",0.452745596,0.004164398,"0.038315461"
"5431","1-10 FA","SUCLG2","no hit",0.388791553,0.004193601,"0.038315461"
"5432","1-10 FA","IDH3B","no hit",0.372376172,0.004240383,"0.038315461"
"5433","1-10 FA","CSPG4","no hit",0.465581506,0.004251775,"0.038315461"
"5434","1-10 FA","SFPQ","no hit",0.359483918,0.00427097,"0.038315461"
"5435","1-10 FA","SERPINH1","no hit",0.449241023,0.004276128,"0.038315461"
"5436","1-10 FA","PPP4C","no hit",-0.52947349,0.004344149,"0.038471809"
"5437","1-10 FA","ATP6V1H","no hit",0.42598569,0.004361729,"0.038471809"
"5438","1-10 FA","RNPEP","no hit",-0.507638087,0.004599091,"0.039275926"
"5439","1-10 FA","TXNL1","no hit",-0.619094954,0.004632056,"0.039275926"
"5440","1-10 FA","ENOPH1","no hit",-0.644289364,0.004658252,"0.039275926"
"5441","1-10 FA","CDK2","no hit",-0.530563523,0.004661845,"0.039275926"
"5442","1-10 FA","PFN1","no hit",-0.876529653,0.004671532,"0.039275926"
"5443","1-10 FA","GART","no hit",-0.511978287,0.004676048,"0.039275926"
"5444","1-10 FA","NUDCD1","no hit",-0.516844951,0.004722223,"0.039275926"
"5445","1-10 FA","MDH2","no hit",0.411914955,0.00479351,"0.039275926"
"5446","1-10 FA","ARMT1","no hit",-0.74222825,0.004865295,"0.039275926"
"5447","1-10 FA","DECR1","no hit",0.50880777,0.004911376,"0.039275926"
"5448","1-10 FA","ALDH1A1","no hit",-0.818051867,0.004939481,"0.039275926"
"5449","1-10 FA","PSMA3","no hit",-0.515474394,0.004947817,"0.039275926"
"5450","1-10 FA","CLIC1","no hit",-0.723551826,0.004974812,"0.039275926"
"5451","1-10 FA","P3H1","no hit",0.419487466,0.004988033,"0.039275926"
"5452","1-10 FA","HPRT1","no hit",-0.934861298,0.004996326,"0.039275926"
"5453","1-10 FA","NCL","no hit",0.464068242,0.005015058,"0.039275926"
"5454","1-10 FA","PHYHIPL","no hit",-0.481733914,0.005044295,"0.039275926"
"5455","1-10 FA","LAMB1","no hit",0.516377549,0.005119774,"0.039365865"
"5456","1-10 FA","COLGALT1","no hit",0.449865967,0.005155452,"0.039365865"
"5457","1-10 FA","SF3A1","no hit",0.357416828,0.005166357,"0.039365865"
"5458","1-10 FA","POLDIP2","no hit",0.340483689,0.005195318,"0.039365865"
"5459","1-10 FA","LTA4H","no hit",-0.745832159,0.005312897,"0.039988404"
"5460","1-10 FA","CTSA","no hit",0.439945546,0.005371641,"0.040126615"
"5461","1-10 FA","PSMA7","no hit",-0.412385213,0.005402343,"0.040126615"
"5462","1-10 FA","TPI1","no hit",-0.637078794,0.005463221,"0.04031357"
"5463","1-10 FA","ACLY","no hit",-0.610202537,0.005543332,"0.040638811"
"5464","1-10 FA","MTHFD1","no hit",-0.433780302,0.005579288,"0.040638811"
"5465","1-10 FA","PPP4R3A","no hit",-0.414282149,0.005635936,"0.04072539"
"5466","1-10 FA","ETHE1","no hit",0.38798172,0.005663318,"0.04072539"
"5467","1-10 FA","USP5","no hit",-0.693282531,0.005834492,"0.041690768"
"5468","1-10 FA","GOLGB1","no hit",0.546279919,0.006013922,"0.042534628"
"5469","1-10 FA","KIF20B","no hit",0.449838142,0.006027937,"0.042534628"
"5470","1-10 FA","NASP","no hit",-0.681103191,0.006082568,"0.042535524"
"5471","1-10 FA","ERH","no hit",0.414870297,0.006104173,"0.042535524"
"5472","1-10 FA","PCBP2","no hit",-0.396083156,0.006178232,"0.042535524"
"5473","1-10 FA","MGEA5","no hit",-0.569276798,0.006235202,"0.042535524"
"5474","1-10 FA","XPO7","no hit",-0.444285874,0.006251157,"0.042535524"
"5475","1-10 FA","STRAP","no hit",-0.492877518,0.006254116,"0.042535524"
"5476","1-10 FA","SDF4","no hit",0.441894046,0.006343622,"0.042650965"
"5477","1-10 FA","PPA1","no hit",-0.943761384,0.006346645,"0.042650965"
"5478","1-10 FA","LANCL2","no hit",-0.445603408,0.006540664,"0.043600808"
"5479","1-10 FA","P4HA1","no hit",0.431774188,0.006565224,"0.043600808"
"5480","1-10 FA","SRSF6","no hit",0.51837415,0.006726765,"0.044412386"
"5481","1-10 FA","CAPNS1","no hit",-0.829611128,0.006861023,"0.044943185"
"5482","1-10 FA","PTER","no hit",-0.665449635,0.006920865,"0.044943185"
"5483","1-10 FA","KIF5B","no hit",-0.488335924,0.006926585,"0.044943185"
"5484","1-10 FA","ABCF2","no hit",-0.480891418,0.006978414,"0.045020741"
"5485","1-10 FA","CCAR2","no hit",0.446710584,0.007099072,"0.045434338"
"5486","1-10 FA","PLOD2","no hit",0.398213876,0.00712301,"0.045434338"
"5487","1-10 FA","IARS","no hit",-0.340175878,0.007202476,"0.045561312"
"5488","1-10 FA","HSPA9","no hit",0.438892665,0.007223627,"0.045561312"
"5489","1-10 FA","PPP2R2A","no hit",-0.780760002,0.007294132,"0.045639749"
"5490","1-10 FA","SCP2","no hit",0.405694787,0.007317286,"0.045639749"
"5491","1-10 FA","RABGGTB","no hit",-0.6658562,0.007400434,"0.045639749"
"5492","1-10 FA","SEH1L","no hit",0.338614168,0.007414605,"0.045639749"
"5493","1-10 FA","PARN","no hit",0.518626736,0.007441097,"0.045639749"
"5494","1-10 FA","GSTP1","no hit",-1.038847579,0.007482584,"0.045639749"
"5495","1-10 FA","ACOT9","no hit",0.443944002,0.007519037,"0.045639749"
"5496","1-10 FA","USO1","no hit",-0.448449659,0.007562793,"0.045659855"
"5497","1-10 FA","UGGT1","no hit",0.370587702,0.007704367,"0.045957148"
"5498","1-10 FA","UBB|UBC|RPS27A|UBA52","enriched hit",1.111247454,0.007725564,"0.045957148"
"5499","1-10 FA","PPIB","enriched hit",0.755917048,0.007743456,"0.045957148"
"5500","1-10 FA","HSD17B10","no hit",0.383442635,0.007774858,"0.045957148"
"5501","1-10 FA","MTPAP","enriched hit",0.600409786,0.007817075,"0.045966027"
"5502","1-10 FA","CNP","no hit",0.556251417,0.007907247,"0.046255346"
"5503","1-10 FA","P4HA2","no hit",0.379817214,0.007991242,"0.04650573"
"5504","1-10 FA","TRIM28","no hit",-0.344712796,0.008119309,"0.04700872"
"5505","1-10 FA","RPS12","no hit",-0.356131976,0.008212964,"0.047308351"
"5506","1-10 FA","NDUFS3","no hit",0.538805382,0.008462129,"0.048496162"
"5507","1-10 FA","H2AFY","no hit",0.396678673,0.008558467,"0.048800551"
"5508","1-10 FA","OTUB1","no hit",-0.636457977,0.008760862,"0.049302392"
"5509","1-10 FA","TBRG4","enriched hit",0.65936678,0.008783024,"0.049302392"
"5510","1-10 FA","DDX17","no hit",0.301689756,0.008809025,"0.049302392"
"5511","1-10 FA","ANP32E","no hit",-0.807976363,0.008821154,"0.049302392"
"5512","1-10 FA","PPP5C","no hit",-0.622599335,0.008893,"0.049369251"
"5513","1-10 FA","APP","no hit",0.434898376,0.00894992,"0.049369251"
"5514","1-10 FA","PARVA","no hit",-0.393949745,0.009021955,"0.049369251"
"5515","1-10 FA","HAT1","no hit",-0.461576872,0.0091028,"0.049369251"
"5516","1-10 FA","DDX21","no hit",0.345544285,0.009112266,"0.049369251"
"5517","1-10 FA","SET","no hit",-0.670104024,0.009139828,"0.049369251"
"5518","1-10 FA","ENO1","no hit",-0.643580755,0.009143755,"0.049369251"
"5519","1-10 FA","DNAJB11","no hit",0.522610666,0.009196891,"0.049369251"
"5520","1-10 FA","RPLP1","no hit",-0.491353674,0.009250898,"0.049369251"
"5521","1-10 FA","PTGES3","no hit",-0.892731181,0.0092704,"0.049369251"
"5522","1-10 FA","YWHAH","no hit",-0.58946785,0.009422484,"0.04994359"
"5523","1-10 FA","MAP4","no hit",-0.633427058,0.009515012,"0.050198357"
"5524","1-10 FA","XPOT","no hit",-0.534972878,0.009562469,"0.050214083"
"5525","1-10 FA","ETF1","no hit",-0.468431811,0.00974933,"0.050958305"
"5526","1-10 FA","PLD3","no hit",0.336167468,0.009859442,"0.051296361"
"5527","1-10 FA","PYGL","no hit",-0.354679373,0.010150828,"0.052274114"
"5528","1-10 FA","SSB","no hit",-0.710119286,0.010163948,"0.052274114"
"5529","1-10 FA","ANP32A","no hit",-0.708326245,0.010186276,"0.052274114"
"5530","1-10 FA","GRPEL1","no hit",0.439288716,0.01051476,"0.053715672"
"5531","1-10 FA","ALDH18A1","no hit",0.455061503,0.010710653,"0.05446994"
"5532","1-10 FA","UBA6","no hit",-0.526697413,0.010824328,"0.054801192"
"5533","1-10 FA","SARNP","no hit",0.410860701,0.010956783,"0.055224145"
"5534","1-10 FA","ALDH4A1","no hit",0.462824461,0.011457271,"0.056754722"
"5535","1-10 FA","HSPH1","no hit",-0.532228054,0.011457947,"0.056754722"
"5536","1-10 FA","DSTN","no hit",-0.508591213,0.011494906,"0.056754722"
"5537","1-10 FA","HEXIM1","no hit",-0.394297809,0.011540135,"0.056754722"
"5538","1-10 FA","YLPM1","no hit",0.392889102,0.01156233,"0.056754722"
"5539","1-10 FA","STK24","no hit",-0.528721407,0.011644585,"0.056754722"
"5540","1-10 FA","SERBP1","no hit",-0.366513568,0.011652507,"0.056754722"
"5541","1-10 FA","SOD2","enriched candidate",0.867365878,0.011662618,"0.056754722"
"5542","1-10 FA","ATP6V1E1","no hit",0.305840602,0.011753701,"0.056801965"
"5543","1-10 FA","COA7","no hit",0.544654954,0.011779736,"0.056801965"
"5544","1-10 FA","BLMH","no hit",-0.573523593,0.011870367,"0.056801965"
"5545","1-10 FA","PSMC2","no hit",-0.330629127,0.011873573,"0.056801965"
"5546","1-10 FA","NUP58","no hit",0.536722185,0.011972502,"0.057033564"
"5547","1-10 FA","HNRNPD","no hit",0.391014145,0.012099596,"0.057396823"
"5548","1-10 FA","YWHAQ","no hit",-0.616078298,0.012185516,"0.057559047"
"5549","1-10 FA","DDX18","no hit",0.441829745,0.012334443,"0.057559047"
"5550","1-10 FA","PLS3","no hit",-0.407264288,0.012344472,"0.057559047"
"5551","1-10 FA","TXNRD1","no hit",-0.561525658,0.012364583,"0.057559047"
"5552","1-10 FA","NSUN2","no hit",-0.365882808,0.012388705,"0.057559047"
"5553","1-10 FA","SRM","no hit",-1.142245523,0.012597756,"0.058192175"
"5554","1-10 FA","ATIC","no hit",-0.50780166,0.012628063,"0.058192175"
"5555","1-10 FA","RBMX","no hit",0.377768677,0.012938693,"0.059381236"
"5556","1-10 FA","PRDX6","no hit",-1.256493901,0.013187913,"0.059814436"
"5557","1-10 FA","LDHB","no hit",-0.685128065,0.013188204,"0.059814436"
"5558","1-10 FA","CNDP2","no hit",-0.821467504,0.013192023,"0.059814436"
"5559","1-10 FA","EEF1B2","no hit",-0.697894166,0.013326359,"0.059872523"
"5560","1-10 FA","RARS","no hit",-0.312831195,0.013358157,"0.059872523"
"5561","1-10 FA","LMAN1","no hit",0.497141522,0.013422691,"0.059872523"
"5562","1-10 FA","TOMM70","no hit",0.375617981,0.013438912,"0.059872523"
"5563","1-10 FA","LMNB2","no hit",0.495538893,0.013483851,"0.059872523"
"5564","1-10 FA","DLG1","no hit",0.337720876,0.013563252,"0.059872523"
"5565","1-10 FA","UFD1L","no hit",-0.405488315,0.013576055,"0.059872523"
"5566","1-10 FA","PPID","no hit",-0.64057653,0.013850386,"0.060551969"
"5567","1-10 FA","ANP32B","no hit",-0.646268839,0.013862059,"0.060551969"
"5568","1-10 FA","EEF1A1|EEF1A1P5","no hit",-0.724781761,0.013909016,"0.060551969"
"5569","1-10 FA","BPNT1","no hit",-0.579016442,0.013944652,"0.060551969"
"5570","1-10 FA","IDH3A","no hit",0.318743715,0.014064517,"0.060833016"
"5571","1-10 FA","NAE1","no hit",-0.661271423,0.014117139,"0.060833016"
"5572","1-10 FA","ATXN10","no hit",-0.479000217,0.014341884,"0.061007806"
"5573","1-10 FA","ATP6V1B2","no hit",0.279559918,0.014342456,"0.061007806"
"5574","1-10 FA","PUS1","no hit",0.342083787,0.014343246,"0.061007806"
"5575","1-10 FA","PLOD1","no hit",0.428266737,0.01437385,"0.061007806"
"5576","1-10 FA","BZW1","no hit",-0.414525922,0.014552324,"0.061299635"
"5577","1-10 FA","HMGCL","no hit",0.419898666,0.014564085,"0.061299635"
"5578","1-10 FA","TTF2","no hit",-0.381947629,0.014713665,"0.061299635"
"5579","1-10 FA","OLA1","no hit",-0.334034362,0.014718698,"0.061299635"
"5580","1-10 FA","UBE3A","no hit",-0.439718524,0.014792352,"0.061299635"
"5581","1-10 FA","GSS","no hit",-0.806664661,0.014811864,"0.061299635"
"5582","1-10 FA","PSMD2","no hit",-0.425027214,0.014822675,"0.061299635"
"5583","1-10 FA","GLRX5","no hit",0.29151004,0.014979944,"0.061723928"
"5584","1-10 FA","SART3","no hit",-0.304073815,0.015059128,"0.061737711"
"5585","1-10 FA","NDUFS1","no hit",0.289821226,0.015092656,"0.061737711"
"5586","1-10 FA","PDHA1","no hit",0.322298867,0.015217467,"0.061828317"
"5587","1-10 FA","RSL1D1","no hit",0.356481483,0.015224333,"0.061828317"
"5588","1-10 FA","MATR3","no hit",0.364451208,0.015458463,"0.062554137"
"5589","1-10 FA","ATP5A1","no hit",0.318891952,0.015550537,"0.062701988"
"5590","1-10 FA","ZFR","no hit",0.301754742,0.015731863,"0.063207377"
"5591","1-10 FA","ERAP1","no hit",0.383727676,0.015946855,"0.063843968"
"5592","1-10 FA","ALDH3A2","no hit",0.491713906,0.016007049,"0.063858512"
"5593","1-10 FA","DLAT","no hit",0.324190315,0.01613617,"0.064146958"
"5594","1-10 FA","CYB5R3","enriched candidate",0.617047373,0.016263136,"0.064298733"
"5595","1-10 FA","COPE","no hit",-0.367235379,0.016289284,"0.064298733"
"5596","1-10 FA","ESD","no hit",-0.86391527,0.016345205,"0.064298733"
"5597","1-10 FA","PPIF","no hit",0.538155507,0.016744458,"0.065183611"
"5598","1-10 FA","PEBP1","no hit",-0.80808656,0.016765521,"0.065183611"
"5599","1-10 FA","RPS11","no hit",-0.26259542,0.01683283,"0.065183611"
"5600","1-10 FA","CAPN1","no hit",-0.451884835,0.016843584,"0.065183611"
"5601","1-10 FA","HSPD1","no hit",0.561707188,0.01689801,"0.065183611"
"5602","1-10 FA","OTULIN","no hit",-0.482224315,0.016916562,"0.065183611"
"5603","1-10 FA","SNRPA1","no hit",0.272196933,0.017337238,"0.066406258"
"5604","1-10 FA","CALML5","enriched candidate",3.320539125,0.017393204,"0.066406258"
"5605","1-10 FA","RPS6KA3","no hit",-0.403522026,0.017410321,"0.066406258"
"5606","1-10 FA","HNRNPA2B1","no hit",0.446982816,0.017599463,"0.066901664"
"5607","1-10 FA","NUDT5","no hit",-0.640787228,0.017777959,"0.067155805"
"5608","1-10 FA","HNRNPUL2-BSCL2|HNRNPUL2","no hit",0.314125901,0.017785284,"0.067155805"
"5609","1-10 FA","RACK1","no hit",-0.419316771,0.017909686,"0.067335224"
"5610","1-10 FA","STAT1","no hit",-0.591934784,0.017952084,"0.067335224"
"5611","1-10 FA","H6PD","no hit",0.444731967,0.018204025,"0.068054118"
"5612","1-10 FA","RAB14","no hit",0.421262367,0.018449854,"0.068596973"
"5613","1-10 FA","RBM8A","no hit",0.425879022,0.018470753,"0.068596973"
"5614","1-10 FA","DNAJA1","no hit",-0.450652274,0.018740396,"0.069337037"
"5615","1-10 FA","BLVRA","no hit",-0.646037293,0.018792855,"0.069337037"
"5616","1-10 FA","P4HB","no hit",0.429427901,0.018944678,"0.069669516"
"5617","1-10 FA","RPSA","no hit",-0.364975802,0.019123337,"0.070098206"
"5618","1-10 FA","UAP1","no hit",-0.718878234,0.01930955,"0.070412523"
"5619","1-10 FA","UCHL1","no hit",-1.06445614,0.019333819,"0.070412523"
"5620","1-10 FA","GDI1","no hit",-0.784534006,0.019453568,"0.070620829"
"5621","1-10 FA","DNAJC3","no hit",0.407825242,0.019924717,"0.07189697"
"5622","1-10 FA","AARS","no hit",-0.984857248,0.019933768,"0.07189697"
"5623","1-10 FA","PITPNB","no hit",-0.651781791,0.019996146,"0.07189697"
"5624","1-10 FA","HNRNPL","no hit",0.402932084,0.020066146,"0.071919615"
"5625","1-10 FA","ARHGDIA","no hit",-0.647846912,0.020200991,"0.072173794"
"5626","1-10 FA","PDCD6IP","no hit",-0.484331835,0.020561007,"0.073092764"
"5627","1-10 FA","PSMD11","no hit",-0.305511497,0.020587687,"0.073092764"
"5628","1-10 FA","PFKP","no hit",-0.777431924,0.020739013,"0.073173101"
"5629","1-10 FA","PGD","no hit",-0.620579941,0.02073994,"0.073173101"
"5630","1-10 FA","DARS2","no hit",0.320728799,0.020890215,"0.073473685"
"5631","1-10 FA","PPP1R7","no hit",-0.827637969,0.021167438,"0.074217506"
"5632","1-10 FA","PABPN1|BCL2L2","no hit",0.330305965,0.021256087,"0.074221621"
"5633","1-10 FA","NUTF2","no hit",-0.504181837,0.021300093,"0.074221621"
"5634","1-10 FA","PSMD3","no hit",-0.400454408,0.021646786,"0.074979433"
"5635","1-10 FA","PSMA5","no hit",-0.405016238,0.021650394,"0.074979433"
"5636","1-10 FA","RANBP2","no hit",0.435395606,0.021929884,"0.075715105"
"5637","1-10 FA","PES1","no hit",0.453755208,0.022104467,"0.076085191"
"5638","1-10 FA","GLDC","no hit",0.345716557,0.022246968,"0.076262016"
"5639","1-10 FA","FKBP4","no hit",-0.513723444,0.022290935,"0.076262016"
"5640","1-10 FA","NOP58","no hit",0.419877942,0.022531749,"0.07668242"
"5641","1-10 FA","COPZ1","no hit",-0.409693873,0.022549658,"0.07668242"
"5642","1-10 FA","EEF1G","no hit",-0.506508162,0.022727596,"0.077055422"
"5643","1-10 FA","SHMT2","no hit",0.353164853,0.022799223,"0.077066835"
"5644","1-10 FA","GSPT1","no hit",-0.393037051,0.023005627,"0.077532396"
"5645","1-10 FA","LRPPRC","no hit",0.422911704,0.023355958,"0.078428752"
"5646","1-10 FA","NXN","no hit",-0.525872028,0.023410531,"0.078428752"
"5647","1-10 FA","GNA11|GNAQ","no hit",0.420974681,0.023562941,"0.078705801"
"5648","1-10 FA","EIF4A3","no hit",0.282275438,0.023788322,"0.079224235"
"5649","1-10 FA","LMNB1","no hit",0.418517077,0.023918538,"0.079423614"
"5650","1-10 FA","EXOSC10","no hit",0.311030992,0.024033632,"0.07957176"
"5651","1-10 FA","LONP1","no hit",0.540697501,0.024201316,"0.079855181"
"5652","1-10 FA","PNPT1","no hit",0.413145426,0.024260697,"0.079855181"
"5653","1-10 FA","BCAT1","no hit",-0.923537763,0.024361577,"0.079954129"
"5654","1-10 FA","CDC5L","no hit",0.464912339,0.024513156,"0.080218415"
"5655","1-10 FA","PC","no hit",0.303896363,0.024660178,"0.080243572"
"5656","1-10 FA","SF3B3","no hit",0.493726825,0.024662993,"0.080243572"
"5657","1-10 FA","HK2","no hit",0.314389969,0.024841245,"0.080506656"
"5658","1-10 FA","HNRNPAB","no hit",0.430849647,0.024886468,"0.080506656"
"5659","1-10 FA","UBR4","no hit",-0.340494838,0.025231178,"0.081173886"
"5660","1-10 FA","POLR1B","no hit",0.386771269,0.025240491,"0.081173886"
"5661","1-10 FA","MARS","no hit",-0.254909696,0.025398867,"0.081173886"
"5662","1-10 FA","SGTA","no hit",-0.551481667,0.025435185,"0.081173886"
"5663","1-10 FA","DPYSL3","no hit",-0.354119059,0.025452219,"0.081173886"
