gene_name,sample,comparison,AveExpr,logFC,pvalue,fdr,hit_annotation
NOP56,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.76495738,-0.095390658,0.730794325,0.967023167,no hit
CTBP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.63800101,-0.061647098,0.730803893,0.967023167,no hit
HARS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.41564257,-0.109345098,0.731590687,0.967023167,no hit
PPIF,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.56852482,0.093981543,0.733003968,0.967023167,no hit
INTS1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),21.94200578,-0.172048542,0.733278094,0.967023167,no hit
MKI67,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.10665777,0.118065275,0.735987228,0.967023167,no hit
GNA11|GNAQ,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.3883562,-0.077966037,0.736092499,0.967023167,no hit
FXR1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.98871055,-0.052802209,0.736429081,0.967023167,no hit
ARPC2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.61833267,0.050988413,0.736674924,0.967023167,no hit
CWC22,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.45348566,-0.081521302,0.73789074,0.967023167,no hit
CTSL,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.3035196,-0.053554964,0.738086638,0.967023167,no hit
UBE3A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.99003748,-0.073141786,0.739105632,0.967023167,no hit
POLR2G,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.60865804,-0.072396015,0.74014333,0.967023167,no hit
UTP4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.72506927,0.099749448,0.740158135,0.967023167,no hit
CHD1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.42544651,-0.083145799,0.740298995,0.967023167,no hit
ANP32B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.63200684,-0.105042937,0.74171474,0.967023167,no hit
IGF2BP2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.06883817,0.055557263,0.743424081,0.967023167,no hit
CDK5RAP3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.92559566,0.083206118,0.746006864,0.967023167,no hit
MYO1B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.20728598,0.09288208,0.747254364,0.967023167,no hit
PSMA5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.58365817,-0.070028947,0.748613696,0.967023167,no hit
DHX15,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.21333209,-0.060270924,0.748837764,0.967023167,no hit
YWHAQ,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.47366136,-0.094590813,0.74961597,0.967023167,no hit
MACF1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),27.75179946,0.056334637,0.750832149,0.967023167,no hit
EFHD2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.44369528,-0.086368674,0.751164807,0.967023167,no hit
ACSL4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.31145062,-0.087872238,0.751973118,0.967023167,no hit
TCP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.21017455,-0.055423278,0.752342823,0.967023167,no hit
RPS3A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.88124908,-0.063913047,0.752623045,0.967023167,no hit
MCM7,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.49330336,-0.108459931,0.754492434,0.967023167,no hit
GLRX3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.56934173,0.086571012,0.75525286,0.967023167,no hit
GPT2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),21.99677821,0.065545713,0.756151895,0.967023167,no hit
USP7,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.94660417,-0.063374082,0.756164444,0.967023167,no hit
MPHOSPH8,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.83372118,-0.077675769,0.756333955,0.967023167,no hit
RFC4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),21.99716207,-0.10296396,0.756413309,0.967023167,no hit
FKBP4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.98116491,-0.08648524,0.756443964,0.967023167,no hit
GOT2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.238535,-0.049469616,0.757087152,0.967023167,no hit
RPL11,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.43536255,0.066008422,0.758309325,0.967023167,no hit
SNRPB|SNRPN,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.96644283,0.126328503,0.759292383,0.967023167,no hit
ACADSB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.50480456,0.060400708,0.759349819,0.967023167,no hit
TALDO1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.25832837,-0.14768272,0.762066931,0.967023167,no hit
STRAP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.26821353,0.063624835,0.762360865,0.967023167,no hit
RPL7,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.55888758,-0.095161233,0.762813323,0.967023167,no hit
FARSB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.21685413,-0.092308224,0.763085705,0.967023167,no hit
RPL17|RPL17-C18orf32,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.45026289,-0.06636635,0.7634396,0.967023167,no hit
FLNB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),27.68722695,-0.04697981,0.763564346,0.967023167,no hit
WDR77,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.86587834,0.066502726,0.763746686,0.967023167,no hit
PSME1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.47765908,-0.064447038,0.764394761,0.967023167,no hit
CS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.55567249,0.056156701,0.764511104,0.967023167,no hit
GSN,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.0600279,-0.162581563,0.76507234,0.967023167,no hit
DAP3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.70732933,0.101257773,0.765984593,0.967023167,no hit
PRPF19,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.33166042,0.055811302,0.76625901,0.967023167,no hit
SKIV2L2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.82642675,0.063233623,0.766693107,0.967023167,no hit
RBM14,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.81126893,-0.059419772,0.767928635,0.967023167,no hit
EIF5B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.74261487,-0.055091834,0.769656175,0.967023167,no hit
IDH3A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.32035027,0.046079072,0.76991682,0.967023167,no hit
SQSTM1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.311982,0.046186298,0.770278502,0.967023167,no hit
FH,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.89258583,0.06329327,0.771380135,0.967023167,no hit
ALDH2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.39905578,0.054360602,0.772382971,0.967023167,no hit
BOP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.8217829,0.063422073,0.772468319,0.967023167,no hit
FAHD1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.52105942,0.094537456,0.772641103,0.967023167,no hit
ATP6V1B2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.51301289,0.039820665,0.774023874,0.967023167,no hit
ATPAF1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.56464692,0.070886,0.779025852,0.967023167,no hit
IMPDH2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.03159468,-0.0889876,0.779547309,0.967023167,no hit
SRRT,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.11926356,0.052729931,0.779893937,0.967023167,no hit
G3BP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.425824,0.046364843,0.78110654,0.967023167,no hit
HNRNPUL1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.81586648,0.037315201,0.782672048,0.967023167,no hit
CTSB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.31622665,0.066971605,0.782710732,0.967023167,no hit
DDX5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.04588162,0.081349968,0.783916394,0.967023167,no hit
MTHFD1L,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.28625614,0.0649954,0.786183799,0.967023167,no hit
PRDX2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.66221049,-0.122263311,0.786433057,0.967023167,no hit
NUP133,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.42448726,-0.065650559,0.786794495,0.967023167,no hit
PCK2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.32872753,-0.052166651,0.787286293,0.967023167,no hit
API5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.1973301,-0.041696845,0.787727002,0.967023167,no hit
YWHAG,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.4140645,-0.098949109,0.789012773,0.967023167,no hit
OGT,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.01951763,-0.052768588,0.789418482,0.967023167,no hit
ATP5A1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.94876416,0.04290445,0.789465935,0.967023167,no hit
CKAP4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.33343627,0.054945276,0.789819911,0.967023167,no hit
SPAG9,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.46298673,-0.068274688,0.790467548,0.967023167,no hit
hCG_2039566|A0A0U1RRH7|HIST1H2AB|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST1H2AC|HIST1H2AH|HIST1H2AJ|H2AFJ,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.64457084,-0.06241397,0.790700427,0.967023167,no hit
CPOX,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.34865112,-0.048937613,0.791157163,0.967023167,no hit
RPS25,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.48917262,-0.069597783,0.791667202,0.967023167,no hit
GGH,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.99111013,0.095332463,0.792094525,0.967023167,no hit
RPS9,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.04890691,-0.056426766,0.792670208,0.967023167,no hit
ANXA4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.23960885,-0.212353779,0.79364906,0.967023167,no hit
RPS4X,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.87940562,0.061085263,0.797944461,0.967023167,no hit
EIF3L,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.21031727,-0.058686699,0.797959877,0.967023167,no hit
ATP6V1H,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.72328091,0.043820712,0.797993721,0.967023167,no hit
CRLF3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.53903041,-0.049929954,0.799740775,0.967023167,no hit
EPRS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.375082,0.061007324,0.799755211,0.967023167,no hit
EIF3E,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.33028271,-0.067857628,0.801180211,0.967023167,no hit
HIST1H4A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.69872852,0.062318562,0.801910133,0.967023167,no hit
NUDT5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.50728167,-0.083089959,0.802136347,0.967023167,no hit
NUB1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.81767312,0.06221881,0.803621872,0.967023167,no hit
CYP3A5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.95876198,-0.065491563,0.804356644,0.967023167,no hit
LAMC1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.42881738,0.040316493,0.804719953,0.967023167,no hit
NUP58,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.73890669,0.062880349,0.806776149,0.967023167,no hit
DNAJC13,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),21.84321165,-0.065093869,0.80705951,0.967023167,no hit
EIF3CL|EIF3C,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.60219993,-0.050302347,0.807285263,0.967023167,no hit
LACTB2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.41984736,-0.048444497,0.807872721,0.967023167,no hit
IDH1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.86131256,-0.097294721,0.808775305,0.967023167,no hit
SYNE1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.07911272,0.038619038,0.809464141,0.967023167,no hit
COL4A3BP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.71716999,-0.044371698,0.809506811,0.967023167,no hit
TXNDC12,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.92145404,-0.040298804,0.809920701,0.967023167,no hit
MCM6,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.31089985,0.077876463,0.810690525,0.967023167,no hit
MYL12A|MYL12B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.60065639,0.085819793,0.811796928,0.967023167,no hit
CCT5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.25352712,-0.044486988,0.812292656,0.967023167,no hit
VARS2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.27879859,-0.049825308,0.813322435,0.967023167,no hit
SMU1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.76683053,0.050062097,0.81690147,0.967023167,no hit
DDX56,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.2187143,0.037517492,0.817059682,0.967023167,no hit
PRMT5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.5643371,-0.045687546,0.817606628,0.967023167,no hit
IDH2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.55749275,0.048082753,0.818033545,0.967023167,no hit
PICALM,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.6798606,0.033481923,0.818290815,0.967023167,no hit
WDR3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.1125295,0.053096304,0.818381444,0.967023167,no hit
GEMIN5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.10240404,0.054590784,0.819115512,0.967023167,no hit
EIF4G2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.35333827,0.041888403,0.82048206,0.967023167,no hit
DCTN1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.47781186,0.037852508,0.821769712,0.967023167,no hit
CAP1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.37894752,-0.054322144,0.821779044,0.967023167,no hit
TNPO1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.01409648,-0.046351983,0.822372054,0.967023167,no hit
OSBP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.4916673,-0.054295962,0.823420208,0.967023167,no hit
CALM1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.22750603,0.053528125,0.824817508,0.967023167,no hit
CLYBL,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.39323384,0.046855593,0.82483907,0.967023167,no hit
PDCD11,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.3706453,-0.050563997,0.829365661,0.97043248,no hit
KPNA3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.42915117,-0.052868823,0.829466203,0.97043248,no hit
KPNA2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.35418945,-0.088653625,0.831478561,0.971779809,no hit
SF3A3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.33333994,0.055825048,0.83380506,0.971808259,no hit
THOC1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.51685907,0.056003231,0.834869922,0.971808259,no hit
RFC3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.35117326,0.039173981,0.837740402,0.971808259,no hit
PTMA,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.52954414,-0.105471305,0.838986075,0.971808259,no hit
KYAT3,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.02584373,-0.034494606,0.839433668,0.971808259,no hit
NUDT21,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.80826572,0.035487323,0.839470593,0.971808259,no hit
ME2,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.41599884,0.036537281,0.839591223,0.971808259,no hit
BLVRB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.39941358,0.042805744,0.84053284,0.971808259,no hit
BCCIP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.24632719,-0.043182226,0.841369181,0.971808259,no hit
SPTAN1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),28.67460651,0.035595153,0.841399699,0.971808259,no hit
HEXB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.00522299,0.062681863,0.841748326,0.971808259,no hit
KHSRP,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.36414873,0.029997134,0.844370409,0.971808259,no hit
PITRM1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.81424332,-0.051399943,0.844661033,0.971808259,no hit
MRPL20,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.87979805,-0.038592538,0.84468109,0.971808259,no hit
ATIC,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.15756255,-0.047965363,0.845139423,0.971808259,no hit
RBBP4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.54267178,-0.06645944,0.845275209,0.971808259,no hit
HSPA8,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.99901668,-0.044720009,0.847095379,0.972910155,no hit
HSPB1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.3823371,-0.07828037,0.852375018,0.977979061,no hit
DDX46,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.42474883,-0.035055319,0.855251297,0.978203688,no hit
ATP6V0D1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.76842963,0.040316238,0.85531417,0.978203688,no hit
TRMT10C,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),22.55778115,-0.060431454,0.855796233,0.978203688,no hit
KDELC1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.43426086,0.108261771,0.857068532,0.978203688,no hit
NAXE,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.46283878,-0.04831093,0.857594234,0.978203688,no hit
RNMT,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.5649294,0.033942621,0.857769398,0.978203688,no hit
HMGN1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.37669304,0.04500287,0.860272979,0.980068813,no hit
VCL,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),27.41213145,0.038989171,0.861550329,0.980206954,no hit
GLS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),26.03441667,0.064292999,0.862130651,0.980206954,no hit
RPL5,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.26626357,-0.043109495,0.864016267,0.981362541,no hit
CPQ,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.09471633,0.069141009,0.868681992,0.982129263,no hit
GSPT1,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.52726538,-0.03540306,0.868854681,0.982129263,no hit
FDPS,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.99364811,-0.034729777,0.87072036,0.982129263,no hit
NAT10,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.93784474,0.036943174,0.870748292,0.982129263,no hit
DPP7,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.25854058,-0.037917174,0.872680553,0.982129263,no hit
NUP98,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.91708327,-0.052404052,0.875947487,0.982129263,no hit
CTSD,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.39192519,-0.086938198,0.876201035,0.982129263,no hit
MAT2A,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.48100245,-0.05900507,0.877897146,0.982129263,no hit
MAP4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.92832056,-0.044520254,0.878221354,0.982129263,no hit
IDH3B,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),23.13146069,-0.02275462,0.878485995,0.982129263,no hit
GPC4,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),24.01679766,0.166791819,0.879759896,0.982129263,no hit
PCCB,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.1067443,-0.02685669,0.880841523,0.982129263,no hit
NUP88,Huh7,(FA_1_10_UV - FA_1_10_noUV) - (FA_8_3_UV - FA_8_3_noUV),25.51563733,-0.031448471,0.881551436,0.982129263,no hit
